site_id,day,day_order,open_time,close_time,open_min,close_min,daily_open_hours,time_flag
OS128,Saturday,5,11:00,18:00,660,1080,7.0,ok
OS129,Monday,0,10:00,14:00,600,840,4.0,ok
OS129,Tuesday,1,10:00,14:00,600,840,4.0,ok
OS129,Wednesday,2,10:00,14:00,600,840,4.0,ok
OS129,Thursday,3,10:00,14:00,600,840,4.0,ok
OS129,Friday,4,10:00,14:00,600,840,4.0,ok
OS130,Monday,0,07:30,17:30,450,1050,10.0,ok
OS130,Tuesday,1,07:30,17:30,450,1050,10.0,ok
OS130,Wednesday,2,07:30,17:30,450,1050,10.0,ok
OS130,Thursday,3,07:30,17:30,450,1050,10.0,ok
OS130,Friday,4,07:30,17:30,450,1050,10.0,ok
OS131,Monday,0,08:30,13:45,510,825,5.25,ok
OS131,Tuesday,1,08:30,13:45,510,825,5.25,ok
OS131,Wednesday,2,08:30,13:45,510,825,5.25,ok
OS131,Thursday,3,08:30,13:45,510,825,5.25,ok
OS131,Friday,4,08:30,13:45,510,825,5.25,ok
OS132,Friday,4,09:00,23:00,540,1380,14.0,ok
OS132,Saturday,5,09:00,23:00,540,1380,14.0,ok
OS132,Sunday,6,09:00,21:00,540,1260,12.0,ok
OS133,Monday,0,10:00,19:00,600,1140,9.0,ok
OS133,Tuesday,1,10:00,19:00,600,1140,9.0,ok
OS133,Wednesday,2,10:00,19:00,600,1140,9.0,ok
OS133,Thursday,3,10:00,19:00,600,1140,9.0,ok
OS133,Friday,4,10:00,19:00,600,1140,9.0,ok
OS133,Saturday,5,09:00,17:00,540,1020,8.0,ok
OS133,Sunday,6,12:00,18:00,720,1080,6.0,ok
OS134,Monday,0,09:00,22:00,540,1320,13.0,ok
OS134,Tuesday,1,09:00,22:00,540,1320,13.0,ok
OS134,Wednesday,2,09:00,22:00,540,1320,13.0,ok
OS134,Thursday,3,09:00,22:00,540,1320,13.0,ok
OS134,Friday,4,09:00,22:00,540,1320,13.0,ok
OS134,Saturday,5,09:00,22:00,540,1320,13.0,ok
OS134,Sunday,6,09:00,22:00,540,1320,13.0,ok
OS135,Monday,0,07:00,20:00,420,1200,13.0,ok
OS135,Tuesday,1,07:00,20:00,420,1200,13.0,ok
OS135,Wednesday,2,07:00,20:00,420,1200,13.0,ok
OS135,Thursday,3,07:00,20:00,420,1200,13.0,ok
OS135,Friday,4,07:00,20:00,420,1200,13.0,ok
OS135,Saturday,5,07:00,20:00,420,1200,13.0,ok
OS135,Sunday,6,07:00,20:00,420,1200,13.0,ok
OS136,Monday,0,10:30,13:30,630,810,3.0,ok
OS136,Tuesday,1,10:30,13:30,630,810,3.0,ok
OS136,Wednesday,2,10:30,13:30,630,810,3.0,ok
OS136,Thursday,3,10:30,13:30,630,810,3.0,ok
OS136,Friday,4,10:30,13:30,630,810,3.0,ok
OS137,Monday,0,07:30,16:30,450,990,9.0,ok
OS137,Tuesday,1,07:30,16:30,450,990,9.0,ok
OS137,Wednesday,2,07:30,16:30,450,990,9.0,ok
OS137,Thursday,3,07:30,16:30,450,990,9.0,ok
OS137,Friday,4,07:30,16:30,450,990,9.0,ok
OS138,Sunday,6,16:00,19:30,960,1170,3.5,ok
OS139,Monday,0,09:00,14:00,540,840,5.0,ok
OS139,Tuesday,1,09:00,14:00,540,840,5.0,ok
OS139,Wednesday,2,09:00,14:00,540,840,5.0,ok
OS139,Thursday,3,09:00,14:00,540,840,5.0,ok
OS139,Friday,4,09:00,14:00,540,840,5.0,ok
OS140,Monday,0,07:30,15:30,450,930,8.0,ok
OS140,Tuesday,1,07:30,15:30,450,930,8.0,ok
OS140,Wednesday,2,07:30,15:30,450,930,8.0,ok
OS140,Thursday,3,07:30,15:30,450,930,8.0,ok
OS140,Friday,4,07:30,15:30,450,930,8.0,ok
OS141,Monday,0,10:30,14:00,630,840,3.5,ok
OS141,Tuesday,1,10:30,14:00,630,840,3.5,ok
OS141,Wednesday,2,10:30,14:00,630,840,3.5,ok
OS141,Thursday,3,10:30,14:00,630,840,3.5,ok
OS141,Friday,4,10:30,14:00,630,840,3.5,ok
OS142,Saturday,5,12:00,20:00,720,1200,8.0,ok
OS143,Thursday,3,15:30,21:00,930,1260,5.5,ok
OS144,Monday,0,10:00,20:00,600,1200,10.0,ok
OS144,Tuesday,1,10:00,20:00,600,1200,10.0,ok
OS144,Wednesday,2,10:00,20:00,600,1200,10.0,ok
OS144,Thursday,3,10:00,20:00,600,1200,10.0,ok
OS144,Friday,4,10:00,22:00,600,1320,12.0,ok
OS144,Saturday,5,10:00,22:00,600,1320,12.0,ok
OS144,Sunday,6,10:00,20:00,600,1200,10.0,ok
OS145,Monday,0,11:00,16:00,660,960,5.0,ok
OS145,Tuesday,1,11:00,16:00,660,960,5.0,ok
OS145,Wednesday,2,11:00,16:00,660,960,5.0,ok
OS145,Thursday,3,11:00,16:00,660,960,5.0,ok
OS146,Monday,0,07:30,15:00,450,900,7.5,ok
OS146,Tuesday,1,07:30,15:00,450,900,7.5,ok
OS146,Wednesday,2,07:30,15:00,450,900,7.5,ok
OS146,Thursday,3,07:30,15:00,450,900,7.5,ok
OS146,Friday,4,07:30,15:00,450,900,7.5,ok
OS147,Monday,0,11:30,14:00,690,840,2.5,ok
OS147,Tuesday,1,11:30,14:00,690,840,2.5,ok
OS147,Wednesday,2,11:30,14:00,690,840,2.5,ok
OS147,Thursday,3,11:30,14:00,690,840,2.5,ok
OS147,Friday,4,11:00,13:15,660,795,2.25,ok
OS148,Wednesday,2,08:30,11:30,510,690,3.0,ok
OS148,Friday,4,08:30,11:30,510,690,3.0,ok
OS149,Monday,0,07:15,14:30,435,870,7.25,ok
OS149,Tuesday,1,07:15,14:30,435,870,7.25,ok
OS149,Wednesday,2,07:15,14:30,435,870,7.25,ok
OS149,Thursday,3,07:15,14:30,435,870,7.25,ok
OS149,Friday,4,07:15,14:30,435,870,7.25,ok
OS150,Monday,0,07:00,15:00,420,900,8.0,ok
OS150,Tuesday,1,07:00,15:00,420,900,8.0,ok
OS150,Wednesday,2,07:00,15:00,420,900,8.0,ok
OS150,Thursday,3,07:00,15:00,420,900,8.0,ok
OS150,Friday,4,07:00,15:00,420,900,8.0,ok
OS151,Monday,0,07:55,14:30,475,870,6.583333333333333,ok
OS151,Tuesday,1,07:55,14:30,475,870,6.583333333333333,ok
OS151,Wednesday,2,07:55,14:30,475,870,6.583333333333333,ok
OS151,Thursday,3,07:55,14:30,475,870,6.583333333333333,ok
OS151,Friday,4,07:55,14:30,475,870,6.583333333333333,ok
OS152,Monday,0,16:30,23:00,990,1380,6.5,ok
OS152,Tuesday,1,16:30,23:00,990,1380,6.5,ok
OS152,Wednesday,2,16:30,23:00,990,1380,6.5,ok
OS152,Thursday,3,16:30,23:00,990,1380,6.5,ok
OS152,Friday,4,16:30,23:00,990,1380,6.5,ok
OS152,Saturday,5,10:00,23:00,600,1380,13.0,ok
OS152,Sunday,6,10:00,23:00,600,1380,13.0,ok
OS153,Monday,0,08:00,18:00,480,1080,10.0,ok
OS153,Tuesday,1,08:00,18:00,480,1080,10.0,ok
OS153,Wednesday,2,08:00,18:00,480,1080,10.0,ok
OS153,Thursday,3,08:00,18:00,480,1080,10.0,ok
OS153,Friday,4,08:00,18:00,480,1080,10.0,ok
OS153,Saturday,5,08:00,18:00,480,1080,10.0,ok
OS154,Friday,4,10:00,16:00,600,960,6.0,ok
OS155,Friday,4,17:00,23:00,1020,1380,6.0,ok
OS155,Saturday,5,12:00,23:00,720,1380,11.0,ok
OS155,Sunday,6,12:00,23:00,720,1380,11.0,ok
OS156,Monday,0,07:30,16:30,450,990,9.0,ok
OS157,Monday,0,07:30,16:30,450,990,9.0,ok
OS157,Tuesday,1,07:30,16:30,450,990,9.0,ok
OS157,Wednesday,2,07:30,16:30,450,990,9.0,ok
OS157,Thursday,3,07:30,16:30,450,990,9.0,ok
OS157,Friday,4,07:30,16:30,450,990,9.0,ok
OS158,Friday,4,16:00,00:00,960,1440,8.0,ok
OS158,Saturday,5,11:00,00:00,660,1440,13.0,ok
OS159,Monday,0,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Tuesday,1,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Wednesday,2,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Thursday,3,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Friday,4,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Saturday,5,00:01,23:59,1,1439,23.966666666666665,ok
OS159,Sunday,6,00:01,23:59,1,1439,23.966666666666665,ok
OS160,Monday,0,10:00,14:00,600,840,4.0,ok
OS160,Tuesday,1,10:00,14:00,600,840,4.0,ok
OS160,Wednesday,2,10:00,14:00,600,840,4.0,ok
OS160,Thursday,3,10:00,14:00,600,840,4.0,ok
OS160,Friday,4,10:00,14:00,600,840,4.0,ok
OS161,Monday,0,10:00,15:45,600,945,5.75,ok
OS161,Tuesday,1,10:00,15:45,600,945,5.75,ok
OS161,Wednesday,2,10:00,15:45,600,945,5.75,ok
OS161,Thursday,3,10:00,15:45,600,945,5.75,ok
OS161,Friday,4,10:00,13:45,600,825,3.75,ok
OS162,Monday,0,08:00,15:00,480,900,7.0,ok
OS162,Tuesday,1,08:00,15:00,480,900,7.0,ok
OS162,Wednesday,2,08:00,15:00,480,900,7.0,ok
OS162,Thursday,3,08:00,15:00,480,900,7.0,ok
OS162,Friday,4,08:00,15:00,480,900,7.0,ok
OS163,Monday,0,08:00,16:00,480,960,8.0,ok
OS163,Tuesday,1,08:00,16:00,480,960,8.0,ok
OS163,Wednesday,2,08:00,16:00,480,960,8.0,ok
OS163,Thursday,3,08:00,16:00,480,960,8.0,ok
OS163,Friday,4,08:00,16:00,480,960,8.0,ok
OS164,Friday,4,10:00,14:00,600,840,4.0,ok
OS165,Monday,0,14:00,15:00,840,900,1.0,ok
OS165,Tuesday,1,14:00,15:00,840,900,1.0,ok
OS165,Wednesday,2,14:00,15:00,840,900,1.0,ok
OS165,Thursday,3,14:00,15:00,840,900,1.0,ok
OS165,Friday,4,14:00,15:00,840,900,1.0,ok
OS166,Monday,0,08:00,16:00,480,960,8.0,ok
OS166,Tuesday,1,08:00,16:00,480,960,8.0,ok
OS166,Wednesday,2,08:00,16:00,480,960,8.0,ok
OS166,Thursday,3,08:00,16:00,480,960,8.0,ok
OS166,Friday,4,08:00,16:00,480,960,8.0,ok
OS167,Saturday,5,11:00,16:00,660,960,5.0,ok
OS168,Monday,0,10:00,13:00,600,780,3.0,ok
OS168,Tuesday,1,10:00,13:00,600,780,3.0,ok
OS168,Wednesday,2,10:00,13:00,600,780,3.0,ok
OS168,Thursday,3,10:00,13:00,600,780,3.0,ok
OS168,Friday,4,10:00,13:00,600,780,3.0,ok
OS169,Monday,0,07:30,16:30,450,990,9.0,ok
OS169,Tuesday,1,07:30,16:30,450,990,9.0,ok
OS169,Wednesday,2,07:30,16:30,450,990,9.0,ok
OS169,Thursday,3,07:30,16:30,450,990,9.0,ok
OS169,Friday,4,07:30,16:30,450,990,9.0,ok
OS170,Saturday,5,10:00,00:00,600,1440,14.0,ok
OS170,Sunday,6,10:00,00:00,600,1440,14.0,ok
OS171,Monday,0,07:30,15:00,450,900,7.5,ok
OS171,Tuesday,1,07:30,15:00,450,900,7.5,ok
OS171,Wednesday,2,07:30,15:00,450,900,7.5,ok
OS171,Thursday,3,07:30,15:00,450,900,7.5,ok
OS171,Friday,4,07:30,15:00,450,900,7.5,ok
OS172,Saturday,5,09:00,15:00,540,900,6.0,ok
OS173,Monday,0,09:30,14:00,570,840,4.5,ok
OS173,Tuesday,1,09:30,14:00,570,840,4.5,ok
OS173,Wednesday,2,09:30,14:00,570,840,4.5,ok
OS173,Thursday,3,09:30,14:00,570,840,4.5,ok
OS173,Friday,4,09:30,14:00,570,840,4.5,ok
OS174,Saturday,5,14:00,22:00,840,1320,8.0,ok
OS174,Sunday,6,14:00,22:00,840,1320,8.0,ok
OS175,Monday,0,10:30,15:00,630,900,4.5,ok
OS175,Tuesday,1,10:30,15:00,630,900,4.5,ok
OS175,Wednesday,2,10:30,15:00,630,900,4.5,ok
OS175,Thursday,3,10:30,15:00,630,900,4.5,ok
OS175,Friday,4,10:30,15:00,630,900,4.5,ok
OS176,Monday,0,08:00,15:30,480,930,7.5,ok
OS176,Tuesday,1,08:00,15:30,480,930,7.5,ok
OS176,Wednesday,2,08:00,15:30,480,930,7.5,ok
OS176,Thursday,3,08:00,15:30,480,930,7.5,ok
OS176,Friday,4,08:00,15:30,480,930,7.5,ok
OS177,Saturday,5,10:00,17:00,600,1020,7.0,ok
OS178,Tuesday,1,16:45,23:00,1005,1380,6.25,ok
OS178,Wednesday,2,16:45,23:00,1005,1380,6.25,ok
OS178,Thursday,3,10:00,23:00,600,1380,13.0,ok
OS178,Friday,4,10:00,23:45,600,1425,13.75,ok
OS178,Saturday,5,10:00,23:45,600,1425,13.75,ok
OS178,Sunday,6,10:00,23:00,600,1380,13.0,ok
OS179,Saturday,5,07:00,19:00,420,1140,12.0,ok
OS180,Monday,0,11:15,12:45,675,765,1.5,ok
OS180,Tuesday,1,11:15,12:45,675,765,1.5,ok
OS180,Wednesday,2,11:15,12:45,675,765,1.5,ok
OS180,Thursday,3,11:15,12:45,675,765,1.5,ok
OS180,Friday,4,11:15,12:45,675,765,1.5,ok
OS181,Saturday,5,12:00,17:00,720,1020,5.0,ok
OS182,Saturday,5,11:00,18:00,660,1080,7.0,ok
OS182,Sunday,6,11:00,18:00,660,1080,7.0,ok
OS183,Monday,0,09:30,12:30,570,750,3.0,ok
OS183,Tuesday,1,09:30,12:30,570,750,3.0,ok
OS183,Wednesday,2,09:30,12:30,570,750,3.0,ok
OS183,Thursday,3,09:30,12:30,570,750,3.0,ok
OS183,Friday,4,09:30,12:30,570,750,3.0,ok
OS184,Friday,4,12:30,16:00,750,960,3.5,ok
OS185,Saturday,5,10:00,18:00,600,1080,8.0,ok
OS186,Friday,4,18:00,21:00,1080,1260,3.0,ok
OS187,Monday,0,08:15,15:35,495,935,7.333333333333333,ok
OS187,Tuesday,1,08:15,15:35,495,935,7.333333333333333,ok
OS187,Wednesday,2,08:15,15:35,495,935,7.333333333333333,ok
OS187,Thursday,3,08:15,15:35,495,935,7.333333333333333,ok
OS187,Friday,4,08:15,15:35,495,935,7.333333333333333,ok
OS188,Saturday,5,12:00,20:00,720,1200,8.0,ok
