"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"290","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","262.31419201","0153679","0153679","23C","MULTILINESTRING ((-73.8850428033547 40.753762667252175, -73.88410673992288 40.753870727463436))"
"291","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.439296758","0153690","0153690","23C","MULTILINESTRING ((-73.88037843319854 40.75416947630304, -73.87944713649308 40.754266670516465))"
"292","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.822026323","0153700","0153700","23C","MULTILINESTRING ((-73.87667506996807 40.75465226852366, -73.87574710144773 40.754755287882105))"
"293","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.308269249","0153734","0153734","23C","MULTILINESTRING ((-73.87944713649308 40.754266670516465, -73.87852079061304 40.75436834604385))"
"294","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","336.033847688","0153765","0153765","23C","MULTILINESTRING ((-73.87387016070036 40.754855258275356, -73.87266966985626 40.75498679824508))"
"295","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","258.019133969","0153786","0153786","23C","MULTILINESTRING ((-73.88410673992288 40.753870727463436, -73.88318405207386 40.753966743960284))"
"296","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.793363284","0153802","0153802","23C","MULTILINESTRING ((-73.89433755893178 40.75279551848474, -73.89340443486667 40.752889572116565))"
"297","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.289514209","0153810","0153810","23C","MULTILINESTRING ((-73.87946297673437 40.75435401728946, -73.87853519996877 40.754447460808215))"
"298","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.201230528","0153853","0153853","23C","MULTILINESTRING ((-73.88318405207386 40.753966743960284, -73.88225301590495 40.754060501373395))"
"299","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.561097774","0153867","0153867","23C","MULTILINESTRING ((-73.88223775942433 40.7539765054642, -73.88130574852767 40.75407217320478))"
"300","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.947773038","0153880","0153880","23C","MULTILINESTRING ((-73.89525205677165 40.752615865248046, -73.89432229697792 40.752711523269674))"
"301","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.807668471","0153916","0153916","23C","MULTILINESTRING ((-73.87665879995191 40.75456233465308, -73.87572997723949 40.754660509135824))"
"302","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","258.485177154","0153949","0153949","23C","MULTILINESTRING ((-73.8933897385441 40.752808765093675, -73.89246656053848 40.752911204047464))"
"303","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.654287763","0153952","0153952","23C","MULTILINESTRING ((-73.8859568135523 40.75358597793778, -73.88502886804369 40.75368580414008))"
"304","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.568437599","0153965","0153965","23C","MULTILINESTRING ((-73.88225301590495 40.754060501373395, -73.88132235355795 40.754163627719095))"
"305","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.797247277","0153969","0153969","23C","MULTILINESTRING ((-73.88781742388635 40.753398680663516, -73.88688775447339 40.75349179337716))"
"306","Middle School 88","18 STREET","Brooklyn","7 AVENUE","6 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30",,,,,"09/05/2024","06/27/2025","88.1081843402","0162199","0162199","23C","MULTILINESTRING ((-73.98760345301754 40.66040122876986, -73.98744982508757 40.66018957273091))"
"307","PS 118","7 STREET","Brooklyn","4 AVENUE","5 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,,"04/17/2024","06/27/2025","773.440445724","0162211","0162211","23C","MULTILINESTRING ((-73.98764894288934 40.67152199137228, -73.98529421367746 40.67038520198756))"
"308","Lower East Side Partnership","ORCHARD STREET","Manhattan","GRAND STREET","DELANCEY STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","21:00","12:00","21:00","12:00","21:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","21:00","02/23/2024","01/31/2025","318.434583757","0164282","0164282","23C","MULTILINESTRING ((-73.99023340438795 40.718124084283346, -73.9898143310417 40.718937873889985))"
"309","Salsa Stories","SUFFOLK STREET","Manhattan","RIVINGTON STREET","DELANCEY STREET","sun","approvedFull",,,,,,,,,,,,,"16:00","19:30","08/11/2024","09/15/2024","478.161184793","0164348","0164348","23C","MULTILINESTRING ((-73.98652333180374 40.71811203466014, -73.9859109239171 40.71933897360257))"
"310","Lower East Side Partnership","ORCHARD STREET","Manhattan","DELANCEY STREET","EAST HOUSTON STREET","sun","approvedFull",,,,,,,,,,,,,"08:00","18:00","02/04/2024","01/26/2025","457.967983705","0164369","0164369","23C","MULTILINESTRING ((-73.9885225217559 40.72146152175198, -73.98790241273662 40.72262663648767))"
"311","The Buckley School","EAST 73 STREET","Manhattan","LEXINGTON AVENUE","PARK AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00",,,,,"07/01/2024","06/27/2025","476.874610857","0165998","0165998","23C","MULTILINESTRING ((-73.9632139725931 40.77174036980946, -73.96170832767773 40.771105582818414))"
"312","The Allen-Stevenson School","EAST 78 STREET","Manhattan","PARK AVENUE","LEXINGTON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30",,,,,"09/05/2024","06/27/2025","477.36020476","0166020","0166020","23C","MULTILINESTRING ((-73.96090437938227 40.774909028553154, -73.95939395625123 40.774277965115104))"
"313","The Dalton School","EAST 91 STREET","Manhattan","PARK AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","14:00","10:30","14:00","10:30","14:00","10:30","14:00","10:30","14:00",,,,,"09/05/2024","06/27/2025","476.087224304","0166061","0166061","23C","MULTILINESTRING ((-73.95648701141026 40.78404455137182, -73.95498705345706 40.7834060689576))"
"314","Uptown Grand Central","EAST 101 STREET","Manhattan","PARK AVENUE","LEXINGTON AVENUE","sat","approvedFull",,,,,,,,,,,"12:00","20:00",,,"05/18/2024","06/29/2024","471.141559405","0166118","0166118","23C","MULTILINESTRING ((-73.95009123554955 40.78968413911953, -73.94860467689013 40.78905508931315))"
"315","Morningside Area Alliance","LA SALLE STREET","Manhattan","CLAREMONT AVENUE","BROADWAY","thu","approvedFull",,,,,,,"15:30","21:00",,,,,,,"05/02/2024","10/31/2024","281.667073568","0166337","0166337","23C","MULTILINESTRING ((-73.95979225988911 40.813823474267245, -73.96069039830704 40.81418686806528))"
"316","120 Marcus Meets Malcolm, Inc","WEST 120 STREET","Manhattan","LENOX AVENUE","MOUNT MORRIS PARK WEST","mon,tue,wed,thu,fri,sat,sun","approvedLimited","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","22:00","10:00","22:00","10:00","20:00","02/01/2024","01/31/2025","504.450638949","0166536","0166536","23C","MULTILINESTRING ((-73.94613131009999 40.803877357760726, -73.94772447951024 40.80454929595729))"
"317","The Police Athletic League","WEST 124 STREET","Manhattan","MOUNT MORRIS PARK WEST","LENOX AVENUE","mon,tue,wed,thu","approvedFull","11:00","16:00","11:00","16:00","11:00","16:00","11:00","16:00",,,,,,,"07/08/2024","08/22/2024","504.293556802","0166556","0166556","23C","MULTILINESTRING ((-73.94430194558471 40.806390823697235, -73.94589436249717 40.807062985541904))"
"318","P.S. 176 The Cambria Heights School","235 STREET","Queens","120 AVENUE","121 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00",,,,,"09/05/2024","06/27/2025","636.170494076","0171853","0171853","23C","MULTILINESTRING ((-73.72960505858767 40.686249786610674, -73.7304396947666 40.68462333808121))"
"319","NYC DoE - Community Health Academy of the Heights","WEST 158 STREET","Manhattan","BROADWAY","AMSTERDAM AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","11:30","14:00","11:30","14:00","11:30","14:00","11:30","14:00","11:00","13:15",,,,,"09/05/2024","06/27/2025","865.626574327","0173647","0173647","23C","MULTILINESTRING ((-73.9415772405953 40.83348746649071, -73.94431628874683 40.83463503368576))"
"320","NYCDOE Mosaic 3K/Pre-k Center 24Q331 @ Q364","41 AVENUE","Queens","75 STREET","76 STREET","wed,fri","approvedFullSchools",,,,,"08:30","11:30",,,"08:30","11:30",,,,,"09/05/2024","06/27/2025","251.105427754","0175287","0175287","23C","MULTILINESTRING ((-73.89015144589978 40.74530813979647, -73.88925529154983 40.74541056078926))"
"321","PS 330Q Helen M. Marshall","110 STREET","Queens","34 AVENUE","NORTHERN BOULEVARD","mon,tue,wed,thu,fri","approvedFullSchools","07:15","14:30","07:15","14:30","07:15","14:30","07:15","14:30","07:15","14:30",,,,,"09/05/2024","06/27/2025","526.14459784","0177513","0177513","23C","MULTILINESTRING ((-73.85951332469818 40.75787858993176, -73.85882008495498 40.75653410703103))"
"322","P.S. 28Q The Thomas Emanuel Early Childhood Center","47 AVENUE","Queens","109 STREET","111 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00",,,,,"09/05/2024","06/27/2025","436.778377202","0177538","0177538","23C","MULTILINESTRING ((-73.85515353957521 40.74703827379825, -73.85368224705618 40.74746858573734))"
"323","PS143Q The Louis Armstrong Elementary School","113 STREET","Queens","34 AVENUE","37 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:55","14:30","07:55","14:30","07:55","14:30","07:55","14:30","07:55","14:30",,,,,"09/05/2024","06/27/2025","922.08027428","0177544","0177544","23C","MULTILINESTRING ((-73.85601772284632 40.75702992418647, -73.85477642117732 40.75468165973275))"
"324","Chinatown District Management Association, Inc. (aka Chinatown BID)","PELL STREET","Manhattan","MOTT STREET","BOWERY","sat,sun","approvedFull",,,,,,,,,,,"09:00","23:00","09:00","21:00","04/01/2024","10/31/2024","251.133805879","0251997","0251997","23C","MULTILINESTRING ((-73.99716462447765 40.714634224037255, -73.99803530495666 40.71482456235078))"
"325","Von Design Limited","BLEECKER STREET","Manhattan","MOTT STREET","BOWERY","wed,thu,fri,sat,sun","approvedFull",,,,,"17:00","23:00","17:00","23:00","17:00","23:00","11:00","23:00","11:00","23:00","04/01/2024","10/31/2024","224.321919467","0275232","0275232","23C","MULTILINESTRING ((-73.99227762101506 40.7252492680744, -73.99304198121565 40.72545161616501))"
"326","il Buco","BOND STREET","Manhattan","LAFAYETTE STREET","BOWERY","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","10:00","23:00","10:00","23:00","04/01/2024","10/31/2024","655.012473623","0275233","0275233","23C","MULTILINESTRING ((-73.99412963258047 40.72663963721408, -73.99213361907887 40.725677139708274))"
"327","Hudson Yards Hell's Kitchen Alliance","HUDSON BOULEVARD EAST","Manhattan","WEST 35 STREET","WEST 36 STREET","mon,tue,wed,thu,fri,sat","approvedLimited","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00",,,"05/01/2024","11/02/2024","256.005732973","0276240","0276240","23C","MULTILINESTRING ((-73.99995867710625 40.75579967668107, -73.99946001417979 40.75639124788932))"
"328","Boriken Neighborhood Health Center/ East Harlem Council for Human Services, Inc.","EAST 123 STREET","Manhattan","2 AVENUE","3 AVENUE","fri","approvedFull",,,,,,,,,"10:00","16:00",,,,,"07/12/2024","08/30/2024","708.373491968","0287474","0287474","23C","MULTILINESTRING ((-73.93676968378777 40.80239634306321, -73.93453295745067 40.80145222686599))"
"329","Kettle of Fish","CHRISTOPHER STREET","Manhattan","WAVERLY PLACE","7 AVENUE SOUTH","fri,sat,sun","approvedFull",,,,,,,,,"17:00","23:00","12:00","23:00","12:00","23:00","04/12/2024","04/11/2025","445.020135943","0032213","0032236","23C","MULTILINESTRING ((-74.0026600259461 40.73364649644159, -74.00278641410671 40.733632508562806), (-74.00175809764825 40.73376824351932, -74.0026600259461 40.73364649644159), (-74.00120475952991 40.7338430918596, -74.00175809764825 40.73376824351932))"
"330","PS 109 Sedgwick School","PALISADE PLACE","Bronx","POPHAM AVENUE","POPHAM AVENUE","mon","approvedFullSchools","07:30","16:30",,,,,,,,,,,,,"09/05/2024","06/27/2025","496.892130573","0071913","0113093","23C","MULTILINESTRING ((-73.91832575515636 40.85154322578239, -73.91819882014791 40.85181870434768), (-73.91819882014791 40.85181870434768, -73.91863790511044 40.85238196627199), (-73.91863790511044 40.85238196627199, -73.91883794737883 40.852770777391974))"
"331","Thomas A. Edison CTE High School","84 AVENUE","Queens","168 STREET","164 PLACE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,,"09/05/2024","06/27/2025","1202.67374249","0117728","0106623","23C","MULTILINESTRING ((-73.801570243488 40.71520377315624, -73.79958920258824 40.71549416981052), (-73.79958920258824 40.71549416981052, -73.79943243098079 40.71553938168446), (-73.79943243098079 40.71553938168446, -73.79928191747227 40.71559717541223), (-73.79928191747227 40.71559717541223, -73.79914023277611 40.7156666910113), (-73.7976219215303 40.71590108291711, -73.79748433578536 40.71578931248378), (-73.79914023277611 40.7156666910113, -73.79900962922983 40.715746689738886), (-73.79900962922983 40.715746689738886, -73.7988908504728 40.7158142819013), (-73.7988908504728 40.7158142819013, -73.79875653713037 40.71586844715942), (-73.79875653713037 40.71586844715942, -73.79861091106275 40.71590635622993), (-73.79861091106275 40.71590635622993, -73.79845924411711 40.71592629832), (-73.79845924411711 40.71592629832, -73.79830725403366 40.71592784217194), (-73.79830725403366 40.71592784217194, -73.79816040582693 40.71591194290393), (-73.79816040582693 40.71591194290393, -73.7976219215303 40.71590108291711))"
"332","The Willowtown Assocation","JORALEMON STREET","Brooklyn","HICKS STREET","FURMAN STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","21:00","08:00","21:00","08:00","21:00","08:00","09:00","08:00","21:00","08:00","21:00","08:00","21:00","04/15/2024","10/31/2024","262.951509731","0162464","0162461","23C","MULTILINESTRING ((-73.99907181657612 40.69385113934905, -73.9983102567652 40.69373069520518), (-73.99923561743012 40.6938863866241, -73.99920975475816 40.693880010818916), (-73.99913183431677 40.69386102744791, -73.99907181657612 40.69385113934905), (-73.99920975475816 40.693880010818916, -73.99913183431677 40.69386102744791))"
"333","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","270.117672035","0238989","0256728","23C","MULTILINESTRING ((-73.96521646447329 40.71126056666823, -73.96536909885948 40.71100611301107), (-73.96516417342717 40.71134774732014, -73.96521646447329 40.71126056666823), (-73.96499333080433 40.71162193165421, -73.96504618959372 40.7115384145332), (-73.96495778319382 40.71167810280675, -73.96499333080433 40.71162193165421), (-73.96510643529771 40.71143428783429, -73.96516417342717 40.71134774732014), (-73.96504618959372 40.7115384145332, -73.96510643529771 40.71143428783429))"
"334","Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC","MINTHORNE STREET","Staten Island","BAY STREET","VICTORY BOULEVARD","fri,sat","approvedFull",,,,,,,,,"16:00","00:00","11:00","00:00",,,"04/19/2024","10/31/2024","570.65356566","0016424","0229193","23C","MULTILINESTRING ((-74.07556065573438 40.636744398373125, -74.07617948713154 40.636561797917196), (-74.07532908811164 40.63763885316002, -74.07556065573438 40.636744398373125), (-74.07529215391295 40.637785257627286, -74.07532908811164 40.63763885316002))"
"335","Meatpacking District Management Association","9 AVENUE","Manhattan","WEST 14 STREET","WEST 15 STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","00:01","23:59","00:01","23:59","00:01","23:59","00:01","23:59","00:01","23:59","00:01","23:59","00:01","23:59","04/01/2024","12/31/2024","288.368092098","0271233","0271929","23C","MULTILINESTRING ((-74.00544214819755 40.74098214047756, -74.00538904476784 40.741055790048804), (-74.00538904476784 40.741055790048804, -74.00515888286897 40.74137112575465), (-74.00515888286897 40.74137112575465, -74.00493759875863 40.741674382105266))"
"336","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"11:00","19:00","12:00","18:00","04/20/2024","11/10/2024","281.305654292","0294458","0294461","23C","MULTILINESTRING ((-73.96571058656656 40.80043706983064, -73.96543604966564 40.80081200971317), (-73.96543604966564 40.80081200971317, -73.96540460696797 40.80085470375008), (-73.96540460696797 40.80085470375008, -73.9652151143523 40.80111115028984))"
"337","Saint David's School","EAST 89 STREET","Manhattan","5 AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00",,,,,"07/01/2024","06/27/2025","507.995575908","0301963","0301958","23C","MULTILINESTRING ((-73.95764535429892 40.78289087935348, -73.95740399322997 40.782790023354934), (-73.95785462981371 40.78297691166382, -73.95764535429892 40.78289087935348), (-73.95901176689073 40.78346128471961, -73.95785462981371 40.78297691166382))"
"338","Manhattan Day School","WEST 75 STREET","Manhattan","WEST END AVENUE","RIVERSIDE DRIVE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","15:45","10:00","15:45","10:00","15:45","10:00","15:45","10:00","13:45",,,,,"09/05/2024","06/27/2025","543.967906417","0301989","0301984","23C","MULTILINESTRING ((-73.98306206521265 40.781757615992035, -73.98346365931796 40.781931800736), (-73.98346365931796 40.781931800736, -73.98365415286847 40.78201162587256), (-73.98365415286847 40.78201162587256, -73.9847788908747 40.78248292599504))"
"339","PS 421M West Prep Academy, NYCPS","WEST 108 STREET","Manhattan","AMSTERDAM AVENUE","BROADWAY","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,,"09/05/2024","06/27/2025","866.629855312","0310072","0309981","23C","MULTILINESTRING ((-73.96475930379877 40.80174161330712, -73.96673033268226 40.802571674690235), (-73.96673033268226 40.802571674690235, -73.96722228303508 40.80277884210666), (-73.96722228303508 40.80277884210666, -73.96749723013971 40.80289462415002))"
"340","Community League of the Heights (CLOTH)","WEST 159 STREET","Manhattan","BROADWAY","AMSTERDAM AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00",,,,,"07/08/2024","08/16/2024","869.122113658","0310596","0310591","23C","MULTILINESTRING ((-73.941118195768 40.8341137610109, -73.94310089025379 40.83494532799916), (-73.94310089025379 40.83494532799916, -73.94324363370166 40.83500519384838), (-73.94324363370166 40.83500519384838, -73.94386764907583 40.8352669000909))"
"341","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 7 STREET","EAST 10 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","01/31/2025","249.162132505","0313631","0313628","23C","MULTILINESTRING ((-73.98075774655966 40.72567760878287, -73.98060768248618 40.725890545889634), (-73.98060768248618 40.725890545889634, -73.98052809695857 40.726003475199924), (-73.98052809695857 40.726003475199924, -73.98033298291035 40.72628033594738))"
"342","PS 28 Mount Hope","MOUNT HOPE PLACE","Bronx","MONROE AVENUE","ANTHONY AVENUE","fri","approvedFullSchools",,,,,,,,,"10:00","14:00",,,,,"09/05/2024","06/27/2025","708.662417372","0314068","0314041","23C","MULTILINESTRING ((-73.90481117697186 40.84815375998855, -73.90356494855868 40.84790773690461), (-73.90604399799986 40.84839712022892, -73.90542700604423 40.848275327819124), (-73.90489574472834 40.84817045373259, -73.90481117697186 40.84815375998855), (-73.90514454019545 40.84821956793017, -73.90489574472834 40.84817045373259), (-73.90542700604423 40.848275327819124, -73.90514454019545 40.84821956793017))"
"343","IS 117: Joseph H. Wade School","MORRIS AVENUE","Bronx","MOUNT HOPE PLACE","EAST 176 STREET","mon,tue,wed,thu,fri","approvedFullSchools","14:00","15:00","14:00","15:00","14:00","15:00","14:00","15:00","14:00","15:00",,,,,"09/05/2024","06/27/2025","310.145278233","0314086","0314091","23C","MULTILINESTRING ((-73.9085812972093 40.84802250093054, -73.90850187514415 40.848258522771445), (-73.90850187514415 40.848258522771445, -73.90846908856544 40.84835595615686), (-73.90846908856544 40.84835595615686, -73.90830376225485 40.84884725777433))"
"344","Community League of the Heights (CLOTH)","WEST 164 STREET","Manhattan","AMSTERDAM AVENUE","EDGECOMBE AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00",,,,,"07/08/2024","08/16/2024","573.977537296","9000031","0329306","23C","MULTILINESTRING ((-73.93702354051005 40.836468947519315, -73.93748948008148 40.8366641192206), (-73.93748948008148 40.8366641192206, -73.93794638058752 40.836855501193746), (-73.93794638058752 40.836855501193746, -73.93800478311665 40.83687996480232), (-73.93831835744732 40.83701131057844, -73.93883989883555 40.837229761778744), (-73.93814812946724 40.836940008356414, -73.93820768533706 40.83696495424459), (-73.93820768533706 40.83696495424459, -73.93831835744732 40.83701131057844), (-73.93800478311665 40.83687996480232, -73.93808619496552 40.83691406611473), (-73.93808619496552 40.83691406611473, -73.93814812946724 40.836940008356414))"
"345","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","284.447720093","0346631","0346619","23C","MULTILINESTRING ((-73.9633486533201 40.635518074676995, -73.96308759779865 40.63564288955852), (-73.96277454673496 40.635792562962145, -73.96248058882877 40.6359331041767), (-73.96308759779865 40.63564288955852, -73.96285500622159 40.63575409539577), (-73.96285500622159 40.63575409539577, -73.96277454673496 40.635792562962145))"
"346","Family Unity in Our Community Incorporated","109 AVENUE","Queens","159 STREET","160 STREET","sat","approvedFull",,,,,,,,,,,"11:00","16:00",,,"07/13/2024","08/24/2024","242.384532188","9000677","9000670","23C","MULTILINESTRING ((-73.79289164566032 40.69378957230882, -73.79282746388795 40.69381712422247), (-73.79282746388795 40.69381712422247, -73.79278144930689 40.69383687703098), (-73.79264912627994 40.693893680942814, -73.79260253109561 40.69391368207648), (-73.79260253109561 40.69391368207648, -73.79213031298069 40.69411639250882), (-73.79278144930689 40.69383687703098, -73.79273927665422 40.69385498069246), (-73.79273927665422 40.69385498069246, -73.79269115208054 40.693875640085906), (-73.79269115208054 40.693875640085906, -73.79264912627994 40.693893680942814))"
