"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"220","I Challenge Myself","RAE STREET","Bronx","ST ANNS AVENUE","DEAD END","sat","approvedFull",,,,,,,,,,,"12:00","15:00",,,"05/04/2024","05/25/2024","273.432501832","0070386","0070386","23C","MULTILINESTRING ((-73.9123517611332 40.81750957837833, -73.91138050181156 40.817372564651464))"
"221","I Challenge Myself","RAE STREET","Bronx","DEAD END","ST ANNS AVENUE","mon,tue,wed,thu,fri","approvedLimited","14:00","16:00","14:00","16:00","14:00","16:00","14:00","16:00","14:00","16:00",,,,,"07/08/2024","08/02/2024","273.432501832","0070386","0070386","23C","MULTILINESTRING ((-73.9123517611332 40.81750957837833, -73.91138050181156 40.817372564651464))"
"222","PS/MS 5 Port Morris School of Community Leadership","EAST 150 STREET","Bronx","CONCORD AVENUE","WALES AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00",,,,,"03/01/2024","06/27/2025","258.28226138","0070547","0070547","23C","MULTILINESTRING ((-73.90786782004743 40.8138344585595, -73.90696621330879 40.813651905174495))"
"223","PS 528 Bea Fuller Rogers School","WADSWORTH AVENUE","Manhattan","WEST 182 STREET","WEST 183 STREET","mon,tue,wed,thu,fri","approvedFullSchools","10:00","13:30","10:00","13:30","10:00","13:30","10:00","13:30","10:00","13:30",,,,,"04/01/2024","06/27/2025","252.416327138","0071143","0071143","23C","MULTILINESTRING ((-73.93454397331827 40.85041663405527, -73.93409858262933 40.851021285858366))"
"224","Futures Ignite","WEST 182 STREET","Manhattan","AMSTERDAM AVENUE","AUDUBON AVENUE","wed,fri","approvedFullSchools",,,,,"08:00","17:00",,,"08:00","17:00",,,,,"04/01/2024","10/25/2024","458.838780937","0071358","0071358","23C","MULTILINESTRING ((-73.93046666804214 40.84869746135779, -73.9319167907235 40.84930859793181))"
"225","WHEDCo/P.S./I.S. 218","WALTON AVENUE","Bronx","EAST 167 STREET","EAST 168 STREET","mon,tue,wed,thu","approvedFull","11:30","17:00","11:30","17:00","11:30","17:00","11:30","17:00",,,,,,,"07/02/2024","08/16/2024","566.975411825","0071792","0071792","23C","MULTILINESTRING ((-73.91945523086237 40.83509990027467, -73.91841189089796 40.8364392185593))"
"226","New Settlement","GOBLE PLACE","Bronx","JEROME AVENUE","INWOOD AVENUE","sat","approvedFull",,,,,,,,,,,"09:00","17:00",,,"04/20/2024","06/15/2024","348.714221481","0072021","0072021","23C","MULTILINESTRING ((-73.91655582435216 40.84382242458248, -73.91544686047185 40.84336763342391))"
"227","Connectemonos","AUDUBON AVENUE","Manhattan","WEST 189 STREET","WEST 190 STREET","wed,thu,fri","approvedFull",,,,,"11:00","17:00","11:00","17:00","11:00","17:00",,,,,"07/10/2024","08/09/2024","249.367233657","0072495","0072495","23C","MULTILINESTRING ((-73.92869147619706 40.85372289491013, -73.92825425798922 40.85432143257046))"
"228","Community League of the Heights (CLOTH)","ACADEMY STREET","Manhattan","BROADWAY","VERMILYEA AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00",,,,,"07/08/2024","08/16/2024","393.17947635","0072649","0072649","23C","MULTILINESTRING ((-73.92438411016889 40.86536547539443, -73.92500420676517 40.866336544731915))"
"229","Muscota New School/Amistad","ACADEMY STREET","Manhattan","BROADWAY","VERMILYEA AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","13:30","10:00","13:30","10:00","13:30","10:00","13:30","10:00","13:30",,,,,"09/05/2024","06/27/2025","393.17947635","0072649","0072649","23C","MULTILINESTRING ((-73.92438411016889 40.86536547539443, -73.92500420676517 40.866336544731915))"
"230","School in the Square","COOPER STREET","Manhattan","WEST 207 STREET","ISHAM STREET","mon,tue,fri","approvedFullSchools","10:00","13:00","10:00","13:00",,,,,"10:00","13:00",,,,,"07/01/2024","06/27/2025","430.089003553","0072666","0072666","23C","MULTILINESTRING ((-73.9217261317312 40.86849673949897, -73.92031958337313 40.86900013984727))"
"231","P.S. 012 James B. Colgate","72 STREET","Queens","WOODSIDE AVENUE","43 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30",,,,,"09/05/2024","06/27/2025","262.40248255","0074286","0074286","23C","MULTILINESTRING ((-73.89282064638911 40.74274053441509, -73.89265983373296 40.742030766635594))"
"232","Korean Art Forum, Inc (aka. Korea Art Forum)","62 STREET","Queens","WOODSIDE AVENUE","DEAD END","sun","approvedFull",,,,,,,,,,,,,"12:00","18:00","03/31/2024","04/21/2024","168.327470091","0075542","0075542","23C","MULTILINESTRING ((-73.90242842531859 40.745069555971476, -73.9026255991796 40.74463255361594))"
"233","Thai Community USA NYC","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","sat","approvedFull",,,,,,,,,,,"11:30","19:30",,,"04/20/2024","11/02/2024","250.630435145","0076181","0076181","23C","MULTILINESTRING ((-73.88886955122378 40.74339932017701, -73.88798650843741 40.74354819213172))"
"234","Thai Community USA NYC","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","sat","approvedFull",,,,,,,,,,,"11:30","19:30",,,"04/20/2024","11/02/2024","250.444267462","0076185","0076185","23C","MULTILINESTRING ((-73.88798650843741 40.74354819213172, -73.88709844069113 40.74367591747939))"
"235","Thai Community USA NYC","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","sat","approvedFull",,,,,,,,,,,"11:30","19:30",,,"04/20/2024","11/02/2024","249.338851362","0076195","0076195","23C","MULTILINESTRING ((-73.88709844069113 40.74367591747939, -73.88620818000958 40.74377540290299))"
"236","PS89Q: The Jose Peralta School of Dreamers (24Q089)","BRITTON AVENUE","Queens","HAMPTON STREET","GLEANE STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10",,,,,"07/05/2024","06/27/2025","255.981373559","0076457","0076457","23C","MULTILINESTRING ((-73.88028404017506 40.7458354137675, -73.87981764520957 40.74644190599732))"
"237","PS89Q: The Jose Peralta School of Dreamers (24Q089)","BRITTON AVENUE","Queens","HAMPTON STREET","GLEANE STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10",,,,,"07/05/2024","06/27/2025","255.981373559","0076457","0076457","23C","MULTILINESTRING ((-73.88028404017506 40.7458354137675, -73.87981764520957 40.74644190599732))"
"238","PS89Q: The Jose Peralta School of Dreamers (24Q089)","BRITTON AVENUE","Queens","HAMPTON STREET","GLEANE STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10","07:45","14:10",,,,,"07/05/2024","06/27/2025","255.981373559","0076457","0076457","23C","MULTILINESTRING ((-73.88028404017506 40.7458354137675, -73.87981764520957 40.74644190599732))"
"239","Moving Up Children Center","94 STREET","Queens","BENHAM STREET","40 DRIVE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","12:00","08:00","12:00","08:00","12:00","08:00","12:00","08:00","12:00",,,,,"09/05/2024","06/27/2025","183.091180888","0076724","0076724","23C","MULTILINESTRING ((-73.87206844655077 40.74748065043448, -73.87196437526234 40.74698438319568))"
"240","Leaders In Our Neighborhood Charter School","LONGFELLOW AVENUE","Bronx","LAFAYETTE AVENUE","SPOFFORD AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","11:00","13:00","11:00","13:00","11:00","13:00","11:00","13:00","11:00","13:00",,,,,"09/05/2024","06/27/2025","849.810437613","0077823","0077823","23C","MULTILINESTRING ((-73.88464175169496 40.81478227806044, -73.8852397045974 40.81707010272991))"
"241","Caldwell Enrichment Program Inc.","JENNINGS STREET","Bronx","PROSPECT AVENUE","CHISHOLM STREET","mon,tue,wed,thu,fri,sat","approvedFull","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","11:00","19:00","13:00","19:00",,,"06/08/2024","10/31/2024","228.944896631","0078482","0078482","23C","MULTILINESTRING ((-73.89669216111301 40.831966143871924, -73.89587182341708 40.832047594302374))"
"242","PS 59 Community School of Technology","BATHGATE AVENUE","Bronx","EAST 182 STREET","EAST 181 STREET","mon","approvedFullSchools","07:30","16:30",,,,,,,,,,,,,"09/05/2024","06/27/2025","603.261351876","0078713","0078713","23C","MULTILINESTRING ((-73.89431774086066 40.851891311259045, -73.89307140956154 40.85324998666093))"
"243","P.S. 32 The Belmont School","BEAUMONT AVENUE","Bronx","EAST 183 STREET","GROTE STREET","tue","approvedFullSchools",,,"08:00","16:00",,,,,,,,,,,"03/01/2024","06/27/2025","317.226494344","0079052","0079052","23C","MULTILINESTRING ((-73.8859505832068 40.85118433571493, -73.88554330591762 40.851998256449555))"
"244","I AM MY COMMUNITY INC","EVELYN PLACE","Bronx","GRAND AVENUE","AQUEDUCT AVENUE EAST","mon,tue,wed,thu,fri,sat,sun","approvedFull","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","05/11/2024","11/30/2024","280.375172245","0079607","0079607","23C","MULTILINESTRING ((-73.90532952047678 40.85964365779309, -73.9062521087703 40.85996234735367))"
"245","Public School 363 (10X363/APLE)","FIELD PLACE","Bronx","CRESTON AVENUE","MORRIS AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,,"09/05/2024","06/27/2025","294.248164548","0079761","0079761","23C","MULTILINESTRING ((-73.90116152396511 40.85934914191446, -73.90019240082604 40.8590161796035))"
"246","Decatur Block Association","DECATUR AVENUE","Bronx","EAST 194 STREET","EAST 195 STREET","wed,thu,fri","approvedFull",,,,,"10:00","16:30","10:00","16:30","10:00","16:30",,,,,"06/01/2024","08/24/2024","582.539521483","0080180","0080180","23C","MULTILINESTRING ((-73.89016163710265 40.863476362330644, -73.8888956610507 40.86475415244596))"
"247","I.S.61Q Leonardo Da Vinci","50 AVENUE","Queens","99 STREET","98 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:50","15:30","07:50","15:30","07:50","15:30","07:50","15:30","07:50","15:30",,,,,"09/05/2024","06/27/2025","531.342069073","0081764","0081764","23C","MULTILINESTRING ((-73.86424055514564 40.74245625017027, -73.86240979499465 40.742889896454294))"
"248","PS14Q Fairview School","VAN DOREN STREET","Queens","OTIS AVENUE","MARTENSE AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:15","07:30","15:15","07:30","15:15","07:30","15:15","07:30","15:15",,,,,"09/05/2024","06/27/2025","466.169604233","0082206","0082206","23C","MULTILINESTRING ((-73.8557235588309 40.740956707233046, -73.85417520017258 40.74045647881662))"
"249","PS14Q Fairview School","OTIS AVENUE","Queens","VAN DOREN STREET","108 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:15","07:30","15:15","07:30","15:15","07:30","15:15","07:30","15:15",,,,,"09/05/2024","06/27/2025","256.316805361","0082216","0082216","23C","MULTILINESTRING ((-73.85417520017258 40.74045647881662, -73.85381298690326 40.741103818342786))"
"250","PS 129","9 AVENUE","Queens","128 STREET","129 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","04:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,,"03/08/2024","06/27/2025","253.926846929","0084980","0084980","23C","MULTILINESTRING ((-73.83999984516475 40.789251996543044, -73.8390837704842 40.789220653390856))"
"251","Frontline Nutrition Services","BOLTON AVENUE","Bronx","LAFAYETTE AVENUE","STORY AVENUE","sat","approvedFull",,,,,,,,,,,"11:00","18:00",,,"08/03/2024","08/24/2024","811.804700968","0085320","0085320","23C","MULTILINESTRING ((-73.8592616200388 40.8218818453363, -73.85978424897755 40.824074363678584))"
"252","P.S. 83 The Donald Hertz School","RHINELANDER AVENUE","Bronx","BOGART AVENUE","RADCLIFF AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00",,,,,"09/05/2024","06/27/2025","259.942169485","0086350","0086350","23C","MULTILINESTRING ((-73.85942540007598 40.849323937631034, -73.8586172345919 40.84968784772023))"
"253","PS201 Q","155 STREET","Queens","65 AVENUE","DEAD END","mon,tue,wed,thu,fri","approvedFullSchools","07:30","17:30","07:30","17:30","07:30","17:30","07:30","17:30","07:30","17:30",,,,,"02/05/2024","06/28/2024","329.221163277","0090449","0090449","23C","MULTILINESTRING ((-73.81332953570728 40.73710230076505, -73.81338660488946 40.736199713317085))"
"254","P.S. 120 Queens","136 STREET","Queens","58 AVENUE","58 ROAD","mon,tue,wed,thu,fri","approvedFullSchools","08:30","13:45","08:30","13:45","08:30","13:45","08:30","13:45","08:30","13:45",,,,,"01/01/2024","06/27/2025","257.498583692","0091126","0091126","23C","MULTILINESTRING ((-73.82930054634949 40.74563335033686, -73.82941823423873 40.74493227188409))"
"255","Asian American Federation","BARTON AVENUE","Queens","149 PLACE","150 STREET","fri,sat,sun","approvedFull",,,,,,,,,"09:00","23:00","09:00","23:00","09:00","21:00","03/15/2024","11/15/2024","254.18935055","0091686","0091686","23C","MULTILINESTRING ((-73.81501666744683 40.762850473085415, -73.81415161869404 40.763083167471585))"
"256","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","31.5611405652","0108565","0108565","23C","MULTILINESTRING ((-74.0338657733214 40.61659397090031, -74.03389978904505 40.61651131107116))"
"257","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","228.271160252","0108566","0108566","23C","MULTILINESTRING ((-74.03389978904505 40.61651131107116, -74.03414586357573 40.615913472483165))"
"258","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","21.8752172395","0108567","0108567","23C","MULTILINESTRING ((-74.03358936528736 40.61727619650968, -74.03361284144368 40.61721888050532))"
"259","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","238.254060096","0108568","0108568","23C","MULTILINESTRING ((-74.03361284144368 40.61721888050532, -74.0338657733214 40.61659397090031))"
"260","ADDISLEIGH PARK CIVIC ORGANIZATION","110 AVENUE","Queens","180 STREET","DEAD END","mon,tue,wed,thu,fri,sat,sun","approvedFull","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","09:00","17:00","12:00","18:00","06/22/2024","11/30/2024","121.790108233","0115945","0115945","23C","MULTILINESTRING ((-73.77395659522011 40.699805780409655, -73.77359394938746 40.69999438291307))"
"261","Addisleigh Park Civic Organization","MURDOCK AVENUE","Queens","180 STREET","DEAD END","mon,tue,wed,thu,fri,sat,sun","approvedFull","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","09:00","22:00","01/01/2024","12/31/2024","128.750247937","0115951","0115951","23C","MULTILINESTRING ((-73.77034371987644 40.69605956213117, -73.76997093937987 40.69627023261931))"
"262","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","228.897636369","0148412","0148412","23C","MULTILINESTRING ((-73.74260909897208 40.60334336728362, -73.74309047992499 40.60385338463343))"
"263","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","33.4216798676","0152516","0152516","23C","MULTILINESTRING ((-73.89715726900846 40.75245698572436, -73.89705160055586 40.7525012331622))"
"264","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.039763393","0152873","0152873","23C","MULTILINESTRING ((-73.87572997723949 40.754660509135824, -73.87480201131594 40.754767601079095))"
"265","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.45611829","0152936","0152936","23C","MULTILINESTRING ((-73.8803944511152 40.754257463392385, -73.87946297673437 40.75435401728946))"
"266","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.343555225","0152950","0152950","23C","MULTILINESTRING ((-73.88132235355795 40.754163627719095, -73.8803944511152 40.754257463392385))"
"267","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.207124659","0152970","0152970","23C","MULTILINESTRING ((-73.88316798434425 40.7538780908337, -73.88223775942433 40.7539765054642))"
"268","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.755601193","0153051","0153051","23C","MULTILINESTRING ((-73.89246656053848 40.752911204047464, -73.89153637689665 40.75300034744038))"
"269","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.769344087","0153059","0153059","23C","MULTILINESTRING ((-73.89619819425857 40.752593146485445, -73.89526532406734 40.75268813393489))"
"270","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.984294132","0153067","0153067","23C","MULTILINESTRING ((-73.87574710144773 40.754755287882105, -73.87481744766366 40.75485244554507))"
"271","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.793580685","0153113","0153113","23C","MULTILINESTRING ((-73.89432229697792 40.752711523269674, -73.8933897385441 40.752808765093675))"
"272","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.541489615","0153144","0153144","23C","MULTILINESTRING ((-73.89155178802983 40.75308442330976, -73.89061993388877 40.75318050063391))"
"273","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.478094541","0153179","0153179","23C","MULTILINESTRING ((-73.87852079061304 40.75436834604385, -73.87758913533159 40.75446434429692))"
"274","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.352313265","0153243","0153243","23C","MULTILINESTRING ((-73.88130574852767 40.75407217320478, -73.88037843319854 40.75416947630304))"
"275","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.008306505","0153280","0153280","23C","MULTILINESTRING ((-73.89526532406734 40.75268813393489, -73.89433755893178 40.75279551848474))"
"276","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.511418664","0153286","0153286","23C","MULTILINESTRING ((-73.87853519996877 40.754447460808215, -73.8776051020358 40.754552457790616))"
"277","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.213937919","0153306","0153306","23C","MULTILINESTRING ((-73.87758913533159 40.75446434429692, -73.87665879995191 40.75456233465308))"
"278","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.808059065","0153320","0153320","23C","MULTILINESTRING ((-73.8961854307138 40.75252296753448, -73.89525205677165 40.752615865248046))"
"279","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.867840095","0153364","0153364","23C","MULTILINESTRING ((-73.89060571031546 40.75310226825239, -73.88967658623733 40.75319988040478))"
"280","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","328.582394363","0153365","0153365","23C","MULTILINESTRING ((-73.87388541804204 40.754939588481356, -73.87271067401507 40.755063520770285))"
"281","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.273759561","0153388","0153388","23C","MULTILINESTRING ((-73.88690314972068 40.753574863086484, -73.88597226363176 40.753670938888874))"
"282","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.673367453","0153518","0153518","23C","MULTILINESTRING ((-73.88597226363176 40.753670938888874, -73.8850428033547 40.753762667252175))"
"283","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.817275777","0153542","0153542","23C","MULTILINESTRING ((-73.88409736020752 40.75378285563047, -73.88316798434425 40.7538780908337))"
"284","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.686110481","0153546","0153546","23C","MULTILINESTRING ((-73.89248074927131 40.752989607263004, -73.89155178802983 40.75308442330976))"
"285","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.891947749","0153552","0153552","23C","MULTILINESTRING ((-73.89061993388877 40.75318050063391, -73.88969104266643 40.75327986821061))"
"286","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.510692588","0153555","0153555","23C","MULTILINESTRING ((-73.89153637689665 40.75300034744038, -73.89060571031546 40.75310226825239))"
"287","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.222209851","0153615","0153615","23C","MULTILINESTRING ((-73.8776051020358 40.754552457790616, -73.87667506996807 40.75465226852366))"
"288","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.492041639","0153655","0153655","23C","MULTILINESTRING ((-73.88502886804369 40.75368580414008, -73.88409736020752 40.75378285563047))"
"289","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.197369593","0153669","0153669","23C","MULTILINESTRING ((-73.88688775447339 40.75349179337716, -73.8859568135523 40.75358597793778))"
