site_id,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,apprEndDat,lionversion,segment_count,mapped_length_source_units,program_type,weekly_approved_hours,approved_days_per_week,invalid_time_records,approved_start_date,approved_end_date,listed_period_days,approved_open_days_over_period,total_approved_hours,total_hours_flag,geometry_wkt
OS053,Little Italy Merchants Association,MULBERRY STREET,Manhattan,BROOME STREET,CANAL STREET,"thu,fri,sat,sun",approvedFull,,,,,,,16:30,23:30,16:30,23:30,10:30,23:30,10:30,23:30,03/15/2024,12/31/2024,23C,3,1335.118672623,Full Closure,40.0,4,0,2024-03-15,2024-12-31,292,167,1673.0,ok,"MULTILINESTRING ((-73.998589 40.7171, -73.99793 40.718159), (-73.99793 40.718159, -73.997755 40.718444, -73.997592 40.718734, -73.997441 40.719027, -73.997303 40.719324), (-73.997303 40.719324, -73.996836 40.720504))"
OS054,Academy of St. Joseph,WASHINGTON PLACE,Manhattan,AVENUE OF THE AMERICAS,BARROW STREET,"mon,tue,wed,thu,fri",approvedFullSchools,11:10,13:10,11:10,13:10,11:10,13:10,11:10,13:10,11:10,13:10,,,,,07/01/2024,06/27/2025,23C,1,426.817193036,Full Closure: Schools,10.0,5,0,2024-07-01,2025-06-27,362,260,520.0,ok,"LINESTRING (-74.000511 40.732315, -74.001806 40.732949)"
OS055,Little Italy Merchant Association,HESTER STREET,Manhattan,MULBERRY STREET,MOTT STREET,"thu,fri,sat,sun",approvedFull,,,,,,,16:30,23:30,16:30,23:30,10:30,23:30,10:30,23:30,03/15/2024,12/31/2024,23C,1,251.091006078,Full Closure,40.0,4,0,2024-03-15,2024-12-31,292,167,1673.0,ok,"LINESTRING (-73.997108 40.71787, -73.99793 40.718159)"
OS056,Peasant,ELIZABETH STREET,Manhattan,PRINCE STREET,SPRING STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,11:00,23:00,11:00,23:00,04/04/2024,11/01/2024,23C,1,537.414107277,Full Closure,56.5,7,0,2024-04-04,2024-11-01,212,212,1708.0,ok,"LINESTRING (-73.994705 40.721309, -73.994153 40.722723)"
OS057,PS 42M The Benjamin Altman School,HESTER STREET,Manhattan,ORCHARD STREET,LUDLOW STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,,,,,09/05/2024,06/27/2025,23C,1,224.359486276,Full Closure: Schools,35.0,5,0,2024-09-05,2025-06-27,296,212,1484.0,ok,"LINESTRING (-73.990558 40.715794, -73.991309 40.716023)"
OS058,Lower East Side Partnership,ORCHARD STREET,Manhattan,GRAND STREET,DELANCEY STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,12:00,21:00,12:00,21:00,12:00,21:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,21:00,02/23/2024,01/31/2025,23C,2,679.18134255,Full Closure,66.0,7,0,2024-02-23,2025-01-31,344,344,3244.0,ok,"MULTILINESTRING ((-73.990703 40.717201, -73.990233 40.718124), (-73.990233 40.718124, -73.989814 40.718938))"
OS059,Lower East Side Partnership,BROOME STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,12:00,21:00,12:00,21:00,12:00,21:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,21:00,02/23/2024,01/31/2025,23C,2,370.724771718,Full Closure,66.0,7,0,2024-02-23,2025-01-31,344,344,3244.0,ok,"MULTILINESTRING ((-73.990233 40.718124, -73.990716 40.718269), (-73.989473 40.717893, -73.990233 40.718124))"
OS060,Von Design Limited,BLEECKER STREET,Manhattan,MOTT STREET,BOWERY,"wed,thu,fri,sat,sun",approvedFull,,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,23:00,04/01/2024,10/31/2024,23C,2,434.84239725099997,Full Closure,42.0,5,0,2024-04-01,2024-10-31,214,152,1272.0,ok,"MULTILINESTRING ((-73.993042 40.725452, -73.993757 40.725646), (-73.992278 40.725249, -73.993042 40.725452))"
OS061,Fourth Arts Block (aka FABnyc),EAST 4 STREET,Manhattan,2 AVENUE,BOWERY,thu,approvedFull,,,,,,,16:00,21:00,,,,,,,04/18/2024,10/31/2024,23C,1,674.83057396,Full Closure,5.0,1,0,2024-04-18,2024-10-31,197,29,145.0,ok,"LINESTRING (-73.991552 40.727094, -73.989429 40.726187)"
OS062,Lower East Side Partnership,BROOME STREET,Manhattan,ESSEX STREET,NORFOLK STREET,sun,approvedFull,,,,,,,,,,,,,08:00,20:00,02/01/2024,01/31/2025,23C,1,236.174404099,Full Closure,12.0,1,0,2024-02-01,2025-01-31,366,52,624.0,ok,"LINESTRING (-73.987879 40.717409, -73.98867 40.71765)"
OS063,Lower East Side Partnership,ORCHARD STREET,Manhattan,DELANCEY STREET,EAST HOUSTON STREET,sun,approvedFull,,,,,,,,,,,,,08:00,18:00,02/04/2024,01/26/2025,23C,3,1382.732469515,Full Closure,10.0,1,0,2024-02-04,2025-01-26,358,52,520.0,ok,"MULTILINESTRING ((-73.989113 40.720307, -73.988523 40.721462), (-73.988523 40.721462, -73.987902 40.722627), (-73.989733 40.719096, -73.989628 40.719301), (-73.989628 40.719301, -73.989113 40.720307))"
OS064,More Gardens! Fund,STANTON STREET,Manhattan,ESSEX STREET,NORFOLK STREET,sun,approvedFull,,,,,,,,,,,,,10:00,18:00,07/01/2024,10/31/2024,23C,1,236.059102644,Full Closure,8.0,1,0,2024-07-01,2024-10-31,123,17,136.0,ok,"LINESTRING (-73.98695 40.720983, -73.986158 40.720745)"
OS065,NYCDOE/Washington Irving Educational Campus,IRVING PLACE,Manhattan,EAST 16 STREET,EAST 17 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,,,,,09/05/2024,06/27/2025,23C,2,489.225744016,Full Closure: Schools,47.5,5,0,2024-09-05,2025-06-27,296,212,2014.0,ok,"LINESTRING (-73.987816 40.735292, -73.987387 40.735879)"
OS066,St. Marks Business Coalition,ST MARKS PLACE,Manhattan,1 AVENUE,AVENUE A,"fri,sat,sun",approvedFull,,,,,,,,,16:30,23:00,11:30,23:00,11:30,22:00,04/01/2024,12/01/2024,23C,1,697.830910494,Full Closure,28.5,3,0,2024-04-01,2024-12-01,245,105,997.5,ok,"LINESTRING (-73.985294 40.727593, -73.983091 40.726666)"
OS067,Friends Seminary,RUTHERFORD PLACE,Manhattan,EAST 17 STREET,EAST 15 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,08/01/2024,07/31/2025,23C,2,510.832805409,Full Closure: Schools,40.0,5,0,2024-08-01,2025-07-31,365,261,2088.0,ok,"MULTILINESTRING ((-73.984772 40.734012, -73.985242 40.733372), (-73.98436 40.734603, -73.984772 40.734012))"
OS068,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 7 STREET,EAST 10 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,02/01/2024,01/31/2025,23C,3,746.709107462,Limited Local Access,84.0,7,0,2024-02-01,2025-01-31,366,366,4392.0,ok,"MULTILINESTRING ((-73.981211 40.725073, -73.980758 40.725678), (-73.980758 40.725678, -73.980608 40.725891), (-73.980608 40.725891, -73.980528 40.726003), (-73.980528 40.726003, -73.980333 40.72628), (-73.980333 40.72628, -73.98017 40.726504), (-73.98017 40.726504, -73.979907 40.726866))"
OS069,West 21 Street Open Street Coalition,WEST 21 STREET,Manhattan,9 AVENUE,10 AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,02/01/2024,02/01/2025,23C,1,900.08476021,Limited Local Access,84.0,7,0,2024-02-01,2025-02-01,367,367,4404.0,ok,"LINESTRING (-74.002265 40.745207, -74.005107 40.746403)"
OS070,34th Street Partnership,BROADWAY,Manhattan,WEST 35 STREET,WEST 36 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,12/06/2024,01/03/2025,23C,1,278.856062626,Full Closure,167.88333333333333,7,0,2024-12-06,2025-01-03,29,29,695.5166666666667,ok,"LINESTRING (-73.987779 40.750661, -73.987645 40.751419)"
OS071,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,20:00,05/05/2024,06/23/2024,23C,9,2417.6433317339997,Full Closure,10.0,1,0,2024-05-05,2024-06-23,50,8,80.0,ok,"MULTILINESTRING ((-73.98066 40.774852, -73.980209 40.77548), (-73.980209 40.77548, -73.979746 40.776112), (-73.979746 40.776112, -73.979287 40.776725), (-73.979287 40.776725, -73.978799 40.777413), (-73.978799 40.777413, -73.978292 40.778096), (-73.978292 40.778096, -73.977833 40.778731), (-73.977833 40.778731, -73.977368 40.779364), (-73.977368 40.779364, -73.976903 40.779997), (-73.976903 40.779997, -73.976663 40.780329), (-73.976663 40.780329, -73.976417 40.780651))"
OS072,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,20:00,09/15/2024,10/27/2024,23C,9,2417.6433317339997,Full Closure,10.0,1,0,2024-09-15,2024-10-27,43,7,70.0,ok,"MULTILINESTRING ((-73.98066 40.774852, -73.980209 40.77548), (-73.980209 40.77548, -73.979746 40.776112), (-73.979746 40.776112, -73.979287 40.776725), (-73.979287 40.776725, -73.978799 40.777413), (-73.978799 40.777413, -73.978292 40.778096), (-73.978292 40.778096, -73.977833 40.778731), (-73.977833 40.778731, -73.977368 40.779364), (-73.977368 40.779364, -73.976903 40.779997), (-73.976903 40.779997, -73.976663 40.780329), (-73.976663 40.780329, -73.976417 40.780651))"
OS073,North Brooklyn Open Streets Community Coalition,BEDFORD AVENUE,Brooklyn,LORIMER STREET,MANHATTAN AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedFull,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,04/20/2024,11/30/2024,23C,1,289.830392903,Full Closure,91.0,7,0,2024-04-20,2024-11-30,225,225,2925.0,ok,"LINESTRING (-73.950978 40.724097, -73.951646 40.723486)"
OS074,Fifth Avenue Association,5 AVENUE,Manhattan,EAST 48 STREET,EAST 57 STREET,sun,approvedFull,,,,,,,,,,,,,09:00,20:00,12/08/2024,12/08/2024,23C,9,2367.7580216849997,Full Closure,11.0,1,0,2024-12-08,2024-12-08,1,1,11.0,ok,"MULTILINESTRING ((-73.978116 40.757284, -73.977655 40.757911), (-73.977655 40.757911, -73.9772 40.758538), (-73.9772 40.758538, -73.976745 40.759165), (-73.976745 40.759165, -73.976289 40.759787), (-73.976289 40.759787, -73.97583 40.760419), (-73.97583 40.760419, -73.975374 40.76104), (-73.975374 40.76104, -73.974915 40.761667), (-73.974915 40.761667, -73.974457 40.762293), (-73.974457 40.762293, -73.973968 40.762967))"
OS075,The Nightingale Bamford School,EAST 92 STREET,Manhattan,5 AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,,09/05/2024,06/27/2025,23C,1,507.821982814,Full Closure: Schools,27.5,5,0,2024-09-05,2025-06-27,296,212,1166.0,ok,"LINESTRING (-73.957636 40.785343, -73.956031 40.78467)"
OS076,PS 290 The Manhattan New School,EAST 82 STREET,Manhattan,2 AVENUE,1 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,09/05/2024,06/27/2025,23C,1,749.529938613,Full Closure: Schools,35.0,5,0,2024-09-05,2025-06-27,296,212,1484.0,ok,"LINESTRING (-73.953628 40.775291, -73.951262 40.774292)"
OS077,Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District,AMSTERDAM AVENUE,Manhattan,WEST 106 STREET,CATHEDRAL PARKWAY,"sat,sun",approvedFull,,,,,,,,,,,11:00,19:00,12:00,18:00,04/20/2024,11/10/2024,23C,4,1056.006710254,Full Closure,14.0,2,0,2024-04-20,2024-11-10,205,60,420.0,ok,"MULTILINESTRING ((-73.965215 40.801111, -73.964759 40.801742), (-73.964759 40.801742, -73.964301 40.802373), (-73.964301 40.802373, -73.963861 40.802972), (-73.965711 40.800437, -73.965436 40.800812), (-73.965436 40.800812, -73.965405 40.800855), (-73.965405 40.800855, -73.965215 40.801111))"
OS078,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 121 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,22:00,12:01,21:00,06/15/2024,10/06/2024,23C,9,2396.456385112,Full Closure,18.983333333333334,2,0,2024-06-15,2024-10-06,114,34,322.71666666666664,ok,"MULTILINESTRING ((-73.957237 40.801858, -73.956778 40.802487), (-73.956778 40.802487, -73.956321 40.803115), (-73.956321 40.803115, -73.955863 40.803744), (-73.955863 40.803744, -73.955368 40.80442), (-73.955368 40.80442, -73.954875 40.805097), (-73.954875 40.805097, -73.954416 40.805725), (-73.954416 40.805725, -73.953957 40.806353), (-73.953957 40.806353, -73.9535 40.806981), (-73.9535 40.806981, -73.95304 40.807611))"
OS079,Harlem Mothers Stop Another Violent End,WEST 128 STREET,Manhattan,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,"tue,wed",approvedFull,,,09:30,17:00,09:30,17:00,,,,,,,,,07/02/2024,08/30/2024,23C,1,366.82249151,Full Closure,15.0,2,0,2024-07-02,2024-08-30,60,18,135.0,ok,"LINESTRING (-73.949758 40.812104, -73.950929 40.812575)"
OS080,Harlem One Stop Inc,WEST 142 STREET,Manhattan,AMSTERDAM AVENUE,HAMILTON PLACE,sat,approvedFull,,,,,,,,,,,11:00,18:30,,,06/22/2024,08/31/2024,23C,1,217.521338996,Full Closure,7.5,1,0,2024-06-22,2024-08-31,71,11,82.5,ok,"LINESTRING (-73.949006 40.823314, -73.949693 40.823604)"
OS081,Riverdale Avenue Community School,STRAUSS STREET,Brooklyn,RIVERDALE AVENUE,NEWPORT STREET,fri,approvedFullSchools,,,,,,,,,07:30,16:30,,,,,09/05/2024,06/27/2025,23C,1,570.216026575,Full Closure: Schools,9.0,1,0,2024-09-05,2025-06-27,296,43,387.0,ok,"LINESTRING (-73.914131 40.660181, -73.913736 40.658645)"
OS082,The 700 Jefferson Avenue Block Association,JEFFERSON AVENUE,Brooklyn,MALCOLM X BOULEVARD,PATCHEN AVENUE,"fri,sat,sun",approvedFull,,,,,,,,,12:00,21:00,12:00,21:00,12:00,21:00,01/13/2024,12/31/2024,23C,1,817.573551544,Full Closure,27.0,3,0,2024-01-13,2024-12-31,354,152,1368.0,ok,"LINESTRING (-73.929591 40.685635, -73.926676 40.685971)"
OS083,NYC Department of Health and Mental Hygiene,BRISTOL STREET,Brooklyn,DUMONT AVENUE,BLAKE AVENUE,fri,approvedLimited,,,,,,,,,14:00,16:00,,,,,04/22/2024,09/23/2024,23C,1,570.047596659,Limited Local Access,2.0,1,0,2024-04-22,2024-09-23,155,22,44.0,ok,"LINESTRING (-73.911559 40.66535, -73.911166 40.663814)"
OS084,Justice Innovation Inc. d/b/a Center for Justice Innovation (Brownsville Community Justice Center),THATFORD AVENUE,Brooklyn,BELMONT AVENUE,DEAD END,"mon,tue,wed,thu,fri",approvedFull,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,,,,,03/18/2024,12/18/2024,23C,1,128.64205526,Full Closure,30.0,5,0,2024-03-18,2024-12-18,276,198,1188.0,ok,"LINESTRING (-73.909475 40.668561, -73.909391 40.668213)"
OS085,Justice Innovation Inc. d/b/a Center for Justice Innovation (Brownsville Community Justice Center),WATKINS STREET,Brooklyn,BELMONT AVENUE,DEAD END,"mon,tue,wed,thu,fri",approvedFull,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,,,,,03/18/2024,12/18/2024,23C,1,128.626728207,Full Closure,30.0,5,0,2024-03-18,2024-12-18,276,198,1188.0,ok,"LINESTRING (-73.907638 40.668831, -73.907548 40.668485)"
OS086,Sharon Street Block Association,SHARON STREET,Brooklyn,OLIVE STREET,MORGAN AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,02/01/2024,12/31/2024,23C,1,855.752080229,Limited Local Access,84.0,7,0,2024-02-01,2024-12-31,335,335,4020.0,ok,"LINESTRING (-73.938696 40.715324, -73.935614 40.715191)"
OS087,Troutman Street Open Street Coalition,TROUTMAN STREET,Brooklyn,IRVING AVENUE,ST NICHOLAS AVENUE,"sat,sun",approvedFull,,,,,,,,,,,10:00,22:00,10:00,22:00,04/22/2024,10/31/2024,23C,2,1293.297443315,Full Closure,24.0,2,0,2024-04-22,2024-10-31,193,54,648.0,ok,"MULTILINESTRING ((-73.924586 40.704825, -73.922863 40.706576), (-73.922863 40.706576, -73.921766 40.707652))"
OS088,Public School 273Q,88 AVENUE,Queens,102 STREET,104 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,11:00,13:45,11:00,13:45,11:00,13:45,11:00,13:45,11:00,13:45,,,,,09/05/2024,06/27/2025,23C,1,511.054922439,Full Closure: Schools,13.75,5,0,2024-09-05,2025-06-27,296,212,583.0,ok,"LINESTRING (-73.844701 40.693726, -73.842975 40.694217)"
OS089,JAMROCK JERK LLC,141 STREET,Queens,109 AVENUE,LAKEWOOD AVENUE,"fri,sat,sun",approvedFull,,,,,,,,,16:00,23:59,12:00,23:59,12:00,23:59,04/27/2024,10/31/2024,23C,1,181.755126001,Full Closure,31.95,3,0,2024-04-27,2024-10-31,188,80,854.6666666666665,ok,"LINESTRING (-73.805722 40.687827, -73.805292 40.68745)"
OS090,HOOD WORKS INC,156 STREET,Queens,108 AVENUE,107 AVENUE,"mon,tue,wed,thu,fri,sat",approvedLimited,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,11:00,17:00,,,06/01/2024,09/28/2024,23C,1,660.467841516,Limited Local Access,36.0,6,0,2024-06-01,2024-09-28,120,103,618.0,ok,"LINESTRING (-73.797481 40.696002, -73.796323 40.694418)"
OS091,Downtown Jamaica Partnership,165 STREET,Queens,JAMAICA AVENUE,89 AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedFull,12:00,18:00,12:00,18:00,12:00,18:00,12:00,18:00,12:00,18:00,12:00,18:00,12:00,18:00,05/01/2024,12/31/2024,23C,1,913.593477042,Full Closure,42.0,7,0,2024-05-01,2024-12-31,245,245,1470.0,ok,"LINESTRING (-73.796317 40.707723, -73.794895 40.705461)"
OS092,Kesher Bridging Communities,READS LANE,Queens,CORNAGA AVENUE,MEEHAN AVENUE,"fri,sat,sun",approvedLimited,,,,,,,,,15:30,19:00,08:00,20:00,12:00,16:00,01/01/2024,12/31/2024,23C,8,1948.648683554,Limited Local Access,19.5,3,0,2024-01-01,2024-12-31,366,156,1014.0,ok,"MULTILINESTRING ((-73.741729 40.602296, -73.742221 40.602833), (-73.738576 40.599683, -73.739151 40.600224), (-73.740856 40.601564, -73.741035 40.601658, -73.741203 40.601765, -73.741359 40.601884, -73.7415 40.602013, -73.741623 40.602151, -73.741729 40.602296), (-73.740299 40.601219, -73.740856 40.601564), (-73.739723 40.600754, -73.740299 40.601219), (-73.739151 40.600224, -73.739723 40.600754), (-73.742609 40.603343, -73.74309 40.603853), (-73.742307 40.602925, -73.742288 40.602976), (-73.742288 40.602976, -73.742609 40.603343))"
OS093,PS 134Q: Langston Hughes School,109 AVENUE,Queens,203 STREET,204 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,09/05/2024,06/27/2025,23C,1,259.277500616,Full Closure: Schools,20.0,5,0,2024-09-05,2025-06-27,296,212,848.0,ok,"LINESTRING (-73.755417 40.707964, -73.754525 40.708177)"
OS094,LaGuardia Community College,29 STREET,Queens,47 AVENUE,SKILLMAN AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,,,,,05/01/2024,11/01/2024,23C,1,606.926158791,Full Closure,60.0,5,0,2024-05-01,2024-11-01,185,133,1596.0,ok,"LINESTRING (-73.938258 40.745068, -73.93857 40.74342)"
OS095,Our World Neighborhood Charter School,37 STREET,Queens,36 AVENUE,35 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,13:15,10:00,13:15,10:00,13:15,10:00,13:15,10:00,13:15,,,,,09/05/2024,06/27/2025,23C,1,660.305742571,Full Closure: Schools,16.25,5,0,2024-09-05,2025-06-27,296,212,689.0,ok,"LINESTRING (-73.923704 40.75588, -73.924954 40.754337)"
OS096,31st Ave Open Street Collective,31 AVENUE,Queens,33 STREET,35 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,20:00,12:00,20:00,04/06/2024,12/29/2024,23C,2,520.2401152919999,Full Closure,16.0,2,0,2024-04-06,2024-12-29,268,78,624.0,ok,"MULTILINESTRING ((-73.92188 40.763574, -73.921081 40.763199), (-73.921081 40.763199, -73.920283 40.762823))"
OS097,Salsa Stories,EAST 115 STREET,Manhattan,PLEASANT AVENUE,1 AVENUE,sat,approvedFull,,,,,,,,,,,17:00,21:00,,,07/20/2024,08/24/2024,23C,1,713.716691974,Full Closure,4.0,1,0,2024-07-20,2024-08-24,36,6,24.0,ok,"LINESTRING (-73.935912 40.795312, -73.933647 40.794377)"
OS098,The Young Women’s Leadership School of Astoria,NEWTOWN AVENUE,Queens,23 STREET,CRESCENT STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,03/11/2024,06/27/2025,23C,1,464.245154284,Full Closure: Schools,45.0,5,0,2024-03-11,2025-06-27,474,340,3060.0,ok,"LINESTRING (-73.924783 40.771355, -73.923634 40.770428)"
OS099,The Young Women’s Leadership School of Astoria,23 STREET,Queens,NEWTOWN AVENUE,ASTORIA BOULEVARD,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,14:30,10:00,14:30,10:00,14:30,10:00,14:30,10:00,14:30,,,,,04/01/2024,06/27/2025,23C,1,180.316548821,Full Closure: Schools,22.5,5,0,2024-04-01,2025-06-27,453,325,1462.5,ok,"LINESTRING (-73.924441 40.771776, -73.924783 40.771355)"
OS100,Global Community Charter School,WEST 142 STREET,Manhattan,CHISUM PLACE,5 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,,,,,09/05/2024,06/27/2025,23C,1,471.518331073,Full Closure: Schools,22.5,5,0,2024-09-05,2025-06-27,296,212,954.0,ok,"LINESTRING (-73.934454 40.817189, -73.93596 40.817793)"
OS101,I Challenge Myself,RAE STREET,Bronx,ST ANNS AVENUE,DEAD END,sat,approvedFull,,,,,,,,,,,12:00,15:00,,,05/04/2024,05/25/2024,23C,1,273.432501832,Full Closure,3.0,1,0,2024-05-04,2024-05-25,22,4,12.0,ok,"LINESTRING (-73.912352 40.81751, -73.911381 40.817373)"
OS102,I Challenge Myself,RAE STREET,Bronx,DEAD END,ST ANNS AVENUE,"mon,tue,wed,thu,fri",approvedLimited,14:00,16:00,14:00,16:00,14:00,16:00,14:00,16:00,14:00,16:00,,,,,07/08/2024,08/02/2024,23C,1,273.432501832,Limited Local Access,10.0,5,0,2024-07-08,2024-08-02,26,20,40.0,ok,"LINESTRING (-73.912352 40.81751, -73.911381 40.817373)"
OS103,PS/MS 5 Port Morris School of Community Leadership,EAST 150 STREET,Bronx,CONCORD AVENUE,WALES AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,03/01/2024,06/27/2025,23C,1,258.28226138,Full Closure: Schools,40.0,5,0,2024-03-01,2025-06-27,484,346,2768.0,ok,"LINESTRING (-73.907868 40.813834, -73.906966 40.813652)"
OS104,PS 528 Bea Fuller Rogers School,WADSWORTH AVENUE,Manhattan,WEST 182 STREET,WEST 183 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,,,,,04/01/2024,06/27/2025,23C,1,252.416327138,Full Closure: Schools,17.5,5,0,2024-04-01,2025-06-27,453,325,1137.5,ok,"LINESTRING (-73.934544 40.850417, -73.934099 40.851021)"
OS105,Futures Ignite,WEST 182 STREET,Manhattan,AMSTERDAM AVENUE,AUDUBON AVENUE,"wed,fri",approvedFullSchools,,,,,08:00,17:00,,,08:00,17:00,,,,,04/01/2024,10/25/2024,23C,1,458.838780937,Full Closure: Schools,18.0,2,0,2024-04-01,2024-10-25,208,60,540.0,ok,"LINESTRING (-73.930467 40.848697, -73.931917 40.849309)"
OS106,WHEDCo/P.S./I.S. 218,WALTON AVENUE,Bronx,EAST 167 STREET,EAST 168 STREET,"mon,tue,wed,thu",approvedFull,11:30,17:00,11:30,17:00,11:30,17:00,11:30,17:00,,,,,,,07/02/2024,08/16/2024,23C,1,566.975411825,Full Closure,22.0,4,0,2024-07-02,2024-08-16,46,27,148.5,ok,"LINESTRING (-73.919455 40.8351, -73.918412 40.836439)"
OS107,New Settlement,GOBLE PLACE,Bronx,JEROME AVENUE,INWOOD AVENUE,sat,approvedFull,,,,,,,,,,,09:00,17:00,,,04/20/2024,06/15/2024,23C,1,348.714221481,Full Closure,8.0,1,0,2024-04-20,2024-06-15,57,9,72.0,ok,"LINESTRING (-73.916556 40.843822, -73.915447 40.843368)"
OS108,Connectemonos,AUDUBON AVENUE,Manhattan,WEST 189 STREET,WEST 190 STREET,"wed,thu,fri",approvedFull,,,,,11:00,17:00,11:00,17:00,11:00,17:00,,,,,07/10/2024,08/09/2024,23C,1,249.367233657,Full Closure,18.0,3,0,2024-07-10,2024-08-09,31,15,90.0,ok,"LINESTRING (-73.928691 40.853723, -73.928254 40.854321)"
OS109,Community League of the Heights (CLOTH),ACADEMY STREET,Manhattan,BROADWAY,VERMILYEA AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,07/08/2024,08/16/2024,23C,1,393.17947635,Full Closure,40.0,5,0,2024-07-08,2024-08-16,40,30,240.0,ok,"LINESTRING (-73.924384 40.865365, -73.925004 40.866337)"
