Borough Name,site_count,open_street_miles,total_approved_hours,borough_area_sqmi,sites_per_10_sqmi,open_street_miles_per_10_sqmi,approx_access_area_sqmi,approx_access_percent
Bronx,23,1.9947376803417536,14179.0,42.58498612199037,5.400964540440012,0.46841336865240757,11.94850108573438,28.05801333715668
Brooklyn,52,8.420054655312418,62038.166666666664,69.38930250483826,7.4939505259293,1.2134514040871531,25.173998395827414,36.27936509964505
Manhattan,74,8.41862989130082,92732.81666666667,22.83600833721788,32.40496277074641,3.6865593001121075,18.54726780285182,81.21939495276713
Queens,33,5.499088929688886,47824.333333333336,109.0959467867172,3.024860315343801,0.5040598749685555,19.29149105027177,17.683050212659754
Staten Island,6,0.49056213022488293,4516.0,58.239367637008236,1.0302309663450564,0.08423204957897842,3.7240575581748607,6.394399028138496
