borocode,boroname,area_sq_mi,hotspot_records,records_per_sq_mi,free_share_pct
5,Staten Island,58.239367637008236,100,1.717051610575094,48.0
3,Brooklyn,69.38930250483826,700,10.088010323366367,77.14285714285714
4,Queens,109.0959467867172,531,4.867275234689571,71.37476459510358
1,Manhattan,22.83600833721788,1672,73.21769966579458,94.07894736842105
2,Bronx,42.58498612199037,316,7.4204556294741035,62.0253164556962
