Borough Name,site_count,open_street_miles,total_approved_hours,borough_area_sqmi,sites_per_10_sqmi,open_street_miles_per_10_sqmi,approx_access_area_sqmi,approx_access_percent
Bronx,23,1.9947376803432653,14179.0,42.5849861219898,5.400964540440084,0.46841336865276884,11.948501085732618,28.058013337152914
Brooklyn,52,8.420054655304805,62038.166666666664,69.38930250483898,7.493950525929223,1.2134514040860431,25.17399839582275,36.27936509963794
Manhattan,74,8.418629891306683,92732.81666666667,22.83600833721783,32.40496277074648,3.686559300114683,18.54726780285049,81.21939495276149
Queens,33,5.499088929689507,47824.333333333336,109.09594678671696,3.0248603153438083,0.5040598749686136,19.291491050269034,17.683050212657285
Staten Island,6,0.49056213022501927,4516.0,58.23936763700842,1.0302309663450533,0.08423204957900157,3.724057558175404,6.39439902813941
