cell_index,cell_id,borough,nta_id,nta_name,housing_units,median_gross_rent_usd,margin_of_error_usd,rent_percentile,bar_height_m,source_level,primary_source_level,dominant_source_geoid,source_geography_count,source_unit_coverage_share,lower_bound_90_usd,upper_bound_90_usd
183,892a10012cbffff,Bronx,BX0702,Bedford Park,578,1421.8,284.1,0.1133,293.8,mixed,block_group,360050279004,2,1.0,1137.7,1705.9
185,892a10012d7ffff,Bronx,BX0703,Norwood,716,1643.8,127.5,0.2235,560.7,block_group,block_group,360050421005,3,1.0,1516.3,1771.3
186,892a10012dbffff,Bronx,BX0801,Kingsbridge Heights-Van Cortlandt Village,1442,1691.6,243.4,0.2675,664.7,block_group,block_group,360050281001,4,1.0,1448.2,1935.0
187,892a1001313ffff,Bronx,BX1104,Allerton,1452,1553.5,104.1,0.1708,432.2,block_group,block_group,360050332011,3,1.0,1449.4,1657.6
188,892a1001317ffff,Bronx,BX1101,Pelham Parkway-Van Nest,1310,1747.0,112.5,0.3259,787.5,block_group,block_group,360050224032,3,1.0,1634.5,1859.5
189,892a1001323ffff,Bronx,BX0601,West Farms,315,1426.8,98.9,0.1158,298.9,block_group,block_group,360050220001,3,1.0,1327.9,1525.7
190,892a1001327ffff,Bronx,BX1101,Pelham Parkway-Van Nest,775,1749.2,278.9,0.3291,795.8,block_group,block_group,360050236001,5,1.0,1470.3,2028.1
191,892a1001333ffff,Bronx,BX1101,Pelham Parkway-Van Nest,1141,1659.5,100.5,0.2369,592.2,block_group,block_group,360050224043,2,1.0,1559.0,1760.0
192,892a1001337ffff,Bronx,BX1101,Pelham Parkway-Van Nest,773,1663.6,162.1,0.241,602.4,block_group,block_group,360050230002,4,1.0,1501.5,1825.7
193,892a1001343ffff,Bronx,BX0603,Belmont,185,1060.5,76.2,0.0372,123.6,block_group,block_group,360050397001,3,1.0,984.3,1136.7
194,892a100134bffff,Bronx,BX0603,Belmont,667,1478.3,241.4,0.1364,345.5,block_group,block_group,360050389003,4,1.0,1236.9,1719.7
195,892a100134fffff,Bronx,BX0603,Belmont,1688,1672.3,134.6,0.2493,621.8,block_group,block_group,360050389001,6,1.0,1537.7,1806.9
196,892a100135bffff,Bronx,BX0603,Belmont,4,455.0,40.0,0.0025,53.0,block_group,block_group,360050397001,1,1.0,415.0,495.0
197,892a100136bffff,Bronx,BX0603,Belmont,1714,1390.4,294.4,0.1039,272.5,block_group,block_group,360050393002,7,1.0,1096.0,1684.8
198,892a100137bffff,Bronx,BX0603,Belmont,1913,1262.9,269.3,0.0714,194.5,block_group,block_group,360050393001,6,1.0,993.6,1532.2
199,892a1001383ffff,Bronx,BX1104,Allerton,585,1632.8,233.6,0.2159,542.2,block_group,block_group,360050328004,3,1.0,1399.2,1866.4
200,892a1001387ffff,Bronx,BX1104,Allerton,494,986.8,365.0,0.0316,110.6,block_group,block_group,360050328002,2,1.0,621.8,1351.8
201,892a100138bffff,Bronx,BX1104,Allerton,1498,1340.1,100.7,0.0898,237.2,mixed,block_group,360050330003,7,1.0,1239.4,1440.8
202,892a100138fffff,Bronx,BX1104,Allerton,969,1235.8,101.1,0.0669,183.6,block_group,block_group,360050330002,4,1.0,1134.7,1336.9
203,892a1001393ffff,Bronx,BX1104,Allerton,592,1297.2,114.4,0.0808,214.7,block_group,block_group,360050324002,2,1.0,1182.8,1411.6
204,892a1001397ffff,Bronx,BX1104,Allerton,574,574.4,57.8,0.0058,58.3,block_group,block_group,360050324001,3,1.0,516.6,632.2
205,892a100139bffff,Bronx,BX1104,Allerton,1236,1518.2,94.6,0.1561,395.1,block_group,block_group,360050330001,5,1.0,1423.6,1612.8
206,892a10013a3ffff,Bronx,BX1102,Morris Park,782,1855.5,203.6,0.4389,1062.0,block_group,block_group,360050246001,5,1.0,1651.9,2059.1
207,892a10013a7ffff,Bronx,BX1102,Morris Park,544,1801.6,219.0,0.3819,922.2,block_group,block_group,360050250002,5,1.0,1582.6,2020.6
208,892a10013abffff,Bronx,BX1101,Pelham Parkway-Van Nest,2151,1772.8,111.3,0.3504,846.2,block_group,block_group,360050224042,9,1.0,1661.5,1884.1
209,892a10013afffff,Bronx,BX1101,Pelham Parkway-Van Nest,614,2179.0,596.6,0.7417,1841.2,block_group,block_group,360050228001,5,1.0,1582.4,2775.6
210,892a10013b3ffff,Bronx,BX1102,Morris Park,424,1712.7,216.3,0.2874,710.9,block_group,block_group,360050248002,3,1.0,1496.4,1929.0
211,892a10013b7ffff,Bronx,BX1102,Morris Park,499,1938.9,281.9,0.5134,1256.4,block_group,block_group,360050248003,5,1.0,1657.0,2220.8
212,892a10013bbffff,Bronx,BX1101,Pelham Parkway-Van Nest,1610,1917.2,264.5,0.4947,1208.8,block_group,block_group,360050228002,4,1.0,1652.7,2181.7
213,892a10013d7ffff,Bronx,BX1104,Allerton,937,1641.0,162.1,0.2209,554.5,mixed,tract,36005033202,3,1.0,1478.9,1803.1
214,892a1001403ffff,Bronx,BX1203,Wakefield-Woodlawn,484,1552.9,248.5,0.1702,431.1,mixed,block_group,360050448002,5,1.0,1304.4,1801.4
215,892a1001407ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,505,1855.0,785.0,0.4381,1060.8,tract,tract,36005042600,1,1.0,1070.0,2640.0
216,892a100140bffff,Bronx,BX1203,Wakefield-Woodlawn,506,1765.3,301.0,0.3466,834.9,mixed,block_group,360050428002,3,1.0,1464.3,2066.3
217,892a100140fffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,507,1459.3,393.8,0.1289,328.8,mixed,block_group,360050426002,3,1.0,1065.5,1853.1
218,892a1001413ffff,Bronx,BX1203,Wakefield-Woodlawn,351,2048.3,130.1,0.6235,1526.4,mixed,block_group,360050448001,3,1.0,1918.2,2178.4
219,892a1001417ffff,Bronx,BX1203,Wakefield-Woodlawn,331,2068.5,378.1,0.6408,1576.8,mixed,block_group,360050448001,4,1.0,1690.4,2446.6
220,892a100141bffff,Bronx,BX1203,Wakefield-Woodlawn,425,1729.2,254.5,0.3054,754.1,mixed,block_group,36005044400,5,1.0,1474.7,1983.7
222,892a1001427ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,330,2160.0,359.9,0.7252,1799.0,mixed,block_group,360050484013,2,1.0,1800.1,2519.9
223,892a100142bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,2255,712.1,292.1,0.0117,69.8,block_group,block_group,360050458004,2,1.0,420.0,1004.2
224,892a100142fffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,444,1160.0,184.0,0.0529,151.6,tract,tract,36005046000,1,1.0,976.0,1344.0
225,892a1001433ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,243,2356.6,653.1,0.8414,2133.1,mixed,tract,36005042600,2,1.0,1703.5,3009.7
226,892a1001437ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,159,1923.7,219.8,0.4992,1223.8,block_group,block_group,360050484011,2,1.0,1703.9,2143.5
227,892a100143bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,172,1620.3,539.8,0.2073,522.7,mixed,tract,36005042600,2,1.0,1080.5,2160.1
228,892a1001443ffff,Bronx,BX1203,Wakefield-Woodlawn,702,1688.5,319.8,0.2639,657.8,block_group,block_group,360050434003,5,1.0,1368.7,2008.3
229,892a1001447ffff,Bronx,BX1203,Wakefield-Woodlawn,471,1861.0,264.2,0.4447,1077.4,mixed,tract,36005043000,4,1.0,1596.8,2125.2
230,892a100144bffff,Bronx,BX1203,Wakefield-Woodlawn,848,1832.3,165.3,0.4111,997.8,block_group,block_group,360050418002,3,1.0,1667.0,1997.6
231,892a100144fffff,Bronx,BX1203,Wakefield-Woodlawn,715,1704.1,287.4,0.2798,691.8,block_group,block_group,360050434004,7,1.0,1416.7,1991.5
232,892a1001453ffff,Bronx,BX1203,Wakefield-Woodlawn,627,2162.6,175.8,0.7269,1804.2,mixed,block_group,360050434001,5,1.0,1986.8,2338.4
233,892a1001457ffff,Bronx,BX1203,Wakefield-Woodlawn,501,1774.2,152.2,0.3515,849.7,mixed,block_group,360050436002,4,1.0,1622.0,1926.4
234,892a100145bffff,Bronx,BX1203,Wakefield-Woodlawn,597,1609.8,144.0,0.2021,510.5,mixed,block_group,360050418001,5,1.0,1465.8,1753.8
235,892a1001463ffff,Bronx,BX1203,Wakefield-Woodlawn,550,1498.6,425.3,0.1456,368.6,block_group,block_group,360050424002,6,1.0,1073.3,1923.9
236,892a1001467ffff,Bronx,BX1201,Williamsbridge-Olinville,426,1946.6,436.8,0.5229,1279.1,block_group,block_group,360050404001,2,1.0,1509.8,2383.4
237,892a100146bffff,Bronx,BX1201,Williamsbridge-Olinville,678,2253.1,300.3,0.7909,1973.4,block_group,block_group,360050406001,5,1.0,1952.8,2553.4
238,892a100146fffff,Bronx,BX1201,Williamsbridge-Olinville,545,2038.6,729.1,0.6132,1505.1,block_group,block_group,360050404002,6,1.0,1309.5,2767.7
239,892a1001473ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,445,1602.4,330.0,0.1981,500.0,mixed,block_group,360050424002,4,1.0,1272.4,1932.4
240,892a1001477ffff,Bronx,BX1203,Wakefield-Woodlawn,348,1357.7,240.0,0.0938,247.0,block_group,block_group,360050424001,2,1.0,1117.7,1597.7
241,892a100147bffff,Bronx,BX1203,Wakefield-Woodlawn,689,1793.9,147.1,0.3719,898.7,block_group,block_group,360050422001,4,1.0,1646.8,1941.0
242,892a10014a3ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,268,2026.4,515.6,0.6012,1473.0,mixed,block_group,360050456002,3,1.0,1510.8,2542.0
243,892a10014a7ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,127,1783.0,394.2,0.36,870.6,block_group,block_group,360050484012,2,1.0,1388.8,2177.2
244,892a10014abffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,425,2021.2,424.8,0.597,1459.5,mixed,block_group,360050456001,3,1.0,1596.4,2446.0
245,892a10014afffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,426,1841.3,217.9,0.4237,1022.2,block_group,block_group,360050484011,5,1.0,1623.4,2059.2
246,892a10014c3ffff,Bronx,BX1203,Wakefield-Woodlawn,347,1501.8,188.6,0.1474,373.3,mixed,block_group,360050444002,4,1.0,1313.2,1690.4
247,892a10014c7ffff,Bronx,BX1203,Wakefield-Woodlawn,393,1723.1,333.4,0.2979,736.5,mixed,tract,36005044400,2,1.0,1389.7,2056.5
248,892a10014cbffff,Bronx,BX1203,Wakefield-Woodlawn,371,2557.2,278.8,0.9049,2335.3,mixed,block_group,360050434001,3,1.0,2278.4,2836.0
249,892a10014cfffff,Bronx,BX1203,Wakefield-Woodlawn,357,1836.8,252.9,0.4189,1011.2,mixed,tract,36005044400,4,1.0,1583.9,2089.7
250,892a10014d7ffff,Bronx,BX1203,Wakefield-Woodlawn,324,1638.2,322.9,0.2194,550.0,tract,tract,36005044400,2,1.0,1315.3,1961.1
251,892a10014dbffff,Bronx,BX1203,Wakefield-Woodlawn,856,1431.8,318.9,0.118,304.1,mixed,tract,36005044200,3,1.0,1112.9,1750.7
252,892a1001503ffff,Bronx,BX1004,Co-op City,10914,1119.0,56.0,0.0467,137.2,block_group,block_group,360050462062,1,1.0,1063.0,1175.0
261,892a100152bffff,Bronx,BX1004,Co-op City,100,973.0,709.0,0.0305,108.1,block_group,block_group,360050462055,1,1.0,264.0,1682.0
266,892a1001543ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,255,2265.6,206.6,0.797,1994.8,mixed,tract,36005046208,3,1.0,2059.0,2472.2
267,892a1001547ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,207,2185.4,299.0,0.7469,1856.4,mixed,block_group,360050462082,2,1.0,1886.4,2484.4
268,892a100154bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,366,2090.0,221.1,0.6615,1622.2,mixed,tract,36005035800,4,1.0,1868.9,2311.1
269,892a100154fffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,447,2100.2,640.1,0.6724,1652.1,mixed,block_group,360050358002,4,1.0,1460.1,2740.3
270,892a1001553ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,288,1729.9,1557.3,0.3059,754.7,block_group,block_group,360050462092,3,1.0,172.6,3287.2
271,892a1001557ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,280,2005.0,1359.2,0.5808,1418.6,block_group,block_group,360050462092,2,1.0,645.8,3364.2
272,892a100155bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,283,1620.4,129.3,0.2075,523.2,mixed,tract,36005046000,3,1.0,1491.1,1749.7
273,892a1001563ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,365,2552.1,336.0,0.9026,2327.2,mixed,block_group,360050462084,5,1.0,2216.1,2888.1
274,892a1001567ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,88,2656.0,492.4,0.9332,2429.1,block_group,block_group,360050462084,2,1.0,2163.6,3148.4
275,892a100156bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,459,1791.1,221.8,0.3689,892.1,mixed,block_group,360050356001,3,1.0,1569.3,2012.9
276,892a100156fffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,267,2316.3,387.6,0.8254,2079.3,block_group,block_group,360050356002,3,1.0,1928.7,2703.9
277,892a1001573ffff,Bronx,BX1004,Co-op City,58,2407.7,174.5,0.8595,2189.9,mixed,tract,36005046208,2,1.0,2233.2,2582.2
279,892a100157bffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,222,2242.5,532.9,0.7859,1961.4,mixed,tract,36005046208,3,1.0,1709.6,2775.4
283,892a10015c3ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,28,1078.0,345.0,0.0391,127.9,block_group,block_group,360050462091,1,1.0,733.0,1423.0
284,892a10015c7ffff,Bronx,BX1004,Co-op City,310,1061.0,470.0,0.0374,124.0,tract,tract,36005046203,1,1.0,591.0,1531.0
285,892a10015cbffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,715,1077.1,131.1,0.039,127.5,block_group,block_group,360050462093,4,1.0,946.0,1208.2
286,892a10015cfffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,132,831.5,183.9,0.0197,85.1,block_group,block_group,360050462093,3,1.0,647.6,1015.4
287,892a10015d3ffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,32,1383.6,453.3,0.1016,267.0,block_group,block_group,360050484012,2,1.0,930.3,1836.9
288,892a10015d7ffff,Bronx,BX1004,Co-op City,2,1061.0,470.0,0.0374,124.0,tract,tract,36005046203,1,1.0,591.0,1531.0
289,892a10015dbffff,Bronx,BX1202,Eastchester-Edenwald-Baychester,221,1690.7,241.7,0.2655,661.2,block_group,block_group,360050484011,2,1.0,1449.0,1932.4
290,892a100161bffff,Bronx,BX1203,Wakefield-Woodlawn,332,1491.0,187.0,0.1432,362.8,block_group,block_group,360050449012,1,1.0,1304.0,1678.0
291,892a1001627ffff,Bronx,BX1201,Williamsbridge-Olinville,286,1489.6,120.9,0.1427,361.2,block_group,block_group,360050435011,3,1.0,1368.7,1610.5
292,892a1001637ffff,Bronx,BX1201,Williamsbridge-Olinville,760,1572.8,153.8,0.18,455.5,block_group,block_group,360050394003,4,1.0,1419.0,1726.6
293,892a1001667ffff,Bronx,BX0703,Norwood,775,1504.6,251.9,0.1485,376.5,block_group,block_group,360050431011,3,1.0,1252.7,1756.5
294,892a1001683ffff,Bronx,BX1203,Wakefield-Woodlawn,616,1667.1,229.8,0.2461,612.6,block_group,block_group,360050451011,4,1.0,1437.3,1896.9
295,892a1001687ffff,Bronx,BX1203,Wakefield-Woodlawn,176,1207.0,525.0,0.0618,171.4,block_group,block_group,360050451012,1,1.0,682.0,1732.0
296,892a100168bffff,Bronx,BX1203,Wakefield-Woodlawn,722,1834.9,116.6,0.4176,1007.6,block_group,block_group,360050449022,5,1.0,1718.3,1951.5
297,892a1001693ffff,Bronx,BX1203,Wakefield-Woodlawn,396,2459.5,920.7,0.8739,2240.0,mixed,block_group,360050451022,2,1.0,1538.8,3380.2
298,892a1001697ffff,Bronx,BX1203,Wakefield-Woodlawn,254,2210.1,575.4,0.7693,1905.5,block_group,block_group,360050451022,3,1.0,1634.7,2785.5
299,892a100169bffff,Bronx,BX1203,Wakefield-Woodlawn,482,2050.1,328.9,0.6248,1530.2,mixed,block_group,360050451021,4,1.0,1721.2,2379.0
300,892a10016a3ffff,Bronx,BX1201,Williamsbridge-Olinville,1004,1537.5,150.7,0.1625,412.3,mixed,block_group,360050408003,5,1.0,1386.8,1688.2
301,892a10016a7ffff,Bronx,BX1201,Williamsbridge-Olinville,774,1542.8,166.4,0.1657,419.8,mixed,block_group,360050408004,6,1.0,1376.4,1709.2
302,892a10016afffff,Bronx,BX1201,Williamsbridge-Olinville,1087,1424.2,145.3,0.1144,295.9,block_group,block_group,360050394002,3,1.0,1278.9,1569.5
303,892a10016b3ffff,Bronx,BX1203,Wakefield-Woodlawn,1211,1600.3,132.4,0.197,497.2,mixed,block_group,360050420002,3,1.0,1467.9,1732.7
304,892a10016b7ffff,Bronx,BX1203,Wakefield-Woodlawn,877,1467.8,140.9,0.1326,336.6,mixed,block_group,360050422002,6,1.0,1326.9,1608.7
305,892a10016c7ffff,Bronx,BX1203,Wakefield-Woodlawn,395,1921.4,347.1,0.4972,1217.6,block_group,block_group,360050449011,2,1.0,1574.3,2268.5
307,892a1001807ffff,Bronx,BX0903,Castle Hill-Unionport,3,780.0,210.0,0.0163,78.5,tract,tract,36005009000,1,1.0,570.0,990.0
308,892a100180bffff,Bronx,BX0903,Castle Hill-Unionport,305,780.0,210.0,0.0163,78.5,tract,tract,36005009000,1,1.0,570.0,990.0
309,892a100180fffff,Bronx,BX0903,Castle Hill-Unionport,23,1505.3,388.3,0.1488,377.6,mixed,block_group,360050084002,2,1.0,1117.0,1893.6
310,892a1001813ffff,Bronx,BX0903,Castle Hill-Unionport,45,780.0,210.0,0.0163,78.5,tract,tract,36005009000,1,1.0,570.0,990.0
311,892a1001817ffff,Bronx,BX0903,Castle Hill-Unionport,19,780.0,210.0,0.0163,78.5,tract,tract,36005009000,1,1.0,570.0,990.0
313,892a1001843ffff,Bronx,BX0903,Castle Hill-Unionport,419,961.9,220.0,0.0299,106.8,mixed,tract,36005008600,3,1.0,741.9,1181.9
314,892a1001847ffff,Bronx,BX0903,Castle Hill-Unionport,592,741.6,258.0,0.0135,73.5,mixed,block_group,360050086003,2,1.0,483.6,999.6
315,892a100184bffff,Bronx,BX0902,Soundview-Clason Point,664,1129.2,315.6,0.0476,139.0,mixed,block_group,360050016003,3,1.0,813.6,1444.8
316,892a100184fffff,Bronx,BX0903,Castle Hill-Unionport,876,1529.7,232.1,0.1593,404.2,block_group,block_group,360050074003,3,1.0,1297.6,1761.8
317,892a1001853ffff,Bronx,BX0903,Castle Hill-Unionport,391,2014.0,1139.0,0.5891,1439.0,tract,tract,36005009800,1,1.0,875.0,3153.0
318,892a1001857ffff,Bronx,BX0903,Castle Hill-Unionport,291,872.4,206.6,0.0215,88.7,tract,tract,36005009000,3,1.0,665.8,1079.0
319,892a100185bffff,Bronx,BX0903,Castle Hill-Unionport,1131,1585.8,1020.6,0.1888,474.7,mixed,block_group,360050098005,2,1.0,565.2,2606.4
320,892a1001863ffff,Bronx,BX0902,Soundview-Clason Point,393,1877.2,469.2,0.458,1114.4,block_group,block_group,360050004004,3,1.0,1408.0,2346.4
321,892a1001867ffff,Bronx,BX0902,Soundview-Clason Point,74,2019.4,1072.1,0.5948,1454.4,block_group,block_group,360050004004,2,1.0,947.3,3091.5
322,892a100186bffff,Bronx,BX0902,Soundview-Clason Point,14,2200.0,89.0,0.7616,1885.6,block_group,block_group,360050004002,1,1.0,2111.0,2289.0
323,892a100186fffff,Bronx,BX0902,Soundview-Clason Point,106,2200.0,89.0,0.7616,1885.6,block_group,block_group,360050004002,1,1.0,2111.0,2289.0
324,892a1001873ffff,Bronx,BX0903,Castle Hill-Unionport,819,827.3,189.5,0.0193,84.3,block_group,block_group,360050090005,2,1.0,637.8,1016.8
325,892a1001877ffff,Bronx,BX0903,Castle Hill-Unionport,145,1476.3,373.7,0.1359,344.4,mixed,block_group,360050084002,2,1.0,1102.6,1850.0
326,892a100187bffff,Bronx,BX0903,Castle Hill-Unionport,1031,1052.1,356.0,0.0364,121.8,block_group,block_group,360050086002,4,1.0,696.1,1408.1
328,892a1001893ffff,Bronx,BX1002,Throgs Neck-Schuylerville,220,2125.1,74.9,0.6971,1714.9,block_group,block_group,360050166002,3,1.0,2050.2,2200.0
329,892a100189bffff,Bronx,BX1002,Throgs Neck-Schuylerville,1,2220.0,69.0,0.7758,1926.8,block_group,block_group,360050166002,1,1.0,2151.0,2289.0
330,892a10018a7ffff,Bronx,BX1002,Throgs Neck-Schuylerville,233,2180.1,176.2,0.7431,1845.2,mixed,tract,36005013200,2,1.0,2003.9,2356.3
331,892a10018c3ffff,Bronx,BX0903,Castle Hill-Unionport,14,2014.0,1139.0,0.5891,1439.0,tract,tract,36005009800,1,1.0,875.0,3153.0
332,892a10018cbffff,Bronx,BX0903,Castle Hill-Unionport,272,1741.8,729.1,0.32,777.5,mixed,tract,36005009800,2,1.0,1012.7,2470.9
333,892a10018cfffff,Bronx,BX0903,Castle Hill-Unionport,216,2014.0,1139.0,0.5891,1439.0,tract,tract,36005009800,1,1.0,875.0,3153.0
336,892a10018dbffff,Bronx,BX1001,Westchester Square,120,1840.0,594.0,0.4226,1019.8,block_group,block_group,360050096001,1,1.0,1246.0,2434.0
337,892a1001923ffff,Queens,QN0702,Whitestone-Beechhurst,153,2171.0,763.0,0.734,1824.0,tract,tract,36081097300,1,1.0,1408.0,2934.0
338,892a1001927ffff,Queens,QN0702,Whitestone-Beechhurst,200,2126.1,737.7,0.6978,1717.5,mixed,block_group,360810973002,2,1.0,1388.4,2863.8
339,892a100192bffff,Queens,QN0701,College Point,63,1938.0,1197.0,0.5114,1254.5,block_group,block_group,360810945001,1,1.0,741.0,3135.0
340,892a100192fffff,Queens,QN0701,College Point,66,1952.1,1125.4,0.5268,1289.1,mixed,block_group,360810945001,2,1.0,826.7,3077.5
341,892a1001933ffff,Queens,QN0702,Whitestone-Beechhurst,175,1959.7,571.7,0.5432,1314.4,mixed,tract,36081097300,2,1.0,1388.0,2531.4
342,892a1001937ffff,Queens,QN0702,Whitestone-Beechhurst,171,1901.0,444.2,0.4781,1167.7,mixed,tract,36081097300,3,1.0,1456.8,2345.2
343,892a100193bffff,Queens,QN0702,Whitestone-Beechhurst,43,2119.8,660.3,0.6923,1700.4,mixed,tract,36081097300,3,1.0,1459.5,2780.1
344,892a1001977ffff,Queens,QN0701,College Point,8,1938.0,1197.0,0.5114,1254.5,block_group,block_group,360810945001,1,1.0,741.0,3135.0
345,892a10019a7ffff,Queens,QN0702,Whitestone-Beechhurst,54,1751.4,203.4,0.3324,800.5,block_group,block_group,360810987001,2,1.0,1548.0,1954.8
346,892a10019abffff,Queens,QN0702,Whitestone-Beechhurst,87,1401.9,371.2,0.1079,282.1,mixed,block_group,360810981001,2,1.0,1030.7,1773.1
347,892a10019afffff,Queens,QN0702,Whitestone-Beechhurst,177,1367.0,389.0,0.0976,256.0,block_group,block_group,360810981001,1,1.0,978.0,1756.0
348,892a10019d3ffff,Bronx,BX1002,Throgs Neck-Schuylerville,246,2083.9,306.5,0.6565,1608.5,mixed,block_group,360050132002,2,1.0,1777.4,2390.4
349,892a1001a07ffff,Bronx,BX0902,Soundview-Clason Point,1379,477.3,204.5,0.0031,53.9,block_group,block_group,360050020011,2,1.0,272.8,681.8
350,892a1001a13ffff,Bronx,BX0902,Soundview-Clason Point,278,1161.1,133.0,0.053,152.1,mixed,block_group,360050046001,2,1.0,1028.1,1294.1
351,892a1001a17ffff,Bronx,BX0902,Soundview-Clason Point,724,569.4,160.2,0.0056,57.9,mixed,tract,36005002002,3,1.0,409.2,729.6
354,892a1001a43ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,144,878.0,447.0,0.0229,91.9,block_group,block_group,360050028001,1,1.0,431.0,1325.0
355,892a1001a4bffff,Bronx,BX0201,Hunts Point,42,1105.4,294.8,0.0455,135.0,mixed,block_group,360050115021,2,1.0,810.6,1400.2
356,892a1001a4fffff,Bronx,BX0201,Hunts Point,1,1541.0,1255.0,0.1644,416.6,block_group,block_group,360050115023,1,1.0,286.0,2796.0
357,892a1001a53ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1076,1572.8,81.6,0.18,455.5,block_group,block_group,360050050011,4,1.0,1491.2,1654.4
358,892a1001a57ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1495,1334.9,176.3,0.0893,235.7,block_group,block_group,360050028004,4,1.0,1158.6,1511.2
359,892a1001a5bffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,66,1475.0,198.0,0.1355,343.4,block_group,block_group,360050052001,1,1.0,1277.0,1673.0
366,892a1001a83ffff,Bronx,BX0902,Soundview-Clason Point,923,1549.5,210.0,0.1687,427.3,block_group,block_group,360050042003,3,1.0,1339.5,1759.5
367,892a1001a87ffff,Bronx,BX0902,Soundview-Clason Point,1289,1627.4,198.0,0.2122,533.2,block_group,block_group,360050016001,3,1.0,1429.4,1825.4
368,892a1001a8bffff,Bronx,BX0902,Soundview-Clason Point,690,1279.5,216.1,0.0761,203.1,block_group,block_group,360050042007,2,1.0,1063.4,1495.6
369,892a1001a8fffff,Bronx,BX0902,Soundview-Clason Point,1062,722.3,214.3,0.0128,72.0,block_group,block_group,360050042002,2,1.0,508.0,936.6
370,892a1001a93ffff,Bronx,BX0903,Castle Hill-Unionport,366,1184.8,336.1,0.0576,163.1,block_group,block_group,360050040011,4,1.0,848.7,1520.9
