neighborhood,zone,percent_damaged,centroid_lon,centroid_lat,polygon_wkt
Tareq bin Ziyad,Inner,10.6383,37.1389170875807,36.22245328161297,"POLYGON((37.13511547100006 36.22773309100006,37.135123917000044 36.22772677100005,37.135125680000044 36.227730301000065,37.13926279400005 36.22659803400006,37.13990524900004 36.22362370800005,37.13988964500004 36.22350437600005,37.13988081700006 36.22338435200004,37.13987879200005 36.22326402200008,37.139883576000045 36.223143769000046,37.13989515500003 36.22302398000005,37.13991349100007 36.22290503700009,37.13993852600004 36.222787322000045,37.139970179000045 36.22267121200008,37.140008349000084 36.22255707800008,37.14005291400008 36.22244528500005,37.14010373100007 36.22233619300005,37.140160638000054 36.22223015000009,37.140223451000054 36.22212749500005,37.14029197100007 36.222028557000044,37.140365978000034 36.221933654000054,37.14044523400008 36.22184308900006,37.14052948600005 36.221757152000066,37.140618464000056 36.22167611800006,37.14071188300005 36.22160024700008,37.14080944400007 36.22152978200006,37.14091348100004 36.22143437600005,37.14101284000009 36.221334109000054,37.141107297000076 36.22122921000005,37.14119663300005 36.22111991700007,37.14128064700009 36.221006482000064,37.14135914500008 36.22088916200005,37.14143194900004 36.220768226000075,37.14149889200007 36.22064395000007,37.14155982200003 36.22051661800003,37.141614599000036 36.22038652100008,37.14166309800004 36.22025395500009,37.141705208000076 36.22011922300004,37.141740834000075 36.219982634000075,37.14176989300006 36.21984449800004,37.141792320000036 36.21970513200006,37.14180806300004 36.219564854000055,37.14181708700005 36.21942398300007,37.141819371000054 36.21928284300009,37.14181490900006 36.21914175400008,37.14180371100008 36.21900104000008,37.14178580400005 36.218861021000066,37.141761228000064 36.21872201800005,37.14258929500005 36.21789366000007,37.14256274000007 36.21787909800008,37.14006295900003 36.21650825100005,37.138711425000054 36.21523285900008,37.13340046800005 36.22092453000005,37.133130925000046 36.22132879900005,37.127693597000075 36.22863491600009,37.12855522000007 36.22902508400006,37.12883950000008 36.22909080000005,37.129189921000034 36.22912206400008,37.129557100000056 36.229102400000045,37.132428625000045 36.22838755300006,37.13391870000004 36.22801270000008,37.134741818000066 36.227835354000035,37.13511547100006 36.22773309100006))"
Al Zuhoor,Inner,1.78571,37.14263165403456,36.22194084695409,"POLYGON((37.13990524900004 36.22362370800005,37.14114256900007 36.222767102000034,37.14122979600006 36.222839484000076,37.141321204000064 36.22290650800005,37.14141646500008 36.22296793400005,37.14151523600009 36.22302354000004,37.141617162000045 36.22307312700008,37.14172187600008 36.22311651700005,37.141829003000055 36.22315355200004,37.141938157000084 36.22318410100007,37.142048945000056 36.223208054000054,37.14216097000008 36.223225323000065,37.14227382800004 36.22323584800006,37.14238711400009 36.22323959000005,37.14250042100008 36.22323653700005,37.14261334100007 36.223226698000076,37.14272546800004 36.223210109000036,37.14283640000008 36.22318683000009,37.14294573800004 36.223156945000085,37.143053087000055 36.22312056100009,37.143158063000044 36.223077809000074,37.14326028900007 36.223028842000076,37.14578251700004 36.222338799000056,37.145881849000034 36.222330267000075,37.14598152700006 36.22232832200007,37.14608111500007 36.222332975000086,37.146180178000066 36.222344203000034,37.146278281000036 36.22236195800008,37.14637499500009 36.22238616300007,37.14646989600004 36.22241671100005,37.14656257000007 36.22245346800008,37.14665261000005 36.22249627400004,37.14673962100005 36.22254494100008,37.14682322400006 36.222599255000034,37.14690305100004 36.22265898000006,37.14697875400009 36.22272385400004,37.147050000000036 36.22279359200007,37.14711647900009 36.22286789000009,37.14717789800005 36.222946421000074,37.147233989000085 36.223028842000076,37.15092778700006 36.22125519200006,37.150820589000034 36.22121281100004,37.14301349100003 36.21812628400005,37.14258929500005 36.21789366000007,37.141761228000064 36.21872201800005,37.14178580400005 36.218861021000066,37.14180371100008 36.21900104000008,37.14181490900006 36.21914175400008,37.141819371000054 36.21928284300009,37.14181708700005 36.21942398300007,37.14180806300004 36.219564854000055,37.141792320000036 36.21970513200006,37.14176989300006 36.21984449800004,37.141740834000075 36.219982634000075,37.141705208000076 36.22011922300004,37.14166309800004 36.22025395500009,37.141614599000036 36.22038652100008,37.14155982200003 36.22051661800003,37.14149889200007 36.22064395000007,37.14143194900004 36.220768226000075,37.14135914500008 36.22088916200005,37.14128064700009 36.221006482000064,37.14119663300005 36.22111991700007,37.141107297000076 36.22122921000005,37.14101284000009 36.221334109000054,37.14091348100004 36.22143437600005,37.14080944400007 36.22152978200006,37.14071188300005 36.22160024700008,37.140618464000056 36.22167611800006,37.14052948600005 36.221757152000066,37.14044523400008 36.22184308900006,37.140365978000034 36.221933654000054,37.14029197100007 36.222028557000044,37.140223451000054 36.22212749500005,37.140160638000054 36.22223015000009,37.14010373100007 36.22233619300005,37.14005291400008 36.22244528500005,37.140008349000084 36.22255707800008,37.139970179000045 36.22267121200008,37.13993852600004 36.222787322000045,37.13991349100007 36.22290503700009,37.13989515500003 36.22302398000005,37.139883576000045 36.223143769000046,37.13987879200005 36.22326402200008,37.13988081700006 36.22338435200004,37.13988964500004 36.22350437600005,37.13990524900004 36.22362370800005))"
Ashrafiyeh,Inner,40.2244,37.146091986303084,36.223905706454595,"POLYGON((37.13926279400005 36.22659803400006,37.13873931300009 36.229167852000046,37.14030975700007 36.229120263000084,37.13969109700008 36.23223735700009,37.140880828000036 36.23238012400009,37.14019078400008 36.23666315400004,37.14537800900007 36.232665660000066,37.14725778300004 36.230428966000034,37.156319437000036 36.22627355900005,37.15451104600004 36.22376084800004,37.15436408100004 36.22357948700005,37.15421172100008 36.22340263500007,37.15405410300008 36.22323045200005,37.15389137100004 36.223063094000054,37.15372367200007 36.22290071200007,37.15355116000006 36.22274345500006,37.153373989000045 36.22259146500005,37.15319232100006 36.22244488000007,37.15300632100008 36.22230383200008,37.152816157000075 36.22216845100007,37.15262200300009 36.222038857000086,37.152424033000045 36.221915170000045,37.15222242900006 36.22179750100008,37.152017371000056 36.22168595800008,37.15092778700006 36.22125519200006,37.147233989000085 36.223028842000076,37.14717789800005 36.222946421000074,37.14711647900009 36.22286789000009,37.147050000000036 36.22279359200007,37.14697875400009 36.22272385400004,37.14690305100004 36.22265898000006,37.14682322400006 36.222599255000034,37.14673962100005 36.22254494100008,37.14665261000005 36.22249627400004,37.14656257000007 36.22245346800008,37.14646989600004 36.22241671100005,37.14637499500009 36.22238616300007,37.146278281000036 36.22236195800008,37.146180178000066 36.222344203000034,37.14608111500007 36.222332975000086,37.14598152700006 36.22232832200007,37.145881849000034 36.222330267000075,37.14578251700004 36.222338799000056,37.14326028900007 36.223028842000076,37.143158063000044 36.223077809000074,37.143053087000055 36.22312056100009,37.14294573800004 36.223156945000085,37.14283640000008 36.22318683000009,37.14272546800004 36.223210109000036,37.14261334100007 36.223226698000076,37.14250042100008 36.22323653700005,37.14238711400009 36.22323959000005,37.14227382800004 36.22323584800006,37.14216097000008 36.223225323000065,37.142048945000056 36.223208054000054,37.141938157000084 36.22318410100007,37.141829003000055 36.22315355200004,37.14172187600008 36.22311651700005,37.141617162000045 36.22307312700008,37.14151523600009 36.22302354000004,37.14141646500008 36.22296793400005,37.141321204000064 36.22290650800005,37.14122979600006 36.222839484000076,37.14114256900007 36.222767102000034,37.13990524900004 36.22362370800005,37.13926279400005 36.22659803400006))"
Sheikh Maqsood,Outer,11.8537,37.15923028558672,36.238501903760074,"POLYGON((37.154848264000066 36.244896089000065,37.15870299100004 36.24472952700006,37.159416829000065 36.24675206900008,37.16255771800007 36.24748970200005,37.16362847500005 36.24739452300008,37.16310499400004 36.24515783000004,37.16438487500005 36.244809591000035,37.163985394000065 36.24437260800005,37.16395711800004 36.24420145100004,37.16393538500006 36.244029341000044,37.16392022800005 36.24385652700005,37.16391166900007 36.24368326200005,37.16390972000005 36.24350979600007,37.163914383000076 36.24333638200005,37.163925653000035 36.24316327200006,37.16394351300005 36.242990717000055,37.16396793600006 36.24281896800005,37.16399888800004 36.24264827400009,37.16403632300006 36.24247888500008,37.16408018700008 36.242311045000065,37.164130416000035 36.24214499900006,37.16418693700007 36.24198098800008,37.16424966900007 36.24181925100004,37.16431851900006 36.241660022000076,37.16435946300004 36.241518978000045,37.16439372200006 36.24137616300004,37.164421222000044 36.24123189300008,37.16444190000004 36.241086489000054,37.164455710000084 36.240940273000035,37.16446262300008 36.24079356900006,37.16446262300008 36.24064670200005,37.164455710000084 36.240499997000086,37.16444190000004 36.24035378100007,37.164421222000044 36.240208377000044,37.16439372200006 36.24006410800007,37.16435946300004 36.239921292000076,37.16431851900006 36.239780248000045,37.16379503700006 36.234973737000075,37.16412406900008 36.23402108400006,37.16458092500005 36.23308833500005,37.16431442600009 36.231318016000046,37.16294385600008 36.22823423400007,37.162876364000056 36.22808308400005,37.16280276300006 36.22793481300005,37.16272317600004 36.227789666000035,37.16263773500009 36.227647887000046,37.16254658300005 36.22750971000005,37.162449870000046 36.22737536600005,37.162347759000056 36.22724507800007,37.16224041900006 36.22711906400008,37.16212802800004 36.22699753200004,37.162010775000056 36.22688068500008,37.16188885300005 36.22676871800007,37.161762466000084 36.226661817000036,37.16163182400004 36.226560160000076,37.161497144000066 36.22646391500007,37.15913671900006 36.22484588200007,37.156319437000036 36.22627355900005,37.14725778300004 36.230428966000034,37.14537800900007 36.232665660000066,37.14019078400008 36.23666315400004,37.13881069700005 36.23763873300004,37.139714892000086 36.23840016100007,37.142118148000066 36.240755827000044,37.140833239000074 36.241755201000046,37.14414068900004 36.24232627100008,37.14371238600006 36.244943678000084,37.14623461500008 36.24537198100006,37.14649635600006 36.24413466200008,37.148590281000054 36.24442019700007,37.14849510300007 36.24634756000006,37.15118389400004 36.24639515000007,37.15130286700008 36.24803697800007,37.153801301000044 36.24801318300007,37.154848264000066 36.244896089000065))"
Rasafeh,Outer,41.9978,37.13471331120007,36.23554173460006,"POLYGON((37.134741818000066 36.227835354000035,37.13391870000004 36.22801270000008,37.132428625000045 36.22838755300006,37.129557100000056 36.229102400000045,37.129189921000034 36.22912206400008,37.12883950000008 36.22909080000005,37.12855522000007 36.22902508400006,37.127693597000075 36.22863491600009,37.12729410500009 36.22845401400008,37.126687924000066 36.228830998000035,37.11577751400006 36.23561619100008,37.12448634100008 36.245134035000035,37.12567607200009 36.24334943900004,37.12865039800005 36.24456296500006,37.13003048600007 36.242730780000045,37.136121906000085 36.24551474900005,37.13828721500005 36.24549095400005,37.14030975700007 36.246109614000034,37.14002422200008 36.247156577000055,37.14330787800009 36.246514123000054,37.14371238600006 36.244943678000084,37.14414068900004 36.24232627100008,37.140833239000074 36.241755201000046,37.142118148000066 36.240755827000044,37.139714892000086 36.23840016100007,37.13881069700005 36.23763873300004,37.14019078400008 36.23666315400004,37.140880828000036 36.23238012400009,37.13969109700008 36.23223735700009,37.14030975700007 36.229120263000084,37.13873931300009 36.229167852000046,37.13926279400005 36.22659803400006,37.135125680000044 36.227730301000065,37.13511547100006 36.22773309100006,37.134741818000066 36.227835354000035))"
Nile Street,Inner,13.9286,37.12718024690006,36.22532188290007,"POLYGON((37.127693597000075 36.22863491600009,37.133130925000046 36.22132879900005,37.13340046800005 36.22092453000005,37.12713772700005 36.22252352800007,37.12277431600006 36.223604701000056,37.122740788000044 36.223613009000076,37.12324902200004 36.226669418000085,37.126687924000066 36.228830998000035,37.12729410500009 36.22845401400008,37.127693597000075 36.22863491600009))"
Khalidiyeh,Inner,55.7962,37.1132841099445,36.22807224866673,"POLYGON((37.12324902200004 36.226669418000085,37.122740788000044 36.223613009000076,37.11641111700004 36.22518138600009,37.10852320400005 36.22719203000008,37.10863816900007 36.22739179800004,37.108758494000085 36.22758838500005,37.10888408900007 36.22778164600004,37.10901486400007 36.22797144200007,37.10915072200004 36.228157632000034,37.109291564000046 36.228340082000045,37.10943728700005 36.22851865700005,37.10958778400004 36.228693227000065,37.109742947000086 36.22886366500006,37.109902660000046 36.22902984500007,37.110066808000056 36.22919164700005,37.11577751400006 36.23561619100008,37.126687924000066 36.228830998000035,37.12324902200004 36.226669418000085))"
Al Kawakibi,Inner,1.37255,37.12680517736371,36.20651763187278,"POLYGON((37.12920959300004 36.206903597000064,37.12934528900007 36.20683447200008,37.12948397200006 36.206771554000056,37.129625359000045 36.20671497200004,37.12976916000008 36.206664843000055,37.12991508200008 36.20662126900004,37.131268471000055 36.20632415700004,37.136776876000056 36.20508541000004,37.13444500400004 36.20256318100007,37.13468295000007 36.20001715800004,37.13241299200007 36.19957362700006,37.128148998000086 36.20012566200006,37.12702589200006 36.199744948000045,37.124874860000034 36.19843148500007,37.12123904300006 36.196965737000085,37.11718444200005 36.19540481100006,37.11238744800005 36.19298727900008,37.10839947200009 36.20788984300009,37.12018903500007 36.20784074300008,37.12485872700006 36.20679972900007,37.125513079000086 36.20843560800006,37.12551899200008 36.20852613100004,37.125531384000055 36.20861599600005,37.12555019200005 36.20870474000009,37.12557532000005 36.208791906000044,37.12560663700009 36.208877045000065,37.12564398100005 36.208959717000084,37.12568716200008 36.20903949600006,37.12573595500004 36.20911597200006,37.12579011000008 36.20918874900008,37.12584934700004 36.20925745400007,37.12591336100007 36.209321731000045,37.125981822000085 36.209381249000046,37.12605437700006 36.209435701000075,37.12613065100004 36.20948480800007,37.12621025300007 36.20952831500006,37.12629277100007 36.20956599900006,37.12637778100009 36.20959766400006,37.126464843000065 36.20962314900004,37.126553509000075 36.20964232100005,37.12664332300005 36.20965508200004,37.127833053000074 36.20828689200005,37.12790759600006 36.208154095000054,37.12798806900008 36.208024805000036,37.12807430600009 36.20789928600004,37.12816613200005 36.20777779700006,37.12826335900007 36.20766058500004,37.128365787000064 36.20754788900007,37.12847320700007 36.207439942000065,37.12858540000008 36.207336963000046,37.12870213500008 36.20723916400004,37.12882317300006 36.207146745000045,37.128948268000045 36.207059894000054,37.129077162000044 36.20697878900006,37.12920959300004 36.206903597000064))"
University of Aleppo,Inner,0.862069,37.12737641435392,36.20842217189235,"POLYGON((37.11542126100005 36.21321031800005,37.124034910000034 36.21264400600006,37.12801336900009 36.212967613000046,37.13132557800009 36.20803736900007,37.131413369000086 36.20794816100005,37.13150594100006 36.20786392400004,37.13160301100004 36.20778491400006,37.13170428700005 36.20771137100007,37.131809460000056 36.207643518000054,37.13191821000004 36.20758156100004,37.13203020900005 36.20752568800009,37.13214511500007 36.20747607000004,37.13226257900004 36.20743285600008,37.13238224600008 36.20739617800007,37.13250375100006 36.20736614800006,37.13262672600007 36.207342855000036,37.132750797000085 36.20732637200007,37.13287558800005 36.207316749000086,37.13300071900005 36.20731401300009,37.131268471000055 36.20632415700004,37.12991508200008 36.20662126900004,37.12976916000008 36.206664843000055,37.129625359000045 36.20671497200004,37.12948397200006 36.206771554000056,37.12934528900007 36.20683447200008,37.12920959300004 36.206903597000064,37.129077162000044 36.20697878900006,37.128948268000045 36.207059894000054,37.12882317300006 36.207146745000045,37.12870213500008 36.20723916400004,37.12858540000008 36.207336963000046,37.12847320700007 36.207439942000065,37.128365787000064 36.20754788900007,37.12826335900007 36.20766058500004,37.12816613200005 36.20777779700006,37.12807430600009 36.20789928600004,37.12798806900008 36.208024805000036,37.12790759600006 36.208154095000054,37.127833053000074 36.20828689200005,37.12664332300005 36.20965508200004,37.126553509000075 36.20964232100005,37.126464843000065 36.20962314900004,37.12637778100009 36.20959766400006,37.12629277100007 36.20956599900006,37.12621025300007 36.20952831500006,37.12613065100004 36.20948480800007,37.12605437700006 36.209435701000075,37.125981822000085 36.209381249000046,37.12591336100007 36.209321731000045,37.12584934700004 36.20925745400007,37.12579011000008 36.20918874900008,37.12573595500004 36.20911597200006,37.12568716200008 36.20903949600006,37.12564398100005 36.208959717000084,37.12560663700009 36.208877045000065,37.12557532000005 36.208791906000044,37.12555019200005 36.20870474000009,37.125531384000055 36.20861599600005,37.12551899200008 36.20852613100004,37.125513079000086 36.20843560800006,37.12485872700006 36.20679972900007,37.12018903500007 36.20784074300008,37.10839947200009 36.20788984300009,37.10682188900006 36.21367431300007,37.11542126100005 36.21321031800005))"
Al Myassar Jazmati,Outer,55.01,37.21973256395006,36.19157476782507,"POLYGON((37.20992150700005 36.20472849100008,37.22251121900007 36.194262955000056,37.222510484000054 36.194263016000036,37.225779997000075 36.191545004000034,37.22591112100008 36.191430539000066,37.226037570000074 36.191310928000064,37.22615914000005 36.19118636200005,37.22627563800006 36.19105704000009,37.226386878000085 36.19092316800004,37.22649268200007 36.19078496000009,37.226592882000034 36.19064263700005,37.226687318000074 36.19049642500005,37.226775839000084 36.190346558000044,37.226858303000085 36.19019327500007,37.226934580000034 36.190036821000035,37.227004547000035 36.189877445000036,37.22706809200008 36.18971540200005,37.227125115000035 36.18955095000007,37.227175524000074 36.18938435200005,37.22721923900008 36.18921587400007,37.22725619100004 36.189045784000086,37.227286319000086 36.188874353000074,37.22730957600004 36.18870185700007,37.22732592600005 36.188528569000084,37.22733534100007 36.18835476600009,37.22733780700008 36.18818072600004,37.22733332000007 36.18800672700007,37.22732188700007 36.18783304500005,37.22726478000004 36.18611983300008,37.216928402000065 36.18720486700005,37.214986761000034 36.18709065300004,37.206477809000035 36.188918079000075,37.20505013200005 36.18537744100007,37.19292744400008 36.18938953300005,37.19302733400008 36.19147489300008,37.193503226000075 36.19989818500005,37.194573984000044 36.20063581800008,37.20225964300005 36.201825548000045,37.20644749400009 36.20184934300005,37.20992150700005 36.20472849100008))"
Aleppo International Airport,Outer,1.39373,37.21622323532007,36.18112995778006,"POLYGON((37.206477809000035 36.188918079000075,37.214986761000034 36.18709065300004,37.216928402000065 36.18720486700005,37.22726478000004 36.18611983300008,37.230675817000076 36.18592834600008,37.231333659000086 36.18589140500006,37.239792642000054 36.18503479900005,37.239935410000044 36.18235790500006,37.241220319000035 36.182250830000044,37.24254092000007 36.181180072000075,37.24561042500005 36.18078746100008,37.24525350500005 36.177396729000066,37.244218440000054 36.17703981000005,37.24336183400004 36.17571920900008,37.24006960400004 36.176001442000086,37.237115749000054 36.17625458800006,37.23653268500004 36.17688251200008,37.235723764000056 36.17775364800008,37.22423096700004 36.17893148100006,37.22401681600007 36.17789641600007,37.22155407400004 36.17732534500004,37.22148269000007 36.17654012300005,37.20267305100003 36.176433047000046,37.20267834400005 36.176792842000054,37.202690690000054 36.177152463000084,37.20271008200007 36.17751177400004,37.20273651400004 36.17787063500003,37.20276997600007 36.17822890900004,37.20281045400009 36.17858645900009,37.202857933000075 36.17894314600005,37.202912395000055 36.179298834000065,37.20297381900008 36.17965338600004,37.20304218100006 36.180006666000054,37.203117456000086 36.180358538000064,37.20319961300004 36.18070886700008,37.20328862200006 36.181057518000046,37.203384448000065 36.181404357000076,37.20348705500004 36.18174925100004,37.20359640200007 36.18209206800009,37.20371244900008 36.182432675000086,37.20383515000009 36.18277094200005,37.203964459000076 36.18310673900004,37.20410032500007 36.18343993600007,37.20424269600005 36.183770406000065,37.20439151800008 36.18409802200006,37.204546734000076 36.184422658000074,37.20470828300006 36.18474418800008,37.20487610400005 36.185062490000064,37.20505013200005 36.18537744100007,37.206477809000035 36.188918079000075))"
Malkiyeh,Outer,0.691244,37.22821460431257,36.189625651687564,"POLYGON((37.240149562000056 36.19277994400005,37.239792642000054 36.18503479900005,37.231333659000086 36.18589140500006,37.230675817000076 36.18592834600008,37.22726478000004 36.18611983300008,37.22732188700007 36.18783304500005,37.22733332000007 36.18800672700007,37.22733780700008 36.18818072600004,37.22733534100007 36.18835476600009,37.22732592600005 36.188528569000084,37.22730957600004 36.18870185700007,37.227286319000086 36.188874353000074,37.22725619100004 36.189045784000086,37.22721923900008 36.18921587400007,37.227175524000074 36.18938435200005,37.227125115000035 36.18955095000007,37.22706809200008 36.18971540200005,37.227004547000035 36.189877445000036,37.226934580000034 36.190036821000035,37.226858303000085 36.19019327500007,37.226775839000084 36.190346558000044,37.226687318000074 36.19049642500005,37.226592882000034 36.19064263700005,37.22649268200007 36.19078496000009,37.226386878000085 36.19092316800004,37.22627563800006 36.19105704000009,37.22615914000005 36.19118636200005,37.226037570000074 36.191310928000064,37.22591112100008 36.191430539000066,37.225779997000075 36.191545004000034,37.222510484000054 36.194263016000036,37.240149562000056 36.19277994400005))"
Jibreen,Outer,1.57363,37.25474755481824,36.182776474000065,"POLYGON((37.27805437500007 36.19402916100006,37.27962482000004 36.170008503000076,37.255318625000086 36.17193586600007,37.261921630000074 36.17614751200006,37.24561042500005 36.18078746100008,37.24254092000007 36.181180072000075,37.241220319000035 36.182250830000044,37.239935410000044 36.18235790500006,37.239792642000054 36.18503479900005,37.240149562000056 36.19277994400005,37.27805437500007 36.19402916100006))"
Jabal Badro,Outer,13.245,37.20425425428578,36.21475054864292,"POLYGON((37.20782184400008 36.22190370000004,37.20832747900005 36.21904834700007,37.214781767000034 36.219524239000066,37.21504945700008 36.21244534200008,37.207316208000066 36.21000639500005,37.20369134100008 36.20989184500007,37.203691192000065 36.20989184100006,37.20214067000006 36.211176830000056,37.199785003000045 36.212199998000074,37.195692128000076 36.21248260200008,37.19569210100008 36.21248270600006,37.19498303700004 36.21518588400005,37.20276548900006 36.21836425200007,37.20782184400008 36.22190370000004))"
Hanano,Outer,31.2984,37.20663584686672,36.23477727446672,"POLYGON((37.21221789800006 36.239160741000035,37.21232497400007 36.238375519000044,37.21646523600003 36.23930350900008,37.21607262500004 36.22945254000007,37.20782184400008 36.22190370000004,37.20276548900006 36.21836425200007,37.19498303700004 36.21518588400005,37.19152827400006 36.22835653900006,37.20100980700005 36.237614938000036,37.203103733000034 36.243825332000085,37.20354476300008 36.245192675000055,37.20839886300007 36.24383638200004,37.20861301500008 36.24165917500005,37.20847024700004 36.240267190000054,37.21221789800006 36.239160741000035))"
Al Rashida,Outer,32.7719,37.06721926671435,36.176647123989845,"POLYGON((37.08231539600007 36.170390292000036,37.081678612000076 36.16641621200006,37.047414374000084 36.14888434400007,37.03587874700008 36.15762172500007,37.03609122600005 36.15787252300004,37.03630868400006 36.15811901500007,37.03653103600004 36.15836110300006,37.03675819100005 36.158598690000076,37.03699005900006 36.15883168000005,37.037226546000056 36.15905997900006,37.03746755800006 36.15928349700005,37.037712998000075 36.159502143000054,37.03796276700007 36.15971583000004,37.03821676600006 36.15992447200006,37.03847489300006 36.16012798500009,37.03873704300008 36.16032628800008,37.039003112000046 36.16051930100008,37.039272993000054 36.16070694700005,37.039546578000056 36.16088915100005,37.03982375700008 36.16106583900006,37.040104419000045 36.16123694000004,37.04038845200006 36.16140238700007,37.04067574000004 36.16156211200007,37.04655776800007 36.16573092800007,37.04467323500006 36.17069924200007,37.04524430500004 36.17321195300008,37.04467323500006 36.17549623600007,37.04798544400006 36.18234908300008,37.06289990600004 36.185957536000046,37.06899727500007 36.193393352000044,37.067510112000036 36.198300990000064,37.064552640000045 36.19854290200004,37.06088827000008 36.20420601900008,37.06126898400004 36.22119537100008,37.07654512300007 36.22114778100007,37.080732975000046 36.209869136000066,37.08922101600007 36.210302616000035,37.08609678400006 36.20238377000004,37.086467980000066 36.19799128500006,37.08696290700004 36.19802221800006,37.086591712000086 36.19378439800005,37.08702477300005 36.19140255700006,37.08665357700005 36.19087669700008,37.08730317000004 36.187226603000056,37.08850037000008 36.184465136000085,37.08368163100005 36.18297450700004,37.08335747400008 36.18286782600006,37.08303546700006 36.18275482300004,37.082715732000054 36.18263554100008,37.08239839300006 36.182510026000045,37.082083570000066 36.18237832600005,37.081771384000035 36.18224049200006,37.081461955000066 36.18209657600005,37.081155401000046 36.18194663300005,37.08085183900005 36.18179072000004,37.08055138600008 36.18162889800004,37.08025415700007 36.181461229000035,37.07996026500007 36.18128777600003,37.079669823000074 36.181108606000066,37.07938294300004 36.18092378700004,37.07909973400007 36.18073339100005,37.07882030400009 36.18053749000006,37.07854476000006 36.180336159000035,37.07827320900009 36.18012947500006,37.07800575300007 36.17991751800008,37.07774249600004 36.179700368000056,37.07372596600004 36.17562673100008,37.07365176600007 36.17552832900009,37.07358334800006 36.17542582200008,37.07352093800006 36.17531955100009,37.073464743000045 36.175209867000035,37.07341494800005 36.175097132000076,37.07337171800009 36.17498172100005,37.07333519700006 36.174864014000036,37.073305505000064 36.174744402000044,37.07328274100007 36.17462328100004,37.073266980000085 36.17450105100005,37.07325827400007 36.17437811700006,37.073256652000055 36.17425488500004,37.07326211900005 36.174131765000084,37.07327465700007 36.17400916200006,37.07329422500004 36.173887483000044,37.07332075800008 36.173767131000034,37.07335416800004 36.173648504000084,37.073394345000054 36.173531995000076,37.07344115500007 36.173417989000086,37.07349444400006 36.17330686300005,37.073554035000086 36.173198986000045,37.073619732000054 36.17309471400006,37.073691315000076 36.17299439300007,37.07376855000007 36.17289835400004,37.07385117900009 36.17280691600007,37.073938930000054 36.17272038100003,37.07403151300008 36.17263903500009,37.07412861900008 36.17256314800005,37.07422993000006 36.172492971000054,37.07433510800007 36.17242873500004,37.08231539600007 36.170390292000036))"
Mansoura,Outer,11.4983,37.05140985047065,36.19593286629418,"POLYGON((37.064552640000045 36.19854290200004,37.067510112000036 36.198300990000064,37.06899727500007 36.193393352000044,37.06289990600004 36.185957536000046,37.04798544400006 36.18234908300008,37.04663054000008 36.183996463000085,37.046249826000064 36.18699458400005,37.04220474200008 36.18647110300009,37.040253584000084 36.190230651000036,37.03378145000005 36.191325203000076,37.033115201000044 36.205268845000035,37.03925421100007 36.205173666000064,37.04253786700008 36.21055124800006,37.053435798000066 36.21297829900004,37.05719534700006 36.202175546000035,37.06281087500008 36.19860635400005,37.064552640000045 36.19854290200004))"
Khan Al Asal,Outer,10.9821,37.03813276447176,36.16207478950949,"POLYGON((37.036594068000056 36.158427990000064,37.03620453500008 36.158786074000034,37.03632654900008 36.15890968400004,37.03644362500006 36.159037982000086,37.03655558100007 36.15917077100005,37.03666224500006 36.15930784600005,37.03676345400004 36.159448997000084,37.03685905300006 36.15959400700007,37.036948893000044 36.15974265400007,37.03703283700008 36.159894707000035,37.03711075600006 36.160049935000075,37.03718253000005 36.160208098000055,37.037248049000084 36.160368952000056,37.03730721200009 36.16053225200005,37.03735992900005 36.16069774500005,37.037406117000046 36.16086517800005,37.037445706000085 36.16103429200007,37.03747863600006 36.16120482800005,37.037504855000066 36.16137652400005,37.03752432300007 36.16154911600006,37.03753701100004 36.16172233800006,37.03754289900007 36.16189592500007,37.037541977000046 36.16206960900007,37.03753424800004 36.16224312300005,37.03751972300006 36.16241620100004,37.037498424000034 36.162588577000065,37.03747038400007 36.16275998500004,37.03743564700005 36.162930162000066,37.037394265000046 36.16309884700007,37.03361687100005 36.16952339200009,37.03305174900004 36.176364342000056,37.04215318700005 36.176959208000085,37.04467323500006 36.17549623600007,37.04524430500004 36.17321195300008,37.04467323500006 36.17069924200007,37.04655776800007 36.16573092800007,37.04067574000004 36.16156211200007,37.04037579300007 36.16139517500005,37.04007940300005 36.161222001000056,37.03978669900005 36.16104266600007,37.03949781000006 36.16085724900006,37.039212862000056 36.160665830000084,37.038931980000086 36.16046849400004,37.03865528600005 36.16026532700005,37.03838290200008 36.16005641700008,37.038114947000054 36.15984185600007,37.03785153700005 36.159621738000055,37.03759278900009 36.15939615900004,37.037338816000045 36.159165217000066,37.03708972800007 36.15892901500007,37.03684563400009 36.15868765500005,37.03660664200004 36.158441243000084,37.036594068000056 36.158427990000064))"
