neighborhood,zone,percent_damaged,centroid_lon,centroid_lat,polygon_wkt
Marjeh,Inner,29.0513,37.17875160427542,36.1842059675363,"POLYGON((37.17970235300004 36.19340225700006,37.18377123100004 36.19278359700007,37.18377360000005 36.192813380000075,37.19302733400008 36.19147489300008,37.19292744400008 36.18938953300005,37.19130941100008 36.18984639000007,37.189177414000085 36.18697200100007,37.18818755800004 36.187562107000076,37.184608849000085 36.18662935900005,37.184646920000034 36.18289836400004,37.18217228100008 36.18198465100005,37.18144892500004 36.17884376200004,37.181286947000046 36.17870501500005,37.181120563000036 36.17857158500004,37.180949947000045 36.178443609000055,37.180775279000045 36.17832122400006,37.180596740000055 36.17820455600008,37.18041451800008 36.17809373000006,37.18022880400008 36.17798885900004,37.18003979300005 36.177890055000034,37.17984768300005 36.17779742100004,37.17965267500006 36.17771105400004,37.17945497300008 36.177631045000055,37.17925478500007 36.17755747700005,37.179052321000086 36.177490428000056,37.178847792000056 36.17742996700008,37.17864141400008 36.17737615900006,37.17843340200005 36.177329060000034,37.17822397400005 36.17728871800006,37.17801335000007 36.177255176000074,37.17780175100006 36.177228470000045,37.177589399000055 36.17720862800007,37.17737651500005 36.17719566900007,37.17716332300006 36.17718960800005,37.17695004700005 36.17719045200005,37.176736910000045 36.17719819800004,37.17652413500008 36.17721284000004,37.176311946000055 36.177234361000046,37.17610056500007 36.17726274000006,37.17589021300006 36.17729794600007,37.175681111000074 36.17733994300005,37.17324454300007 36.18211790100008,37.17321662400008 36.18815398400005,37.17459607700005 36.18846154400006,37.17472401900005 36.188514163000036,37.174849246000065 36.18857295400005,37.17497146000005 36.188637776000064,37.17509037000008 36.188708476000045,37.175205695000045 36.188784885000075,37.17531715900009 36.18886682300007,37.17542449900009 36.18895409400005,37.17552745900008 36.189046492000045,37.17562579600008 36.18914379600005,37.17571927400007 36.189245776000064,37.175807673000065 36.18935218900009,37.17589078200007 36.18946278300007,37.17596840400006 36.18957729500005,37.176040354000065 36.18969545200008,37.176106462000064 36.18981697500004,37.17616657100007 36.189941575000034,37.17622053700006 36.19006895500007,37.17626823300009 36.19019881400004,37.17630954500004 36.19033084200004,37.17634437500004 36.19046472600007,37.17637264100006 36.190600148000044,37.176394275000064 36.19073678700005,37.17640922600009 36.190874317000066,37.176632848000054 36.193235694000066,37.17970235300004 36.19340225700006))"
Salheen,Inner,15.9778,37.164869412250056,36.18491302325006,"POLYGON((37.16815725500004 36.190702996000084,37.16812870200005 36.187019590000034,37.17321662400008 36.18815398400005,37.17324454300007 36.18211790100008,37.175681111000074 36.17733994300005,37.16018606100005 36.176673694000044,37.16003011500004 36.17697141300005,37.15955788300005 36.17787294200008,37.15955788300005 36.180423724000036,37.159329455000034 36.18240343600007,37.16015155900004 36.185320655000055,37.16051827800004 36.19028214700006,37.161490006000065 36.19026041600006,37.16424542100009 36.191202683000085,37.16625844500004 36.191159852000055,37.16815725500004 36.190702996000084))"
Karm ad-Dada,Inner,15.7399,37.1549968748572,36.179149543428636,"POLYGON((37.16018606100005 36.176673694000044,37.16094748800003 36.17178152200006,37.14815550600008 36.17347569800006,37.146956258000046 36.174046769000086,37.147508293000044 36.18101383100009,37.14580340900005 36.18280794400005,37.147630835000086 36.18397863900009,37.15395544200004 36.18464964700007,37.16015155900004 36.185320655000055,37.159329455000034 36.18240343600007,37.15955788300005 36.180423724000036,37.15955788300005 36.17787294200008,37.16003011500004 36.17697141300005,37.16018606100005 36.176673694000044))"
As-Sukkari,Inner,53.5067,37.143294483902025,36.17231417623535,"POLYGON((37.146956258000046 36.174046769000086,37.14606158000004 36.17332341300005,37.145914005000066 36.17332703400007,37.145766422000065 36.17332376100006,37.14561915300004 36.173313601000075,37.145472519000066 36.17329657600004,37.14532683900006 36.17327272300008,37.14518243200007 36.173242094000045,37.14503961300005 36.173204756000075,37.14489869200008 36.17316079100004,37.14475997800008 36.173110293000036,37.14462377400008 36.17305337500005,37.14449037500009 36.17299015900005,37.14436007300009 36.17292078300005,37.14423315300007 36.17284539900004,37.144109891000085 36.172764172000086,37.14399055500007 36.17267727800004,37.14387540700005 36.172584906000054,37.14376469800004 36.17248726000008,37.14365866800006 36.17238455000006,37.14355755000008 36.172277002000044,37.14346156300007 36.17216485000006,37.143370917000084 36.17204833900007,37.143285811000055 36.17192772300007,37.14320642800004 36.17180326400006,37.14313294400006 36.171675235000066,37.14306551700008 36.17154391400004,37.14300429500008 36.171409588000074,37.142949412000064 36.17127255100007,37.142900987000075 36.17113310000008,37.142859125000086 36.170991540000045,37.14282391900008 36.17084818100005,37.14279544500005 36.17070333300006,37.14277376500007 36.17055731500005,37.142758926000056 36.17041044300004,37.14275096100005 36.17026303800009,37.142749887000036 36.170115423000084,37.14275570600006 36.169967918000054,37.14276840600007 36.16982084600005,37.14290165600005 36.16612792300009,37.14208312200009 36.16104539400004,37.13859959100006 36.16300607000005,37.133003098000074 36.165556852000066,37.13572520200006 36.17081070200004,37.13793334200005 36.17463687500009,37.13993208900007 36.17614069500007,37.137723949000076 36.17832979900004,37.14477302100005 36.18223683800005,37.14580340900005 36.18280794400005,37.147508293000044 36.18101383100009,37.146956258000046 36.174046769000086))"
Sheikh Said,Inner,30.7908,37.1561988584678,36.15765739283877,"POLYGON((37.15552235000007 36.155965268000045,37.155258949000086 36.15595638700006,37.15499540600007 36.15595443300003,37.15473190300008 36.15595940500009,37.154468621000035 36.15597130200007,37.154205743000034 36.155990114000076,37.15394345000004 36.15601582900007,37.15368192400007 36.15604842800008,37.15342134400004 36.15608789000004,37.15316189200007 36.15613418600009,37.15282973500007 36.15620026000005,37.15249898600007 36.156273052000074,37.152169780000065 36.156352533000074,37.15184225300004 36.156438671000046,37.151516539000056 36.156531430000086,37.15119277200006 36.156630773000074,37.15087108600005 36.15673665700007,37.15055161100008 36.156849040000054,37.15023448100004 36.15696787600007,37.14991982400005 36.157093115000066,37.149607770000046 36.15722470700007,37.14929844800008 36.15736259700009,37.148991985000066 36.157506728000044,37.14868850500005 36.15765704200004,37.14539533100009 36.15916086100009,37.147241793000035 36.16245403500005,37.147755757000084 36.17250487800004,37.14815550600008 36.17347569800006,37.16094748800003 36.17178152200006,37.16481173300008 36.157942577000085,37.16450766000008 36.15792708300006,37.16420399300006 36.157905016000086,37.163900874000035 36.157876386000055,37.16359844500005 36.15784120700005,37.16329684800007 36.15779949600005,37.16299622400004 36.15775127100005,37.16269671300006 36.157696555000086,37.16239845600006 36.15763537400005,37.16210159100007 36.15756775600005,37.16180625900006 36.15749373400007,37.16151259600008 36.15741334100005,37.16122074100008 36.157326616000034,37.16093083000004 36.15723359800006,37.16064299900006 36.157134332000055,37.160357382000086 36.15702886400004,37.160027831000036 36.156929897000055,37.15969673700005 36.15683622200004,37.15936418500007 36.15674786300008,37.159030260000065 36.156664842000055,37.158695048000084 36.15658718100008,37.15835863500007 36.15651490000005,37.15810870000007 36.15643128600004,37.15785665400006 36.156354269000076,37.15760267100006 36.15628390300009,37.15734692600006 36.15622023700007,37.15708959600005 36.15616331500007,37.15683085900008 36.15611317500009,37.15657089400008 36.156069853000076,37.15630987900005 36.156033378000075,37.15604799700009 36.156003776000034,37.15578542700007 36.155981068000074,37.15552235000007 36.155965268000045))"
Al Ansari Mashad,Inner,35.8092,37.1372131309546,36.18358601931825,"POLYGON((37.14477302100005 36.18223683800005,37.137723949000076 36.17832979900004,37.137381307000055 36.178805691000036,37.134773417000076 36.177549336000084,37.133003098000074 36.17779679900008,37.12984317400009 36.17684501500008,37.132451063000076 36.17954808300004,37.132374921000064 36.18065215300004,37.13288888400007 36.18272704300006,37.13268573100004 36.183331887000065,37.131213744000036 36.18771439300008,37.13517316700006 36.19136924500009,37.13555637800005 36.19175338200006,37.13611195300007 36.19046405700004,37.13734600300006 36.18879444300006,37.138489769000046 36.187416142000075,37.13945996800004 36.18632786100005,37.14051663500004 36.18510580800006,37.141920937000066 36.18445208800006,37.144874677000075 36.182876633000035,37.14535406400006 36.18255889100004,37.14477302100005 36.18223683800005))"
Saad Al Ansari,Inner,21.6049,37.131486572666724,36.19540790433339,"POLYGON((37.128148998000086 36.20012566200006,37.13241299200007 36.19957362700006,37.13468295000007 36.20001715800004,37.13532540500006 36.197899438000036,37.134944691000044 36.19340225700006,37.135587145000045 36.19178422300007,37.13517316700006 36.19136924500009,37.131213744000036 36.18771439300008,37.12904367500005 36.187562107000076,37.12613121500004 36.19557613200004,37.12702589200006 36.199744948000045,37.128148998000086 36.20012566200006))"
Sayf Al-Dawla,Inner,26.1667,37.127785898111156,36.19110226777784,"POLYGON((37.131213744000036 36.18771439300008,37.13268573100004 36.183331887000065,37.126645179000036 36.18287932800007,37.12123904300006 36.196965737000085,37.124874860000034 36.19843148500007,37.12702589200006 36.199744948000045,37.12613121500004 36.19557613200004,37.12904367500005 36.187562107000076,37.131213744000036 36.18771439300008))"
Salahaddine,Inner,27.2907,37.12044377444451,36.187454238555624,"POLYGON((37.12123904300006 36.196965737000085,37.126645179000036 36.18287932800007,37.12698782100006 36.18057601000004,37.12398018200008 36.180404689000056,37.11811719000008 36.17823462000007,37.11621362200009 36.18266993600008,37.11238744800005 36.19298727900008,37.11718444200005 36.19540481100006,37.12123904300006 36.196965737000085))"
Ard As-Sabbage,Inner,50.3373,37.12561182669452,36.173023447277856,"POLYGON((37.12984317400009 36.17684501500008,37.12902464000007 36.17589323100009,37.12864392600005 36.17395159000006,37.127520820000086 36.17242873500004,37.127520820000086 36.16856449100004,37.12578857300008 36.168773883000085,37.12557890800008 36.16883055800008,37.12537121100007 36.16889406900009,37.125165706000075 36.16896434800009,37.12496261200005 36.16904131800004,37.12476214800006 36.16912489900005,37.124564529000054 36.169214999000076,37.124369966000074 36.16931152300009,37.12417866900006 36.16941436600007,37.12399084200007 36.169523420000075,37.12380668700007 36.16963856500007,37.12362640200007 36.169759680000084,37.12345018000008 36.16988663300009,37.12327821000008 36.170019290000084,37.12311067700006 36.170157507000056,37.122947759000056 36.17030113700008,37.12278963300008 36.17045002400005,37.12263646700006 36.17060401100008,37.122488426000075 36.17076293000008,37.12234566900008 36.17092661200007,37.12220834900006 36.171094882000034,37.12207661300005 36.17126755800007,37.11811719000008 36.17823462000007,37.12398018200008 36.180404689000056,37.12698782100006 36.18057601000004,37.126645179000036 36.18287932800007,37.13268573100004 36.183331887000065,37.13288888400007 36.18272704300006,37.132374921000064 36.18065215300004,37.132451063000076 36.17954808300004,37.12984317400009 36.17684501500008))"
Tal Az-Zarazi (Al-Ameria),Inner,61.4205,37.13355377364293,36.17468854357149,"POLYGON((37.137723949000076 36.17832979900004,37.13993208900007 36.17614069500007,37.13793334200005 36.17463687500009,37.13572520200006 36.17081070200004,37.133003098000074 36.165556852000066,37.127520820000086 36.16856449100004,37.127520820000086 36.17242873500004,37.12864392600005 36.17395159000006,37.12902464000007 36.17589323100009,37.12984317400009 36.17684501500008,37.133003098000074 36.17779679900008,37.134773417000076 36.177549336000084,37.137381307000055 36.178805691000036,37.137723949000076 36.17832979900004))"
Hamadaniyah,Outer,1.85425,37.10627224850709,36.174245521098655,"POLYGON((37.091326268000046 36.16831145200007,37.08950771000008 36.17252327300008,37.08430836600007 36.183168453000064,37.105896279000035 36.18984639000007,37.10618415400006 36.18992867600008,37.106470011000056 36.19001771900008,37.10675369200004 36.19011346800005,37.107035040000085 36.19021587100008,37.107313899000076 36.19032487100009,37.10759011300007 36.19044040700004,37.10786353000009 36.190562416000034,37.108133998000085 36.19069082900006,37.108401367000056 36.190825576000066,37.10866548900009 36.190966582000044,37.10892621800008 36.19111376800004,37.109183408000035 36.19126705300005,37.10943691700004 36.191426352000065,37.11238744800005 36.19298727900008,37.11621362200009 36.18266993600008,37.11811719000008 36.17823462000007,37.12207661300005 36.17126755800007,37.12220230500009 36.17110255300008,37.122333096000034 36.170941559000084,37.12246885900004 36.17078473400005,37.122609460000035 36.17063223300005,37.122754762000056 36.17048420300006,37.12290462200008 36.17034079100006,37.12305889500004 36.17020213600006,37.12321742900008 36.17006837300005,37.12338006900006 36.16993963500005,37.12354665500004 36.16981604600005,37.123717026000065 36.169697728000074,37.12389101400004 36.16958479600004,37.12406844900005 36.169477362000066,37.12466546700006 36.16827895500006,37.10799020400009 36.169478204000086,37.107516575000034 36.16947906100006,37.10704298100006 36.16947311500007,37.106569523000076 36.16946036600007,37.10609629600009 36.169440817000066,37.10562339900008 36.169414473000074,37.10515092900005 36.16938133700006,37.10467898300004 36.169341419000034,37.10420766000004 36.16929472400005,37.10373705600006 36.16924126400005,37.10326726900007 36.16918105000008,37.102798395000036 36.169114093000076,37.10233053200005 36.16904040700007,37.10186377500008 36.168960008000056,37.10139822200006 36.16887291300009,37.10093396700006 36.16877913800005,37.10047110800008 36.16867870500005,37.09988114600009 36.16858790100008,37.099290360000055 36.16850263200007,37.09869880000008 36.168422906000046,37.098106519000055 36.16834872800007,37.09751356800007 36.168280107000044,37.09692000000007 36.16821704700004,37.096325867000076 36.168159554000056,37.09573122100005 36.16810763400008,37.09529342500008 36.16809683300005,37.094855513000084 36.16809286400007,37.09441759300006 36.16809573000006,37.09397977100008 36.16810543000008,37.09354215400003 36.168121960000065,37.09310484700006 36.168145318000086,37.09266795900004 36.16817549700005,37.092231595000044 36.16821249000009,37.09179586100004 36.168256288000066,37.091360863000034 36.168306880000046,37.091326268000046 36.16831145200007))"
New Aleppo,Outer,0.75188,37.09323455888895,36.19786479200006,"POLYGON((37.100381420000076 36.20736759600004,37.10064513100008 36.19960090300009,37.10063506100005 36.19960026200005,37.10064980400006 36.19946327200006,37.101820245000056 36.18858579800008,37.08851316700009 36.184469095000054,37.08850037000008 36.184465136000085,37.08730317000004 36.187226603000056,37.08665357700005 36.19087669700008,37.08702477300005 36.19140255700006,37.086591712000086 36.19378439800005,37.08696290700004 36.19802221800006,37.086467980000066 36.19799128500006,37.08609678400006 36.20238377000004,37.08922101600007 36.210302616000035,37.10004756300009 36.21129247200008,37.10032596000008 36.20736398200006,37.100381420000076 36.20736759600004))"
Al Wafa,Inner,26.2,37.10143336180006,36.22574436620007,"POLYGON((37.10852320400005 36.22719203000008,37.10589389900008 36.220479571000055,37.090674867000075 36.22307794200009,37.09355163500004 36.23078025800004,37.10852320400005 36.22719203000008))"
Az Zahraa,Inner,1.34048,37.10368113325008,36.21803670328577,"POLYGON((37.10620322900007 36.21565402400006,37.09407749600007 36.215220962000046,37.08928288200008 36.215468426000086,37.089623145000076 36.22044863800005,37.090674867000075 36.22307794200009,37.10589389900008 36.220479571000055,37.10583787100006 36.220262819000084,37.10578841100005 36.220044474000076,37.105745564000074 36.21982473600008,37.10570936800008 36.21960380500008,37.10567985800009 36.21938188200005,37.10565705800008 36.21915916900008,37.105640992000076 36.21893587000005,37.10563167200007 36.21871218800004,37.10562910800007 36.218488326000056,37.10563330200006 36.218264489000035,37.10564425000007 36.218040880000046,37.10566194200004 36.21781770400008,37.105686362000085 36.217595163000055,37.10571748800004 36.21737346100008,37.10575529100004 36.217152799000075,37.10579973700004 36.21693337900007,37.105850786000076 36.216715400000055,37.10590839000008 36.216499061000036,37.105972498000085 36.21628456000008,37.106043051000086 36.21607209100006,37.10611998500008 36.21586184900008,37.10620322900007 36.21565402400006))"
Al Ghazali,Inner,1.25224,37.10732569444834,36.21846657589661,"POLYGON((37.11602877800004 36.22055747700006,37.11542126100005 36.21321031800005,37.10682188900006 36.21367431300007,37.10620322900007 36.21565402400006,37.10611998500008 36.21586184900008,37.106043051000086 36.21607209100006,37.105972498000085 36.21628456000008,37.10590839000008 36.216499061000036,37.105850786000076 36.216715400000055,37.10579973700004 36.21693337900007,37.10575529100004 36.217152799000075,37.10571748800004 36.21737346100008,37.105686362000085 36.217595163000055,37.10566194200004 36.21781770400008,37.10564425000007 36.218040880000046,37.10563330200006 36.218264489000035,37.10562910800007 36.218488326000056,37.10563167200007 36.21871218800004,37.105640992000076 36.21893587000005,37.10565705800008 36.21915916900008,37.10567985800009 36.21938188200005,37.10570936800008 36.21960380500008,37.105745564000074 36.21982473600008,37.10578841100005 36.220044474000076,37.10583787100006 36.220262819000084,37.10589389900008 36.220479571000055,37.10852320400005 36.22719203000008,37.11641111700004 36.22518138600009,37.11602877800004 36.22055747700006))"
Andalus,Inner,0.955414,37.123086027166714,36.22178539600006,"POLYGON((37.12687122700004 36.22151463700004,37.12519608700006 36.219420711000055,37.11602877800004 36.22055747700006,37.11641111700004 36.22518138600009,37.12713772700005 36.22252352800007,37.12687122700004 36.22151463700004))"
Shahba,Inner,0.198413,37.12646566542507,36.21479339595006,"POLYGON((37.11602877800004 36.22055747700006,37.12519608700006 36.219420711000055,37.12814661900006 36.219687210000075,37.12940297400007 36.21677475000007,37.12778494000008 36.21553743000004,37.127703128000064 36.21548133300007,37.12762533400007 36.21541978500005,37.12755192100008 36.215353072000084,37.12748323000005 36.215281505000064,37.12741958300006 36.215205419000085,37.127361276000045 36.21512516700005,37.12730858000009 36.21504112400004,37.12726174100004 36.214953681000054,37.12722097800008 36.21486324600005,37.127186480000034 36.214770240000064,37.12715840900006 36.214675097000054,37.127136894000046 36.21457826100004,37.12712203700005 36.214480183000035,37.12711390700008 36.21438131900004,37.12711254100009 36.21428213100006,37.127117946000055 36.214183081000044,37.12713009700008 36.21408463000006,37.12714893600008 36.21398723800007,37.127174377000074 36.21389135900006,37.12720630100006 36.213797438000086,37.127244558000086 36.21370591500005,37.12728897100004 36.213617216000046,37.127339333000066 36.21353175300004,37.12739540800004 36.21344992600007,37.127456936000044 36.21337211600007,37.12752363000004 36.21329868500004,37.127595178000036 36.21322997600004,37.12767124800007 36.21316630800004,37.12775148500009 36.213107980000075,37.12783551400008 36.21305526200007,37.127922944000034 36.213008400000035,37.12801336900009 36.212967613000046,37.124034910000034 36.21264400600006,37.11542126100005 36.21321031800005,37.11602877800004 36.22055747700006))"
Al Mohafaza,Inner,0.220751,37.13210229340005,36.21083420137785,"POLYGON((37.138711425000054 36.21523285900008,37.14289209100008 36.21129580300004,37.136776876000056 36.20508541000004,37.131268471000055 36.20632415700004,37.13300071900005 36.20731401300009,37.13287558800005 36.207316749000086,37.132750797000085 36.20732637200007,37.13262672600007 36.207342855000036,37.13250375100006 36.20736614800006,37.13238224600008 36.20739617800007,37.13226257900004 36.20743285600008,37.13214511500007 36.20747607000004,37.13203020900005 36.20752568800009,37.13191821000004 36.20758156100004,37.131809460000056 36.207643518000054,37.13170428700005 36.20771137100007,37.13160301100004 36.20778491400006,37.13150594100006 36.20786392400004,37.131413369000086 36.20794816100005,37.13132557800009 36.20803736900007,37.12801336900009 36.212967613000046,37.12827071900006 36.21301814800006,37.12852933400006 36.21306174400007,37.128789029000075 36.21309836900008,37.12904961500004 36.21312799600008,37.12931090400008 36.21315060500007,37.129572705000044 36.21316617800005,37.129834832000085 36.213174705000085,37.130097092000085 36.21317617900007,37.13035929800009 36.21317059900008,37.130621258000076 36.213157969000065,37.130811100000074 36.213139821000084,37.131000146000076 36.21311469400007,37.13118813700004 36.21308262300005,37.131374821000065 36.21304365100008,37.13155994200008 36.21299783200004,37.131743251000046 36.212945226000045,37.131924499000036 36.21288590700004,37.13210343900005 36.212819953000064,37.13227982900008 36.212747455000056,37.132453430000055 36.21266851000007,37.13262400600007 36.21258322700004,37.132791326000074 36.21249172000006,37.138083248000044 36.214509503000045,37.138711425000054 36.21523285900008))"
Al Sirian (Syriac Quarter),Inner,1.72684,37.15098505361544,36.21958576674364,"POLYGON((37.158795447000045 36.22501883000007,37.15842080800007 36.22451410700006,37.15796867600005 36.22403051200007,37.15494100600006 36.219666852000046,37.15449710900009 36.21926006600006,37.153826149000054 36.218782367000074,37.15199263900007 36.21749678700007,37.15076637000004 36.21677389300004,37.150128830000085 36.21644112700005,37.14963888500006 36.21629048300008,37.149119443000075 36.21614346000007,37.14843509200006 36.21597243200006,37.14781511500007 36.21554717100008,37.14663081400005 36.21473479900004,37.14536496100004 36.21386645700005,37.14396007300007 36.212902703000054,37.14327620800009 36.21239359000003,37.14306283800005 36.211926884000036,37.14289209100008 36.21129580300004,37.138711425000054 36.21523285900008,37.14006295900003 36.21650825100005,37.14301349100003 36.21812628400005,37.152017371000056 36.22168595800008,37.15222242900006 36.22179750100008,37.152424033000045 36.221915170000045,37.15262200300009 36.222038857000086,37.152816157000075 36.22216845100007,37.15300632100008 36.22230383200008,37.15319232100006 36.22244488000007,37.153373989000045 36.22259146500005,37.15355116000006 36.22274345500006,37.15372367200007 36.22290071200007,37.15389137100004 36.223063094000054,37.15405410300008 36.22323045200005,37.15421172100008 36.22340263500007,37.15436408100004 36.22357948700005,37.15451104600004 36.22376084800004,37.156319437000036 36.22627355900005,37.158795447000045 36.22501883000007))"
Sheikh Abu Bakr,Inner,1.5625,37.1679363864616,36.21524866823083,"POLYGON((37.16832727800005 36.21640447400006,37.16839991300009 36.21581677900008,37.16985138400008 36.21434151300008,37.17027968700006 36.21189066900007,37.169113751000054 36.21224758800008,37.16663911200004 36.212699685000075,37.16516384600004 36.21277106900004,37.16672277500004 36.21761073600004,37.16701050000006 36.21763680000004,37.16732250000007 36.21716280000004,37.16773660000007 36.216796000000045,37.16827840000008 36.21645010000009,37.16832727800005 36.21640447400006))"
Jabriyeh,Inner,2.07469,37.163395035111165,36.21587033122227,"POLYGON((37.16416447200004 36.21831521300004,37.16675808500008 36.21772034800006,37.16516384600004 36.21277106900004,37.16190398400005 36.212842453000064,37.16057473600006 36.21345060600004,37.16056753400005 36.21345390100004,37.16323648200006 36.21810106200007,37.16402170500004 36.217863116000046,37.16416447200004 36.21831521300004))"
Suleimaniyeh,Inner,0.626305,37.15949054300006,36.216764708428634,"POLYGON((37.157142339000075 36.214932726000086,37.158451900000045 36.21914130000005,37.161629798000035 36.22228316800005,37.16323648200006 36.21810106200007,37.16056753400005 36.21345390100004,37.158263409000085 36.21450807600007,37.157142339000075 36.214932726000086))"
Bostan Pasha,Inner,36.9784,37.16415141253852,36.226586574769286,"POLYGON((37.17192870100007 36.22612127300005,37.16953943800007 36.22228886400006,37.167495718000055 36.22274101100004,37.16437862400005 36.222764805000054,37.16161844900006 36.22231270800006,37.16027886000006 36.22377988300008,37.15913671900006 36.22484588200007,37.161497144000066 36.22646391500007,37.16163182400004 36.226560160000076,37.161762466000084 36.226661817000036,37.16188885300005 36.22676871800007,37.162010775000056 36.22688068500008,37.16212802800004 36.22699753200004,37.16224041900006 36.22711906400008,37.162347759000056 36.22724507800007,37.162449870000046 36.22737536600005,37.16254658300005 36.22750971000005,37.16263773500009 36.227647887000046,37.16272317600004 36.227789666000035,37.16280276300006 36.22793481300005,37.162876364000056 36.22808308400005,37.16294385600008 36.22823423400007,37.16431442600009 36.231318016000046,37.16844517000004 36.23009973200004,37.174384305000046 36.22958576800005,37.17192870100007 36.22612127300005))"
Trab Al-Hellok,Inner,32.2862,37.16960807763643,36.23250688118188,"POLYGON((37.16412406900008 36.23402108400006,37.16854034900007 36.23360229800005,37.16852131300004 36.23386879800006,37.176877980000086 36.23398301200007,37.176173659000085 36.23308833500005,37.17560258900005 36.23089923100008,37.174384305000046 36.22958576800005,37.16844517000004 36.23009973200004,37.16431442600009 36.231318016000046,37.16458092500005 36.23308833500005,37.16412406900008 36.23402108400006))"
Sheikh Kheder,Inner,8.85154,37.17596420564713,36.223195827529466,"POLYGON((37.18029721800008 36.21781552600004,37.178060524000045 36.216673385000036,37.176347313000065 36.217767937000076,37.174086825000074 36.220313960000055,37.172159461000035 36.22143230700004,37.17018450900008 36.22214614500007,37.16953943800007 36.22228886400006,37.17192870100007 36.22612127300005,37.17237783000007 36.22675492800005,37.17238192600007 36.22676070600005,37.17562162400009 36.227034986000035,37.17953853600005 36.227076826000086,37.179534698000055 36.227014126000086,37.17951199600009 36.22664332700003,37.17982132600008 36.22614364000009,37.17970235300004 36.22452560600004,37.18029721800008 36.21781552600004))"
Sheikh Fares,Inner,9.47776,37.1769313963334,36.22900551400006,"POLYGON((37.17999983300007 36.23067080200008,37.179583379000064 36.22780926300004,37.17953853600005 36.227076826000086,37.17562162400009 36.227034986000035,37.17238192600007 36.22676070600005,37.174384305000046 36.22958576800005,37.17541964700007 36.23070199600005,37.17545348400006 36.230738477000045,37.17999983300007 36.23067080200008))"
Haydariyeh,Outer,9.45968,37.18820477000006,36.240138933875066,"POLYGON((37.191527851000046 36.22835655300008,37.190800600000046 36.23074800000006,37.182160810000084 36.23124057900009,37.183949072000075 36.233236730000044,37.187922772000036 36.235996905000036,37.18237862800004 36.23980404300005,37.18435358000005 36.24170761100004,37.184581034000075 36.241849425000055,37.18481220800004 36.24198509100006,37.18504693500006 36.24211451100007,37.185285047000036 36.24223759200004,37.18552637400006 36.24235424600005,37.185770740000066 36.24246438900008,37.18601797100007 36.24256794200005,37.18626789000007 36.24266483000008,37.18652031500005 36.242754983000054,37.18677506700004 36.24283833800007,37.18703196200005 36.24291483300004,37.18729081500004 36.24298441500008,37.18755144000005 36.24304703200005,37.187813650000066 36.243102641000064,37.18807725700009 36.24315120000006,37.18834207000009 36.243192676000035,37.18860790100007 36.24322703800004,37.18887455600009 36.24325426100006,37.189707368000086 36.244800911000084,37.19080192000007 36.245181624000054,37.19158714200006 36.246514123000054,37.203103733000034 36.243825332000085,37.20100980700005 36.237614938000036,37.19152827400006 36.22835653900006,37.191527851000046 36.22835655300008))"
Ayn at-Tal,Outer,12.6408,37.167137387116334,36.24102642332563,"POLYGON((37.18237862800004 36.23980404300005,37.18078620000006 36.238114400000086,37.177999500000055 36.238944900000035,37.17661600000008 36.23472380000004,37.17649784300005 36.23397782900008,37.16852131300004 36.23386879800006,37.16854034900007 36.23360229800005,37.16412406900008 36.23402108400006,37.16379503700006 36.234973737000075,37.16431851900006 36.239780248000045,37.16435946300004 36.239921292000076,37.16439372200006 36.24006410800007,37.164421222000044 36.240208377000044,37.16444190000004 36.24035378100007,37.164455710000084 36.240499997000086,37.16446262300008 36.24064670200005,37.16446262300008 36.24079356900006,37.164455710000084 36.240940273000035,37.16444190000004 36.241086489000054,37.164421222000044 36.24123189300008,37.16439372200006 36.24137616300004,37.16435946300004 36.241518978000045,37.16431851900006 36.241660022000076,37.16424966900007 36.24181925100004,37.16418693700007 36.24198098800008,37.164130416000035 36.24214499900006,37.16408018700008 36.242311045000065,37.16403632300006 36.24247888500008,37.16399888800004 36.24264827400009,37.16396793600006 36.24281896800005,37.16394351300005 36.242990717000055,37.163925653000035 36.24316327200006,37.163914383000076 36.24333638200005,37.16390972000005 36.24350979600007,37.16391166900007 36.24368326200005,37.16392022800005 36.24385652700005,37.16393538500006 36.244029341000044,37.16395711800004 36.24420145100004,37.163985394000065 36.24437260800005,37.16981507400004 36.250749563000056,37.17317011400007 36.248584254000036,37.176525154000046 36.24353979600005,37.18237862800004 36.23980404300005))"
