Title,Note,URL,Tags,Comment
Bobo,,https://www.google.com/maps/place/Bobo/data=!4m2!3m1!1s0x89c259944267a79f:0xbccc191d636273a9,,
Cơm Tấm Ninh Kiều,,https://www.google.com/maps/place/C%C6%A1m+T%E1%BA%A5m+Ninh+Ki%E1%BB%81u/data=!4m2!3m1!1s0x89c2f385ce1e53c9:0x35f2612b1752f7d8,,
Metro Private Cinema - Chelsea,,https://www.google.com/maps/place/Metro+Private+Cinema+-+Chelsea/data=!4m2!3m1!1s0x89c2592fea96cfcb:0xd6f90f06cebe538f,,
The Picower Institute for Learning and Memory,,https://www.google.com/maps/place/The+Picower+Institute+for+Learning+and+Memory/data=!4m2!3m1!1s0x89e370abe261457f:0x4265ccbeeb5a894a,,
Manuela,,https://www.google.com/maps/place/Manuela/data=!4m2!3m1!1s0x89c2591c8e9ee95f:0x297555d60a1750b4,,
Kubeh,,https://www.google.com/maps/place/Kubeh/data=!4m2!3m1!1s0x89c2599653bcf5e5:0x8968bab67ee4f96,,
Taiwan Bear House,,https://www.google.com/maps/place/Taiwan+Bear+House/data=!4m2!3m1!1s0x89c25b292e210497:0xf80fe97b200489db,,
Corning Museum of Glass,,https://www.google.com/maps/place/Corning+Museum+of+Glass/data=!4m2!3m1!1s0x89d0484af286aa35:0x86187db0a73cfd52,,
Bel Ami Cafe,,https://www.google.com/maps/place/Bel+Ami+Cafe/data=!4m2!3m1!1s0x89c2590077a950fd:0x48e75357466380e3,,
Café Maud,,https://www.google.com/maps/place/Caf%C3%A9+Maud/data=!4m2!3m1!1s0x89c259eb7fdbc5d1:0x3e85546d583f330f,,
Living with Green,,https://www.google.com/maps/place/Living+with+Green/data=!4m2!3m1!1s0x89c25984103e3bef:0xb50b98c08180669d,,
Bonsai Shop by Dandy Farmer,,https://www.google.com/maps/place/Bonsai+Shop+by+Dandy+Farmer/data=!4m2!3m1!1s0x89c25b06d7be6c5d:0xf44adc05e72ece00,,
KINKA,,https://www.google.com/maps/place/KINKA/data=!4m2!3m1!1s0x89c25974e41c1305:0xa6b159da4ec61d4f,,
William White Emporium,,https://www.google.com/maps/place/William+White+Emporium/data=!4m2!3m1!1s0x89c259716fa8924b:0x3e5a961a3ceb755,,
TOAST,,https://www.google.com/maps/place/TOAST/data=!4m2!3m1!1s0x89c2590066baecc7:0x57a931133bca3aee,,
Bookmarc,,https://www.google.com/maps/place/Bookmarc/data=!4m2!3m1!1s0x89c25994deff8841:0xdd6b8f0f6beb7b78,,
Radegast Hall & Biergarten,,https://www.google.com/maps/place/Radegast+Hall+%26+Biergarten/data=!4m2!3m1!1s0x89c25960c364fbd7:0xecfd0195d5254e09,,
Hold Fast Kitchen and Spirits,,https://www.google.com/maps/place/Hold+Fast+Kitchen+and+Spirits/data=!4m2!3m1!1s0x89c259af2a90ecb7:0xc812f1fa4c20eef5,,
GRDN,,https://www.google.com/maps/place/GRDN/data=!4m2!3m1!1s0x89c25a4d93bdf671:0x1921e0181481ec30,,
Steppe,,https://www.google.com/maps/place/Steppe/data=!4m2!3m1!1s0x89c25b3a8139375d:0x7e6af1f73fad7c73,,
Teak New York,,https://www.google.com/maps/place/Teak+New+York/data=!4m2!3m1!1s0x89c259341af109c3:0x7d00818c9aed2064,,
Rose Shack,,https://www.google.com/maps/place/Rose+Shack/data=!4m2!3m1!1s0x89e5b0bbc1a888a3:0xfc13073d61626735,,
The Farmer's Daughter,,https://www.google.com/maps/place/The+Farmer's+Daughter/data=!4m2!3m1!1s0x89e5b9f6e6e39e85:0x704dade42c58046,,
Little King,,https://www.google.com/maps/place/Little+King/data=!4m2!3m1!1s0x89dd31c6d6ab5d05:0xc6cd19ab06dd72bc,,
MANITOGA / The Russel Wright Design Center,,https://www.google.com/maps/place/MANITOGA+%2F+The+Russel+Wright+Design+Center/data=!4m2!3m1!1s0x89c2cc1baad6b24d:0x8f52d83c9fe04cff,,
Boscobel House and Gardens,,https://www.google.com/maps/place/Boscobel+House+and+Gardens/data=!4m2!3m1!1s0x89c2ccabcd5ba59d:0x3a089d0a0e7ff37f,,
Kinosaito Arts Center,,https://www.google.com/maps/place/Kinosaito+Arts+Center/data=!4m2!3m1!1s0x89c2c5ed73fb4a43:0x6f861125449cdf71,,
NUBIANI,,https://www.google.com/maps/place/NUBIANI/data=!4m2!3m1!1s0x89c2596ca1d4ed5b:0xda65d8979ab658ae,,
Nubiani - Midtown East,,https://www.google.com/maps/place/Nubiani+-+Midtown+East/data=!4m2!3m1!1s0x89c259fe479c5c1d:0x6c30916832b823f6,,
Okiboru House of Tan Tan,,https://www.google.com/maps/place/Okiboru+House+of+Tan+Tan/data=!4m2!3m1!1s0x89c25b2061bdcdc7:0x285e5ff96fef5915,,
Okiboru House of Tsukemen,,https://www.google.com/maps/place/Okiboru+House+of+Tsukemen/data=!4m2!3m1!1s0x89c259061eb1e82d:0x6e3dc53c1263fec2,,
Sorate,,https://www.google.com/maps/place/Sorate/data=!4m2!3m1!1s0x89c259f7f756d0dd:0x71bdf1d4478e7ce3,,
Sorate,,https://www.google.com/maps/place/Sorate/data=!4m2!3m1!1s0x89c2593e0d4b2edb:0x569a5bd882e0bae2,,
12 Matcha,,https://www.google.com/maps/place/12+Matcha/data=!4m2!3m1!1s0x89c25982b9380361:0x9d1d529701c84eb5,,
Solely Tea,,https://www.google.com/maps/place/Solely+Tea/data=!4m2!3m1!1s0x89c2591c595dd10d:0x1f65ec05b3bf4ac3,,
PUBLIC Hotel,,https://www.google.com/maps/place/PUBLIC+Hotel/data=!4m2!3m1!1s0x89c25984338e8f61:0x9c45c71d0bc40ebc,,
Book Club Bar,,https://www.google.com/maps/place/Book+Club+Bar/data=!4m2!3m1!1s0x89c25920e6e311c3:0xdb1ca1937b3d96fe,,
Kettl Tea - Bowery,,https://www.google.com/maps/place/Kettl+Tea+-+Bowery/data=!4m2!3m1!1s0x89c259d8930ea1b3:0x8a1a5688aba4bfde,,
Molly Tea (Manhattan Chinatown),,https://www.google.com/maps/place/Molly+Tea+(Manhattan+Chinatown)/data=!4m2!3m1!1s0x89c25b00442602ff:0x81212e15165efd80,,
Spice Lamb,,https://www.google.com/maps/place/Spice+Lamb/data=!4m2!3m1!1s0x89c2f7002ffdc437:0xbdc61793502bc68a,,
Crab House NYC,,https://www.google.com/maps/place/Crab+House+NYC/data=!4m2!3m1!1s0x89c259bc9c0e8185:0xbbdc44b77805a516,,
All'Antico Vinaio,,https://www.google.com/maps/place/All'Antico+Vinaio/data=!4m2!3m1!1s0x89c2599d95326681:0x3ca814abdbc1e237,,
Little Ruby's West Village,,https://www.google.com/maps/place/Little+Ruby's+West+Village/data=!4m2!3m1!1s0x89c259b326fb014f:0xea48d0159a3a286f,,
Yasouvlaki,,https://www.google.com/maps/place/Yasouvlaki/data=!4m2!3m1!1s0x89c259001cf58ccd:0xddf2a82189b9c2cc,,
Syndicated Bar Theater Kitchen,,https://www.google.com/maps/place/Syndicated+Bar+Theater+Kitchen/data=!4m2!3m1!1s0x89c25c00e1c268ef:0xbdefa610034c548c,,
"TP TEA 茶湯會 (Columbus Circle, NY)",,"https://www.google.com/maps/place/TP+TEA+%E8%8C%B6%E6%B9%AF%E6%9C%83+(Columbus+Circle,+NY)/data=!4m2!3m1!1s0x89c259003949d4f1:0x364bd57a5b22af2f",,
Berry Home,,https://www.google.com/maps/place/Berry+Home/data=!4m2!3m1!1s0x89c2590b3d3e13b1:0x2ecfdbc685a0b52e,,
Her Name is Han,,https://www.google.com/maps/place/Her+Name+is+Han/data=!4m2!3m1!1s0x89c259a86c481529:0xa094152f17b20f06,,
Wayan,,https://www.google.com/maps/place/Wayan/data=!4m2!3m1!1s0x89c259094ef2ba9b:0x2a3083a007c909b2,,
Birley Bakery,,https://www.google.com/maps/place/Birley+Bakery/data=!4m2!3m1!1s0x89c2594ef4906fd1:0x675d06febd962ee6,,
Five5eeds,,https://www.google.com/maps/place/Five5eeds/data=!4m2!3m1!1s0x87526d6514b214bb:0xd7434fc20a45abcb,,
Sugar Monk,,https://www.google.com/maps/place/Sugar+Monk/data=!4m2!3m1!1s0x89c2f75696e18ec9:0x959fc8593112f0c3,,
Bear Mountain,,https://www.google.com/maps/place/Bear+Mountain/data=!4m2!3m1!1s0x89c2ce4a0ba14399:0x9a6ff486f0b0fc09,,
CRAVAN Paris 6e,,https://www.google.com/maps/place/CRAVAN+Paris+6e/data=!4m2!3m1!1s0x47e671158a3a161b:0xec0b4ac8c4ef654d,,
Bluestockings Cooperative Bookstore,,https://www.google.com/maps/place/Bluestockings+Cooperative+Bookstore/data=!4m2!3m1!1s0x89c2595e2bbfbee1:0x492b11458dc1daa9,,
Follow The Sun,,https://www.google.com/maps/place/Follow+The+Sun/data=!4m2!3m1!1s0x89c2f2b7c3b2bc2f:0x2c44b85f858e3067,,
Fast Times,,https://www.google.com/maps/place/Fast+Times/data=!4m2!3m1!1s0x89c25926ba8b1441:0xd429a03322f4ea46,,
Tula House,,https://www.google.com/maps/place/Tula+House/data=!4m2!3m1!1s0x89c25eaac74cc78b:0x33067444a1c9639d,,
Upstate Stock,,https://www.google.com/maps/place/Upstate+Stock/data=!4m2!3m1!1s0x89c2594340d9cdb9:0x50a95de240fac565,,
Cueva Brooklyn,,https://www.google.com/maps/place/Cueva+Brooklyn/data=!4m2!3m1!1s0x89c259819b6ff32b:0x6d16d7c9472cd881,,
renewfinds,,https://www.google.com/maps/place/renewfinds/data=!4m2!3m1!1s0x89c259bd7a48d87d:0x6f783753cc49589e,,
Perennials,,https://www.google.com/maps/place/Perennials/data=!4m2!3m1!1s0x89c25933c525ffcf:0xbd2fb20db7e4a8ae,,
Premium Roots New York,,https://www.google.com/maps/place/Premium+Roots+New+York/data=!4m2!3m1!1s0x89c259c0e2555b6f:0x7da8f2210ddb1dc0,,
Citarella,,https://www.google.com/maps/place/Citarella/data=!4m2!3m1!1s0x89c2592e21f06e8b:0xb39c9b4c5eb6cca0,,
Spoonbill & Sugartown Books,,https://www.google.com/maps/place/Spoonbill+%26+Sugartown+Books/data=!4m2!3m1!1s0x89c2595e0435c1c7:0x8df47569003915b5,,
Au Za'atar - East Village,,https://www.google.com/maps/place/Au+Za'atar+-+East+Village/data=!4m2!3m1!1s0x89c2597641e0b9ed:0x90c830050394d642,,
6 Restaurant - NYC,,https://www.google.com/maps/place/6+Restaurant+-+NYC/data=!4m2!3m1!1s0x89c25b5bbc5af40d:0xf36d6853c301338a,,
KINTO STORE New York,,https://www.google.com/maps/place/KINTO+STORE+New+York/data=!4m2!3m1!1s0x89c2594774810d59:0x903c39e2e4bbae4c,,
Big Night,,https://www.google.com/maps/place/Big+Night/data=!4m2!3m1!1s0x89c259520214d4b1:0x3db4bf5b0afbd1e4,,
Dahing Plants,,https://www.google.com/maps/place/Dahing+Plants/data=!4m2!3m1!1s0x89c2598785336e8b:0x55c045a8ac2fd8f9,,
Vineyard Gardens Nursery,,https://www.google.com/maps/place/Vineyard+Gardens+Nursery/data=!4m2!3m1!1s0x89e525b39d8034a9:0xad2f8cfe0784e913,,
Studio Humelim Garden Design,,https://www.google.com/maps/place/Studio+Humelim+Garden+Design/data=!4m2!3m1!1s0x2f5e302354102e1f:0x61d90ae845e4d112,,
Chelsea Garden Center,,https://www.google.com/maps/place/Chelsea+Garden+Center/data=!4m2!3m1!1s0x89c2584dd6fb14c1:0x9d665bed0ee95bc7,,
Chelsea Garden Center,,https://www.google.com/maps/place/Chelsea+Garden+Center/data=!4m2!3m1!1s0x89c25a8f2f475347:0x59da391ed2724465,,
Metropolitan Plant and Flower Exchange,,https://www.google.com/maps/place/Metropolitan+Plant+and+Flower+Exchange/data=!4m2!3m1!1s0x89c2f6db156f4b09:0x44d8dc35ff29df3a,,
Black Gold Records,,https://www.google.com/maps/place/Black+Gold+Records/data=!4m2!3m1!1s0x89c25af6315ae77d:0xbc6541266642b7f0,,
Court Street Grocers,,https://www.google.com/maps/place/Court+Street+Grocers/data=!4m2!3m1!1s0x89c25af65a59ad43:0x4b2798ade8854a58,,
river shoppe,,https://www.google.com/maps/place/river+shoppe/data=!4m2!3m1!1s0x89dd95730a3c1311:0x7005f9b206523672,,
Whale Belly Food Truck,,https://www.google.com/maps/place/Whale+Belly+Food+Truck/data=!4m2!3m1!1s0x89dd95fde3a9c347:0xa6164eae329ebd2e,,
Hudson Home,,https://www.google.com/maps/place/Hudson+Home/data=!4m2!3m1!1s0x89dd94295ef16559:0x148c1a25cdb22225,,
Secret Gardener,,https://www.google.com/maps/place/Secret+Gardener/data=!4m2!3m1!1s0x89dd942c7c00311f:0xfdf65d1570721a9e,,
The Antique Warehouse,,https://www.google.com/maps/place/The+Antique+Warehouse/data=!4m2!3m1!1s0x89dd95d5ae5c6959:0x8f941cd1d71b261e,,
Batterby House,,https://www.google.com/maps/place/Batterby+House/data=!4m2!3m1!1s0x89dd94281238de23:0xdd673c5c5cae44c9,,
FINCH hudson,,https://www.google.com/maps/place/FINCH+hudson/data=!4m2!3m1!1s0x89dd9428196f944f:0x90cd5bcd82f7ec71,,
Clove & Creek Hudson,,https://www.google.com/maps/place/Clove+%26+Creek+Hudson/data=!4m2!3m1!1s0x89dd95d5e30775cf:0xf4fd72c0987647d5,,
Magic Hill - Mercantile,,https://www.google.com/maps/place/Magic+Hill+-+Mercantile/data=!4m2!3m1!1s0x89dd954649607ec5:0xb7ea25a0596e24db,,
Fraunces Tavern,,https://www.google.com/maps/place/Fraunces+Tavern/data=!4m2!3m1!1s0x89c25a146ccfe39f:0xfc075ae041658ede,,
Neuberger Museum of Art,,https://www.google.com/maps/place/Neuberger+Museum+of+Art/data=!4m2!3m1!1s0x89c297b55d3823a7:0x47b2eeea80285b3c,,
Azza's Garden,,https://www.google.com/maps/place/Azza's+Garden/data=!4m2!3m1!1s0x89c2f7797310285d:0x59aa1c12b2f989c1,,
Monya Rowe Gallery,,https://www.google.com/maps/place/Monya+Rowe+Gallery/data=!4m2!3m1!1s0x89c25905b091238b:0xb6f8debcfe8d107d,,
NAZ AROMA INC,,https://www.google.com/maps/place/NAZ+AROMA+INC/data=!4m2!3m1!1s0x89c2597b424f1fd1:0x1e4fdb88d3d60d8f,,
Pioneer Works,,https://www.google.com/maps/place/Pioneer+Works/data=!4m2!3m1!1s0x89c25a8a1abfdfb9:0xc48631e0fdda4d1c,,
BLOK HAUS,,https://www.google.com/maps/place/BLOK+HAUS/data=!4m2!3m1!1s0x89c25badfc8aa45b:0x66b90cafa9bfbe0d,,
Slope Home,,https://www.google.com/maps/place/Slope+Home/data=!4m2!3m1!1s0x89c25b3b6bfde957:0x5b93dd1e71b92752,,
Gardenheir,,https://www.google.com/maps/place/Gardenheir/data=!4m2!3m1!1s0x89dc4d600ef51761:0x1409a0462b8d5ffd,,
Aeon Bookstore,,https://www.google.com/maps/place/Aeon+Bookstore/data=!4m2!3m1!1s0x89c25bc555f3654f:0x9a47586fd7078b0a,,
Argosy Book Store,,https://www.google.com/maps/place/Argosy+Book+Store/data=!4m2!3m1!1s0x89c258e56f8974a1:0xb6ebf3b4192ba1b9,,
Mercer Street Books & Records,,https://www.google.com/maps/place/Mercer+Street+Books+%26+Records/data=!4m2!3m1!1s0x89c2598fc59f2ef7:0x8e0f9d665be3fe20,,
McMenamins Spar Café,,https://www.google.com/maps/place/McMenamins+Spar+Caf%C3%A9/data=!4m2!3m1!1s0x5491751bf6905315:0x2d15b82d64b1dedc,,
Wenwen,,https://www.google.com/maps/place/Wenwen/data=!4m2!3m1!1s0x89c2595f20f6ca99:0xee8ef144f9bfebaf,,
Saks Fifth Avenue,,https://www.google.com/maps/place/Saks+Fifth+Avenue/data=!4m2!3m1!1s0x89c258fea03b0371:0x9b2e542db73cb4be,,
Left Bank Books,,https://www.google.com/maps/place/Left+Bank+Books/data=!4m2!3m1!1s0x89c2593fe6298a53:0x90ad1cba4af3fa05,,
Knickerbocker,,https://www.google.com/maps/place/Knickerbocker/data=!4m2!3m1!1s0x89c2598ff30b32a1:0xd037f7e66dc73bc1,,
Emmett's on Grove,,https://www.google.com/maps/place/Emmett's+on+Grove/data=!4m2!3m1!1s0x89c2593b38964921:0xca15ababdded7d73,,
Cucina Italian tavern,,https://www.google.com/maps/place/Cucina+Italian+tavern/data=!4m2!3m1!1s0x89c2f7bed26e80fd:0xb96b4a1f708bf5b3,,
PepsiCo,,https://www.google.com/maps/place/PepsiCo/data=!4m2!3m1!1s0x89c297b068d49919:0xd37841af10f9cb34,,
Ochre Restaurant,,https://www.google.com/maps/place/Ochre+Restaurant/data=!4m2!3m1!1s0x487604ce72b82de3:0x59a68484359b172f,,
Newport Street Gallery,,https://www.google.com/maps/place/Newport+Street+Gallery/data=!4m2!3m1!1s0x487604eac5eea46f:0xa2060affa34bb2ee,,
House of Hackney,,https://www.google.com/maps/place/House+of+Hackney/data=!4m2!3m1!1s0x48761cef8413dba5:0xfb48c2feac5673a8,,
Labour and Wait,,https://www.google.com/maps/place/Labour+and+Wait/data=!4m2!3m1!1s0x48761cb79af93cdb:0xc91c6aeec478eb2f,,
The Mayfair Chippy,,https://www.google.com/maps/place/The+Mayfair+Chippy/data=!4m2!3m1!1s0x4876053296ce3eeb:0x49900da706103950,,
Salter House,,https://www.google.com/maps/place/Salter+House/data=!4m2!3m1!1s0x89c25b2d80c1beff:0xb92424aef303816e,,
Salter House - Second Street,,https://www.google.com/maps/place/Salter+House+-+Second+Street/data=!4m2!3m1!1s0x89c259434213938f:0x3ae72b05e5f107ca,,
The Cutting Districts Barber Shop,,https://www.google.com/maps/place/The+Cutting+Districts+Barber+Shop/data=!4m2!3m1!1s0x89c259cf71a23b71:0x8f94b27e9f4a0649,,
Bill's Supper Club,,https://www.google.com/maps/place/Bill's+Supper+Club/data=!4m2!3m1!1s0x89c2598ba428c4e5:0x5a40f69662b56262,,
Reiss,,https://www.google.com/maps/place/Reiss/data=!4m2!3m1!1s0x89c258fba1653c43:0x54db74f0c3a3691a,,
Westerlind,,https://www.google.com/maps/place/Westerlind/data=!4m2!3m1!1s0x89dd95b507dd5f99:0xec2f3601df1495f2,,
El Fish Marisqueria,,https://www.google.com/maps/place/El+Fish+Marisqueria/data=!4m2!3m1!1s0x89c259d0a0de6fb3:0xd800bd8df507beef,,
Txikito,,https://www.google.com/maps/place/Txikito/data=!4m2!3m1!1s0x89c259b9f931e717:0x459e4878fa5da046,,
Death & Co East Village,,https://www.google.com/maps/place/Death+%26+Co+East+Village/data=!4m2!3m1!1s0x89c2599d344c4d29:0xf2d675ae58a2b743,,
Smalls Jazz Club,,https://www.google.com/maps/place/Smalls+Jazz+Club/data=!4m2!3m1!1s0x89c25994686b9ebb:0xa994b5b6ffd1279,,
Joe's Shanghai,,https://www.google.com/maps/place/Joe's+Shanghai/data=!4m2!3m1!1s0x89c25a26f81872d9:0x1ce6a514c42345a2,,
McSorley’s Old Ale House,,https://www.google.com/maps/place/McSorley%E2%80%99s+Old+Ale+House/data=!4m2!3m1!1s0x89c2599b7792d019:0xd1aabb33cbcc8b7d,,
Please Don't Tell,,https://www.google.com/maps/place/Please+Don't+Tell/data=!4m2!3m1!1s0x89c2599d65feae6f:0x9d16a571af581047,,
Attaboy,,https://www.google.com/maps/place/Attaboy/data=!4m2!3m1!1s0x89c25987040cb40d:0x20e5151ff00b2e55,,
Minetta Tavern,,https://www.google.com/maps/place/Minetta+Tavern/data=!4m2!3m1!1s0x89c2599196190779:0xf5f0efaba6878e,,
Double Chicken Please,,https://www.google.com/maps/place/Double+Chicken+Please/data=!4m2!3m1!1s0x89c2594f17616e23:0xfe458d735da2699e,,
Nom Wah Tea Parlor,,https://www.google.com/maps/place/Nom+Wah+Tea+Parlor/data=!4m2!3m1!1s0x89c25a26f0c50bab:0x3d1851088da22ec2,,
Thai Diner,,https://www.google.com/maps/place/Thai+Diner/data=!4m2!3m1!1s0x89c259e1eb6b2143:0xf8ef42b02bc96daf,,
Waverly Inn,,https://www.google.com/maps/place/Waverly+Inn/data=!4m2!3m1!1s0x89c25995951c53c7:0x91a0c347d5d447bb,,
Crane Club,,https://www.google.com/maps/place/Crane+Club/data=!4m2!3m1!1s0x89c259d1229d9041:0xa730e55de60e58f3,,
Café Boulud,,https://www.google.com/maps/place/Caf%C3%A9+Boulud/data=!4m2!3m1!1s0x89c258948b31c009:0x891cc59fc39d4a75,,
Buvette,,https://www.google.com/maps/place/Buvette/data=!4m2!3m1!1s0x89c2599371d90113:0x93a1212483085df3,,
Le Crocodile,,https://www.google.com/maps/place/Le+Crocodile/data=!4m2!3m1!1s0x89c259605e80f6e1:0x1ec710d9c7a9b979,,
Porchlight,,https://www.google.com/maps/place/Porchlight/data=!4m2!3m1!1s0x89c259b638d68f2f:0x5bae2a53bf2a2990,,
Bonnie's,,https://www.google.com/maps/place/Bonnie's/data=!4m2!3m1!1s0x89c25916003d076d:0xec624e10bba0230,,
Le Coucou,,https://www.google.com/maps/place/Le+Coucou/data=!4m2!3m1!1s0x89c25989f3630ecb:0xd048cf49523f429d,,
Torien,,https://www.google.com/maps/place/Torien/data=!4m2!3m1!1s0x89c25919b67c47d3:0x91cb196c9f5841a2,,
Jungsik,,https://www.google.com/maps/place/Jungsik/data=!4m2!3m1!1s0x89c25a1fd1cd24a5:0xe06d9ff42b6b6f23,,
Aska,,https://www.google.com/maps/place/Aska/data=!4m2!3m1!1s0x89c2595d4ead0653:0x19fa5a8162f13550,,
ATOMIX,,https://www.google.com/maps/place/ATOMIX/data=!4m2!3m1!1s0x89c259081e80b9dd:0xcbba8bbce70e7645,,
Monkey Bar,,https://www.google.com/maps/place/Monkey+Bar/data=!4m2!3m1!1s0x89c258fb1466d69b:0x58ecf24f96cc68e0,,
M. Wells,,https://www.google.com/maps/place/M.+Wells/data=!4m2!3m1!1s0x89c25929f15a0119:0xe70aad7752a04c8e,,
Jua,,https://www.google.com/maps/place/Jua/data=!4m2!3m1!1s0x89c2594f201b387d:0xdf648c6313c51875,,
Lilia,,https://www.google.com/maps/place/Lilia/data=!4m2!3m1!1s0x89c2595bea837025:0x77eb07a48c30f727,,
Sushi On Me - Williamsburg,,https://www.google.com/maps/place/Sushi+On+Me+-+Williamsburg/data=!4m2!3m1!1s0x89c259d507fea27b:0xcd84b456ac1cf3a6,,
Kono,,https://www.google.com/maps/place/Kono/data=!4m2!3m1!1s0x89c25bff22b39ae3:0xb462470cb9c0dbb5,,
Tokyo Record Bar,,https://www.google.com/maps/place/Tokyo+Record+Bar/data=!4m2!3m1!1s0x89c259917bd9679f:0xf974a50e03b72028,,
Sixty Three Clinton,,https://www.google.com/maps/place/Sixty+Three+Clinton/data=!4m2!3m1!1s0x89c2596f956bcedf:0xc2a2a8baa0a6361d,,
Gramercy Tavern,,https://www.google.com/maps/place/Gramercy+Tavern/data=!4m2!3m1!1s0x89c259a1820824bd:0x2b79dcdc251b8415,,
Hawksmoor NYC,,https://www.google.com/maps/place/Hawksmoor+NYC/data=!4m2!3m1!1s0x89c259d50b00d165:0x81224664871541b1,,
Anton's,,https://www.google.com/maps/place/Anton's/data=!4m2!3m1!1s0x89c259e5de23d8bd:0x75e32060644d550c,,
Au Cheval,,https://www.google.com/maps/place/Au+Cheval/data=!4m2!3m1!1s0x89c25bb44ec0f1b7:0x4cfe753b3a1f111,,
Le Rock,,https://www.google.com/maps/place/Le+Rock/data=!4m2!3m1!1s0x89c259907fc8b435:0x1e54d9b24e2eb98d,,
Bamonte's,,https://www.google.com/maps/place/Bamonte's/data=!4m2!3m1!1s0x885ce69625e116c5:0x9e8c2b51d962ae5e,,
l’abeille,,https://www.google.com/maps/place/l%E2%80%99abeille/data=!4m2!3m1!1s0x89c259ebaf54beab:0xc595e1f3173fb2a3,,
Cosme,,https://www.google.com/maps/place/Cosme/data=!4m2!3m1!1s0x89c259a16418e84f:0x3532988b2d0befec,,
Dirt Candy,,https://www.google.com/maps/place/Dirt+Candy/data=!4m2!3m1!1s0x89c2599d7b6d7905:0x13f746a075ed355f,,
Gallaghers Steakhouse,,https://www.google.com/maps/place/Gallaghers+Steakhouse/data=!4m2!3m1!1s0x89c25857cd790e15:0x7c7c06f522042053,,
Shuko,,https://www.google.com/maps/place/Shuko/data=!4m2!3m1!1s0x89c2599907abc57b:0xa7c809960d371b10,,
Time and Tide,,https://www.google.com/maps/place/Time+and+Tide/data=!4m2!3m1!1s0x89c259001df80c81:0x323ed314a00bd20a,,
THE GRILL,,https://www.google.com/maps/place/THE+GRILL/data=!4m2!3m1!1s0x89c258fca8594cf1:0xad791e0af9bb2041,,
Tolo,,https://www.google.com/maps/place/Tolo/data=!4m2!3m1!1s0x89c25b57f9ad2241:0x405cbaf78cc8f844,,
Donohue's Steak House,,https://www.google.com/maps/place/Donohue's+Steak+House/data=!4m2!3m1!1s0x89c258eed23a26dd:0x767179b4a1fed453,,
Delmonico's,,https://www.google.com/maps/place/Delmonico's/data=!4m2!3m1!1s0x89c25a169b252fc3:0xa2bf2e9c831365b5,,
Zum Stammtisch,,https://www.google.com/maps/place/Zum+Stammtisch/data=!4m2!3m1!1s0x89c25e7890e76761:0x60acb40d30b90e26,,
Randazzo's Clam Bar,,https://www.google.com/maps/place/Randazzo's+Clam+Bar/data=!4m2!3m1!1s0x89c244651609e353:0x127934739492b301,,
Adel's Famous Halal Food,,https://www.google.com/maps/place/Adel's+Famous+Halal+Food/data=!4m2!3m1!1s0x89c258ff31b51735:0x8e1154cea25d10bf,,
Raoul's,,https://www.google.com/maps/place/Raoul's/data=!4m2!3m1!1s0x89c2598db62c4c05:0xed703546cbc36db1,,
Keens Steakhouse,,https://www.google.com/maps/place/Keens+Steakhouse/data=!4m2!3m1!1s0x89c259a92938cde7:0xa89dbb19d96569cc,,
L&B Spumoni Gardens,,https://www.google.com/maps/place/L%26B+Spumoni+Gardens/data=!4m2!3m1!1s0x89c25b82af0fb3eb:0x36c9d87b51966a92,,
Wo Hop,,https://www.google.com/maps/place/Wo+Hop/data=!4m2!3m1!1s0x89c25bf26cccf805:0x422cf585e503c4ad,,
Mountain House Flushing 川山甲,,https://www.google.com/maps/place/Mountain+House+Flushing+%E5%B7%9D%E5%B1%B1%E7%94%B2/data=!4m2!3m1!1s0x89c2600e66ce62d9:0x44b0be75430098f9,,
Mountain House - Times Square 川山甲,,https://www.google.com/maps/place/Mountain+House+-+Times+Square+%E5%B7%9D%E5%B1%B1%E7%94%B2/data=!4m2!3m1!1s0x89c259004873d67f:0x3de10e866f3f0590,,
Cervo's,,https://www.google.com/maps/place/Cervo's/data=!4m2!3m1!1s0x89c25a29ae24f5a7:0x3aee6cc9e61230b4,,
Shu Jiao Fu Zhou,,https://www.google.com/maps/place/Shu+Jiao+Fu+Zhou/data=!4m2!3m1!1s0x89c25987a0baabdd:0x2982dbd963919b46,,
Kashkar Cafe,,https://www.google.com/maps/place/Kashkar+Cafe/data=!4m2!3m1!1s0x89c2446bd959293b:0xe9570cc2cb17b79,,
YOSHINO • NEW YORK,,https://www.google.com/maps/place/YOSHINO+%E2%80%A2+NEW+YORK/data=!4m2!3m1!1s0x89c259432ce364e9:0x229c6fbcbac84db1,,
Taste Good,,https://www.google.com/maps/place/Taste+Good/data=!4m2!3m1!1s0x89c25facbc86babd:0xd0f76d7940b42958,,
Shaw-nae’s House,,https://www.google.com/maps/place/Shaw-nae%E2%80%99s+House/data=!4m2!3m1!1s0x89c24f4e66c29f67:0xb50c7d9c777a15d0,,
Cho Dang Gol,,https://www.google.com/maps/place/Cho+Dang+Gol/data=!4m2!3m1!1s0x89c259a963364753:0xcf37071ffd9c5c2a,,
Torrisi,,https://www.google.com/maps/place/Torrisi/data=!4m2!3m1!1s0x89c259d645dfde59:0x53b10a7eb6b9bb86,,
