sample_id,segment_id,street_name,sample_index,distance_along_m,tree_distance_m,building_distance_m,tree_class,building_class,visual_condition,orientation_group,zone_id
SEG_0001_P001,SEG_0001,W 33 ST,1,5.0,94.85939451741945,70.60627396206672,Tree Far,Building Far,Open Field,East–West / Cross-street-like,SEG_0001_Z01
SEG_0001_P002,SEG_0001,W 33 ST,2,15.000000000000002,96.71961402964355,78.50479321490963,Tree Far,Building Far,Open Field,East–West / Cross-street-like,SEG_0001_Z01
SEG_0002_P001,SEG_0002,BROADWAY,1,5.0,90.21211730972071,65.85699889523003,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0002_Z01
SEG_0002_P002,SEG_0002,BROADWAY,2,15.000000000000002,82.30703421892387,64.95150267507701,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0002_Z01
SEG_0002_P003,SEG_0002,BROADWAY,3,25.000000000000004,74.90440343749113,65.57629980423486,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0002_Z01
SEG_0002_P004,SEG_0002,BROADWAY,4,35.00000000000001,68.16811150928775,67.68902785742654,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0002_Z01
SEG_0002_P005,SEG_0002,BROADWAY,5,45.000000000000014,62.31463069901174,60.40083406404519,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0002_Z01
SEG_0003_P001,SEG_0003,AVE OF THE AMERICAS,1,5.0,93.61658278801194,80.99036043268896,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0003_Z01
SEG_0003_P002,SEG_0003,AVE OF THE AMERICAS,2,15.000000000000002,84.59131287598427,77.46293295541695,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0003_Z01
SEG_0003_P003,SEG_0003,AVE OF THE AMERICAS,3,25.000000000000004,75.81105364826867,74.86667944042344,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0003_Z01
SEG_0003_P004,SEG_0003,AVE OF THE AMERICAS,4,35.00000000000001,67.37166686700512,65.10447161780543,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0003_Z01
SEG_0003_P005,SEG_0003,AVE OF THE AMERICAS,5,45.000000000000014,59.41857569495247,55.42711212784031,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0003_Z01
SEG_0004_P001,SEG_0004,W 34 ST,1,5.0,10.505892382167158,15.76619962113624,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P002,SEG_0004,W 34 ST,2,15.000000000000002,7.592894297794029,15.751890982328913,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P003,SEG_0004,W 34 ST,3,25.000000000000004,12.005338063323467,15.737578624975306,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P004,SEG_0004,W 34 ST,4,35.00000000000001,7.246315691995445,15.723287523986862,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P005,SEG_0004,W 34 ST,5,45.000000000000014,7.269549269244477,15.709011964538316,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P006,SEG_0004,W 34 ST,6,55.00000000000002,8.258748421332568,15.6947437063086,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P007,SEG_0004,W 34 ST,7,65.00000000000001,7.459650844489023,14.871319687654465,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P008,SEG_0004,W 34 ST,8,75.00000000000001,10.649522199813434,14.862685218243524,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P009,SEG_0004,W 34 ST,9,85.00000000000001,14.680124631574866,14.859257100229163,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P010,SEG_0004,W 34 ST,10,95.00000000000003,12.368728833048518,15.637600485238973,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P011,SEG_0004,W 34 ST,11,105.00000000000003,7.292738053042769,15.347798378024862,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P012,SEG_0004,W 34 ST,12,115.00000000000003,11.45966620867008,15.33353403283989,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P013,SEG_0004,W 34 ST,13,125.00000000000003,7.40244321474875,15.31926968767203,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P014,SEG_0004,W 34 ST,14,135.00000000000003,13.351718296963407,15.304972409527103,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P015,SEG_0004,W 34 ST,15,145.00000000000003,22.39956690237924,15.290720135340948,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0004_P016,SEG_0004,W 34 ST,16,155.00000000000003,32.01894460078642,17.264662118981374,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0004_Z01
SEG_0005_P001,SEG_0005,AVE OF THE AMERICAS,1,5.0,55.17372576630919,49.87814789961174,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0005_Z01
SEG_0005_P002,SEG_0005,AVE OF THE AMERICAS,2,15.000000000000002,48.69910525172836,40.56936842698183,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0005_Z01
SEG_0005_P003,SEG_0005,AVE OF THE AMERICAS,3,25.000000000000004,43.578270843374355,31.684659872413807,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0005_Z01
SEG_0005_P004,SEG_0005,AVE OF THE AMERICAS,4,35.00000000000001,40.330243330262384,23.705731119232336,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0005_Z01
SEG_0006_P001,SEG_0006,BROADWAY,1,5.0,56.883335753833244,50.94482897238689,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0006_Z01
SEG_0006_P002,SEG_0006,BROADWAY,2,15.000000000000002,54.280055885729254,44.36791112902402,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0006_Z01
SEG_0006_P003,SEG_0006,BROADWAY,3,25.000000000000004,53.45030446525654,39.26381892885007,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0006_Z01
SEG_0006_P004,SEG_0006,BROADWAY,4,35.00000000000001,54.47518359678222,31.619538689763495,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0006_Z01
SEG_0007_P001,SEG_0007,W 34 ST,1,5.0,44.861577161570956,25.775037860348867,Tree Far,Building Far,Open Field,East–West / Cross-street-like,SEG_0007_Z01
SEG_0007_P002,SEG_0007,W 34 ST,2,15.000000000000002,54.76991795478925,27.52769495666385,Tree Far,Building Far,Open Field,East–West / Cross-street-like,SEG_0007_Z01
SEG_0008_P001,SEG_0008,AVE OF THE AMERICAS,1,5.0,39.35090192895772,18.677020445949587,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P002,SEG_0008,AVE OF THE AMERICAS,2,15.000000000000002,40.094152246531294,13.961720482154451,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P003,SEG_0008,AVE OF THE AMERICAS,3,25.000000000000004,43.20403460458005,13.737100754940798,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P004,SEG_0008,AVE OF THE AMERICAS,4,35.00000000000001,48.22485010719175,13.78933326200097,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P005,SEG_0008,AVE OF THE AMERICAS,5,45.000000000000014,54.6322590564107,13.841564578100838,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P006,SEG_0008,AVE OF THE AMERICAS,6,55.00000000000002,61.997832956915886,13.893791363153126,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P007,SEG_0008,AVE OF THE AMERICAS,7,65.00000000000001,70.0198461373612,13.946018148201137,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0008_P008,SEG_0008,AVE OF THE AMERICAS,8,75.00000000000001,78.49730195902349,13.998176165939674,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0008_Z01
SEG_0009_P001,SEG_0009,BROADWAY,1,5.0,57.122768084377356,22.69398264107073,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P002,SEG_0009,BROADWAY,2,15.000000000000002,60.89200794804652,16.497920923463038,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P003,SEG_0009,BROADWAY,3,25.000000000000004,65.97471205142506,14.940458326681258,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P004,SEG_0009,BROADWAY,4,35.00000000000001,72.0936101786494,15.29409673798411,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P005,SEG_0009,BROADWAY,5,45.000000000000014,79.00831998539495,19.393135855006264,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P006,SEG_0009,BROADWAY,6,55.00000000000002,86.52826489212221,18.27874277750283,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P007,SEG_0009,BROADWAY,7,65.00000000000001,94.50908222792582,16.93218257101676,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P008,SEG_0009,BROADWAY,8,75.00000000000001,98.35574165938098,19.705997928578714,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0009_P009,SEG_0009,BROADWAY,9,85.00000000000001,89.03085665993572,18.38418178563278,Tree Far,Building Far,Open Field,North–South / Avenue-like,SEG_0009_Z01
SEG_0010_P001,SEG_0010,W 35 ST,1,5.0,82.8099500994655,9.91907130054116,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0010_Z01
SEG_0011_P001,SEG_0011,W 35 ST,1,5.0,26.628240842437343,14.789417541801472,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0011_Z01
SEG_0011_P002,SEG_0011,W 35 ST,2,15.000000000000002,33.38031406849319,10.117037745122209,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0011_Z02
SEG_0011_P003,SEG_0011,W 35 ST,3,25.000000000000004,41.46598032435193,10.059061676215203,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0011_Z03
SEG_0012_P001,SEG_0012,E 36 ST,1,5.0,20.304233882336487,13.219639525911392,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0012_Z01
SEG_0012_P002,SEG_0012,E 36 ST,2,15.000000000000002,20.148596635754323,9.024611706485945,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P003,SEG_0012,E 36 ST,3,25.000000000000004,24.48815998053027,9.040167501939994,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P004,SEG_0012,E 36 ST,4,35.00000000000001,28.32431403078401,9.05570629047505,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P005,SEG_0012,E 36 ST,5,45.000000000000014,18.68724531221358,9.071245079010108,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P006,SEG_0012,E 36 ST,6,55.00000000000002,9.806095522857762,9.086783867545165,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P007,SEG_0012,E 36 ST,7,65.00000000000001,6.446284930971977,9.102322656105157,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P008,SEG_0012,E 36 ST,8,75.00000000000001,10.096527902911829,9.117902914746772,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P009,SEG_0012,E 36 ST,9,85.00000000000001,19.034840739482426,9.79461017470276,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P010,SEG_0012,E 36 ST,10,95.00000000000003,28.682929562037845,8.791921998553734,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0012_Z02
SEG_0012_P011,SEG_0012,E 36 ST,11,105.00000000000003,38.51098199922162,8.807464138932211,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0012_Z03
SEG_0012_P012,SEG_0012,E 36 ST,12,115.00000000000003,38.46111956510743,8.906788472853828,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0012_Z03
SEG_0012_P013,SEG_0012,E 36 ST,13,125.00000000000003,30.429357978124095,14.282186207932678,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0012_Z04
SEG_0012_P014,SEG_0012,E 36 ST,14,135.00000000000003,23.92977090822938,20.18555500775973,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0012_Z04
SEG_0012_P015,SEG_0012,E 36 ST,15,145.00000000000003,20.477354430688546,20.46535905355945,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0012_Z04
SEG_0013_P001,SEG_0013,5 AVE,1,5.0,19.694439943894363,15.902337884322055,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P002,SEG_0013,5 AVE,2,15.000000000000002,12.274715081592513,15.205440707335399,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P003,SEG_0013,5 AVE,3,25.000000000000004,10.652055950137834,15.22322727406973,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P004,SEG_0013,5 AVE,4,35.00000000000001,10.438732775687685,15.241049406661045,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P005,SEG_0013,5 AVE,5,45.000000000000014,15.845634735051343,15.25894010544052,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P006,SEG_0013,5 AVE,6,55.00000000000002,11.235112218299149,15.276908084270946,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P007,SEG_0013,5 AVE,7,65.00000000000001,11.747524932778841,15.294893349066436,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0013_P008,SEG_0013,5 AVE,8,75.00000000000001,18.702431326827668,16.195581818776546,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0013_Z01
SEG_0014_P001,SEG_0014,W 35 ST,1,5.0,48.318643158984806,10.037890561021017,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P002,SEG_0014,W 35 ST,2,15.000000000000002,57.418558460553164,10.010887140418038,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P003,SEG_0014,W 35 ST,3,25.000000000000004,66.77642124767006,9.983913513081054,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P004,SEG_0014,W 35 ST,4,35.00000000000001,76.29737881217797,9.956959852252506,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P005,SEG_0014,W 35 ST,5,45.000000000000014,84.89948023627574,9.930006191423958,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P006,SEG_0014,W 35 ST,6,55.00000000000002,87.13385595722018,9.903012368174673,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P007,SEG_0014,W 35 ST,7,65.00000000000001,90.42508481362668,9.875998635012749,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P008,SEG_0014,W 35 ST,8,75.00000000000001,94.66299738088938,9.848998162994466,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P009,SEG_0014,W 35 ST,9,85.00000000000001,89.8842225380843,9.854867020089475,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P010,SEG_0014,W 35 ST,10,95.00000000000003,85.14037745993089,9.719036629835845,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P011,SEG_0014,W 35 ST,11,105.00000000000003,81.35474348043738,8.76271299265838,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P012,SEG_0014,W 35 ST,12,115.00000000000003,78.6657784523258,8.76903146908722,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P013,SEG_0014,W 35 ST,13,125.00000000000003,77.18817987395707,8.775349945523832,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P014,SEG_0014,W 35 ST,14,135.00000000000003,76.99172374352085,8.864306333100043,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P015,SEG_0014,W 35 ST,15,145.00000000000003,77.34069788984742,8.870676314603953,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P016,SEG_0014,W 35 ST,16,155.00000000000003,76.8921132397509,8.876977741694148,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P017,SEG_0014,W 35 ST,17,165.00000000000003,76.86031296327228,8.883306483784903,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P018,SEG_0014,W 35 ST,18,175.00000000000006,77.01785076428615,8.231697230092688,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P019,SEG_0014,W 35 ST,19,185.00000000000006,76.82585936182667,8.238008610445148,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P020,SEG_0014,W 35 ST,20,195.00000000000006,77.3983388165621,8.244314004141406,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P021,SEG_0014,W 35 ST,21,205.00000000000006,79.04707152542031,8.250601991917323,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P022,SEG_0014,W 35 ST,22,215.00000000000003,77.2727121841711,8.256947749726978,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P023,SEG_0014,W 35 ST,23,225.00000000000003,76.77046684666247,8.263316405717868,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P024,SEG_0014,W 35 ST,24,235.00000000000006,77.11690522933262,8.26968302415469,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P025,SEG_0014,W 35 ST,25,245.00000000000006,76.76538034409292,8.276049642591511,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P026,SEG_0014,W 35 ST,26,255.00000000000006,77.70991034994805,8.282382598919346,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0014_P027,SEG_0014,W 35 ST,27,265.00000000000006,79.90454751652759,8.288724880638826,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0014_Z01
SEG_0015_P001,SEG_0015,5 AVE,1,5.0,15.05412840687133,15.2210471026488,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P002,SEG_0015,5 AVE,2,15.000000000000002,8.350889103985894,14.708124543080451,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P003,SEG_0015,5 AVE,3,25.000000000000004,8.02791426063221,14.730480786451992,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P004,SEG_0015,5 AVE,4,35.00000000000001,7.990516494971494,13.481700436003445,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P005,SEG_0015,5 AVE,5,45.000000000000014,13.009153180771543,13.504145299769664,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P006,SEG_0015,5 AVE,6,55.00000000000002,21.785953711148704,13.526590163566938,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P007,SEG_0015,5 AVE,7,65.00000000000001,25.996209216704894,13.549035027333165,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0015_P008,SEG_0015,5 AVE,8,75.00000000000001,20.228837795482878,14.29044311997371,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0015_Z01
SEG_0016_P001,SEG_0016,W 36 ST,1,5.0,18.059665408878395,14.435886789497124,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0016_Z01
SEG_0016_P002,SEG_0016,W 36 ST,2,15.000000000000002,19.191444619848866,9.121323288377985,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P003,SEG_0016,W 36 ST,3,25.000000000000004,24.707723053987362,8.797155090550387,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P004,SEG_0016,W 36 ST,4,35.00000000000001,17.89366811220316,8.744807511567599,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P005,SEG_0016,W 36 ST,5,45.000000000000014,8.631801240053917,8.692459932609603,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P006,SEG_0016,W 36 ST,6,55.00000000000002,5.369602106891753,8.60829677478241,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P007,SEG_0016,W 36 ST,7,65.00000000000001,7.636372517448696,8.556428214936007,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P008,SEG_0016,W 36 ST,8,75.00000000000001,16.725938303012423,8.483927473842527,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P009,SEG_0016,W 36 ST,9,85.00000000000001,26.48017822841445,8.407488841877836,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z02
SEG_0016_P010,SEG_0016,W 36 ST,10,95.00000000000003,36.36815455724389,8.331061343705919,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P011,SEG_0016,W 36 ST,11,105.00000000000003,46.30427078348487,8.909724451607456,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P012,SEG_0016,W 36 ST,12,115.00000000000003,56.26302799956928,8.833400529927234,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P013,SEG_0016,W 36 ST,13,125.00000000000003,66.23421431990158,8.756969340168256,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P014,SEG_0016,W 36 ST,14,135.00000000000003,76.21295148113002,8.68047873410681,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P015,SEG_0016,W 36 ST,15,145.00000000000003,83.25074813419349,8.604167309907412,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P016,SEG_0016,W 36 ST,16,155.00000000000003,83.2136612380685,8.52821069276729,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P017,SEG_0016,W 36 ST,17,165.00000000000003,83.33524366339043,8.452268908057807,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P018,SEG_0016,W 36 ST,18,175.00000000000006,84.47787108863416,9.355030499930837,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P019,SEG_0016,W 36 ST,19,185.00000000000006,86.76553792205324,9.275393476281419,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P020,SEG_0016,W 36 ST,20,195.00000000000006,90.11107833187668,9.199401552680254,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P021,SEG_0016,W 36 ST,21,205.00000000000006,80.22281357623518,9.123437817790558,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P022,SEG_0016,W 36 ST,22,215.00000000000003,70.2416823614185,9.047508213124956,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P023,SEG_0016,W 36 ST,23,225.00000000000003,60.2668073141193,8.971561468278532,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P024,SEG_0016,W 36 ST,24,235.00000000000006,50.30191036838213,8.895601961838382,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P025,SEG_0016,W 36 ST,25,245.00000000000006,40.35438401938053,8.819684259956112,Tree Far,Building Near,Exposed Edge,East–West / Cross-street-like,SEG_0016_Z03
SEG_0016_P026,SEG_0016,W 36 ST,26,255.00000000000006,30.441262005019883,8.743722595178438,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z04
SEG_0016_P027,SEG_0016,W 36 ST,27,265.00000000000006,20.61224285061296,8.667727738156623,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z04
SEG_0016_P028,SEG_0016,W 36 ST,28,275.00000000000006,11.093181608842853,9.163471533190163,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z04
SEG_0016_P029,SEG_0016,W 36 ST,29,285.00000000000006,4.610076038504367,9.22931259650107,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z04
SEG_0016_P030,SEG_0016,W 36 ST,30,295.00000000000006,8.316830543736398,9.295150067259147,Tree Near,Building Near,Screened Edge,East–West / Cross-street-like,SEG_0016_Z04
SEG_0016_P031,SEG_0016,W 36 ST,31,305.00000000000006,17.53951297761962,12.948776251251926,Tree Near,Building Far,Vegetated Buffer,East–West / Cross-street-like,SEG_0016_Z05
SEG_0017_P001,SEG_0017,5 AVE,1,5.0,15.134576868060599,15.523079706945268,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0017_Z01
SEG_0017_P002,SEG_0017,5 AVE,2,15.000000000000002,8.341773948060156,14.959391786346018,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0017_Z01
SEG_0017_P003,SEG_0017,5 AVE,3,25.000000000000004,7.832018092786338,14.951703899310274,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0017_Z01
SEG_0017_P004,SEG_0017,5 AVE,4,35.00000000000001,7.990642656683159,14.944013340722817,Tree Near,Building Far,Vegetated Buffer,North–South / Avenue-like,SEG_0017_Z01
